"analysis","group","pathway","n_pathway_genes","n_in_expression_data","n_overlap_EN_model_features","status","n_test","n_control","cohens_d_scaled","wilcox_p_scaled","cohens_d_yugene","wilcox_p_yugene","p_adj_scaled","p_adj_yugene","efficiency_score_scaled","efficiency_score_yugene"
"meta_analysis","CICQ","HALLMARK_NOTCH_SIGNALING",32,30,24,"OK",19,91,-0.0343397073003788,0.9936909034632,-0.902768611651829,0.00310292164239307,0.9936909034632,0.00660196094126184,0.00730563720833321,0.192060459400775
"meta_analysis","CICQ","HALLMARK_OXIDATIVE_PHOSPHORYLATION",200,199,103,"OK",19,91,-0.657762435531372,0.00128954462260311,0.851358979383697,0.00035139733974332,0.00298160606382222,0.000976103721509222,0.0979652045491495,0.126798904976539
"meta_analysis","CICQ","HALLMARK_P53_PATHWAY",200,185,134,"OK",19,91,0.362805174565547,0.0805459543435674,-0.146682016466778,0.181436787178521,0.118449932858187,0.248543544080165,0.051189710999817,0.0206959838453137
"meta_analysis","CICQ","HALLMARK_PANCREAS_BETA_CELLS",40,18,12,"OK",19,91,-0.241514841529551,0.226345502332031,-0.163440653766492,0.457303866599039,0.295876473636642,0.55768764219395,0.063433760832318,0.0429276117179442
"meta_analysis","CICQ","HALLMARK_PEROXISOME",104,85,65,"OK",19,91,1.06625814364975,0.0010616878110099,0.215787131319815,0.981074288197886,0.00251287055860332,0.990212213718923,0.175773568467641,0.0355726934676888
"meta_analysis","CICQ","HALLMARK_PI3K_AKT_MTOR_SIGNALING",105,93,71,"OK",19,91,-0.171507706765097,0.141353494512518,-0.276206523132389,0.0642670420235838,0.197697195122403,0.101607971578789,0.0277080077365116,0.0446226739554579
"meta_analysis","CICQ","HALLMARK_PROTEIN_SECRETION",96,92,73,"OK",19,91,1.21684031751101,0.000195805412302574,0.666489286030716,0.0665786139131139,0.000536453184390615,0.103222657229634,0.19535651589405,0.107000912877375
"meta_analysis","CICQ","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",49,46,25,"OK",19,91,-2.10448357671428,3.0197364348842e-09,-1.1495168741113,0.00118686302213358,3.55263109986377e-08,0.00280914324765344,0.442593768150507,0.241754799369757
"meta_analysis","CICQ","HALLMARK_SPERMATOGENESIS",135,81,59,"OK",19,91,-0.305995780698503,0.346717100979278,-0.0239485384014991,0.987382201396969,0.425419755802796,0.992343921001979,0.0515948967694876,0.00403803726896127
"meta_analysis","CICQ","HALLMARK_TGF_BETA_SIGNALING",54,52,39,"OK",19,91,0.493972517192197,0.0489607614184036,0.05795554167673,1,0.0765011897162556,1,0.0922011614196939,0.0108175415986207
"meta_analysis","CICQ","HALLMARK_TNFA_SIGNALING_VIA_NFKB",200,188,158,"OK",19,91,-1.36692241849529,2.97871819214527e-05,-1.58818799044554,1.75721680786175e-05,9.84700228808352e-05,7.17231350147653e-05,0.186688861291845,0.216908438578428
"meta_analysis","CICQ","HALLMARK_UNFOLDED_PROTEIN_RESPONSE",113,112,79,"OK",19,91,-0.330846040790189,0.0527082229255893,-1.00331346781642,2.25172372731244e-05,0.0814026608889411,9.00689490924977e-05,0.0521851527464616,0.158255079751084
