analysis,label,pathway,n_genes_in_model,cohens_d,null_mean_abs_d,null_q95_abs_d,p_empirical,p_floor,n_draws,model
meta_analysis,SIPS,Cell cycle/ DNA replication (green),117,1.266931446975513,0.5873260185383078,1.468023009468839,0.08191808191808192,0.000999000999000999,1000,scaled
meta_analysis,SIPS,Chromatin modification (orange),169,0.1261373625556774,0.606239287064695,1.4381605697648185,0.8701298701298701,0.000999000999000999,1000,scaled
meta_analysis,SIPS,ECM organization/ EMT (brown4),75,-0.6480631265418507,0.5822778378297943,1.4214902163374108,0.3676323676323676,0.000999000999000999,1000,scaled
meta_analysis,SIPS,Fatty acid metabolism/ Peroxisome (ivory),20,-1.4596771021903003,0.623990615336575,1.6907278888232327,0.07172131147540983,0.0010245901639344263,975,scaled
meta_analysis,SIPS,Innate immunity/ Inflammation (turquoise),238,-0.06815800901800274,0.582616457840373,1.4266042684692926,0.9270729270729271,0.000999000999000999,1000,scaled
meta_analysis,SIPS,Interferon signaling (darkmagenta),45,-0.5956057964357071,0.5625388868823502,1.4008517386539816,0.4005994005994006,0.000999000999000999,1000,scaled
meta_analysis,SIPS,Mitochondrial translation/ OxPhos (pink),186,0.6161697302223045,0.5915577316469067,1.4535365256345667,0.4015984015984016,0.000999000999000999,1000,scaled
meta_analysis,SIPS,Muscle contraction/ Cytoskeleton/ Glycolysis (blue),92,0.36500357778532366,0.6176630615811048,1.5141944779255583,0.6373626373626373,0.000999000999000999,1000,scaled
meta_analysis,SIPS,OxPhos/ Heme metabolism (white),65,1.6843106532609835,0.5909449122927701,1.417563629105872,0.024,0.001,999,scaled
meta_analysis,SIPS,Protein folding/ Translation (plum1),21,-0.9870609654648359,0.6075739126765087,1.5989044978988518,0.18819938962360122,0.001017293997965412,982,scaled
meta_analysis,SIPS,Protein processing in ER/ UPR (darkslateblue),23,0.9952862867921346,0.5896940176993871,1.4989815786514367,0.17510121457489877,0.0010121457489878543,987,scaled
meta_analysis,SIPS,VEGF signaling (sienna3),45,0.39878226225579344,0.5833858439974907,1.4479141794873296,0.5804195804195804,0.000999000999000999,1000,scaled
meta_analysis,SIPS,mRNA splicing (darkred),79,-0.6532447067332133,0.5849838814199879,1.4523705852998867,0.3696303696303696,0.000999000999000999,1000,scaled
meta_analysis,OIS,Adaptive immunity/ T cell signaling (darkgreen),73,0.6472073861720348,0.7306224552939452,1.8915676896700404,0.4725274725274725,0.000999000999000999,1000,scaled
meta_analysis,OIS,Cell cycle/ DNA replication (green),117,0.8172940906061337,0.7736460532085516,1.990329786908558,0.39760239760239763,0.000999000999000999,1000,scaled
meta_analysis,OIS,Chromatin modification (orange),169,-0.19323831320020543,0.8049839676365277,2.036353763139461,0.8311688311688312,0.000999000999000999,1000,scaled
meta_analysis,OIS,ECM organization/ EMT (brown4),75,-2.26212739237282,0.7364641623418265,1.858930839653886,0.02197802197802198,0.000999000999000999,1000,scaled
meta_analysis,OIS,Fatty acid metabolism/ Peroxisome (ivory),20,-1.6217657625654782,0.7425022052418441,1.9512741590319576,0.0944558521560575,0.001026694045174538,973,scaled
meta_analysis,OIS,Innate immunity/ Inflammation (turquoise),238,-0.3425243653248927,0.8031890027869246,1.9177813616685797,0.7282717282717283,0.000999000999000999,1000,scaled
meta_analysis,OIS,Interferon signaling (darkmagenta),45,0.1790105800169344,0.7335798970778382,1.8158827015526553,0.8301698301698301,0.000999000999000999,1000,scaled
meta_analysis,OIS,Mitochondrial translation/ OxPhos (pink),186,2.134932956973034,0.7959194369363402,1.9965640531913782,0.03696303696303696,0.000999000999000999,1000,scaled
meta_analysis,OIS,Muscle contraction/ Cytoskeleton/ Glycolysis (blue),92,-0.01595530335830354,0.7718589246556058,1.9242022005253894,0.983016983016983,0.000999000999000999,1000,scaled
meta_analysis,OIS,OxPhos/ Heme metabolism (white),65,0.8645350340677788,0.761202000690526,1.9062495300590308,0.363,0.001,999,scaled
meta_analysis,OIS,Protein folding/ Translation (plum1),21,1.180052530417547,0.7337124539846341,1.8856220623873046,0.21122448979591837,0.0010204081632653062,979,scaled
