analysis,label,model,pathway,cohens_d,p_permutation,p_floor,n_perm,n_distinct_splits,n_test,n_control
meta_analysis,RS,scaled,HALLMARK MITOTIC SPINDLE,2.450913843202585,0.0004997501249375312,1.1226327196211237e-14,2000,178152655364880,11,91
meta_analysis,RS,scaled,HALLMARK MTORC1 SIGNALING,0.6017106463511824,0.05247376311844078,1.1226327196211237e-14,2000,178152655364880,11,91
meta_analysis,RS,scaled,HALLMARK MYC TARGETS,-1.6596720684119932,0.0004997501249375312,1.1226327196211237e-14,2000,178152655364880,11,91
meta_analysis,RS,scaled,HALLMARK MYOGENESIS,0.5321463192132,0.09095452273863068,1.1226327196211237e-14,2000,178152655364880,11,91
meta_analysis,RS,scaled,HALLMARK NOTCH SIGNALING,0.22717153765024764,0.504247876061969,1.1226327196211237e-14,2000,178152655364880,11,91
meta_analysis,RS,scaled,HALLMARK OXIDATIVE PHOSPHORYLATION,-0.6004317190768556,0.049475262368815595,1.1226327196211237e-14,2000,178152655364880,11,91
meta_analysis,RS,scaled,HALLMARK P53 PATHWAY,0.16781140762983357,0.600199900049975,1.1226327196211237e-14,2000,178152655364880,11,91
meta_analysis,RS,scaled,HALLMARK PANCREAS BETA CELLS,1.3779519018949333,0.0004997501249375312,1.1226327196211237e-14,2000,178152655364880,11,91
meta_analysis,RS,scaled,HALLMARK PEROXISOME,0.4493671368443573,0.1469265367316342,1.1226327196211237e-14,2000,178152655364880,11,91
meta_analysis,RS,scaled,HALLMARK PI3K AKT MTOR SIGNALING,0.9462409307239904,0.006496751624187906,1.1226327196211237e-14,2000,178152655364880,11,91
meta_analysis,RS,scaled,HALLMARK PROTEIN SECRETION,1.9452068828408435,0.0004997501249375312,1.1226327196211237e-14,2000,178152655364880,11,91
meta_analysis,RS,scaled,HALLMARK REACTIVE OXYGEN SPECIES PATHWAY,-1.4418405094751678,0.0004997501249375312,1.1226327196211237e-14,2000,178152655364880,11,91
meta_analysis,RS,scaled,HALLMARK SPERMATOGENESIS,-0.6164818191927485,0.057971014492753624,1.1226327196211237e-14,2000,178152655364880,11,91
meta_analysis,RS,scaled,HALLMARK TGF BETA SIGNALING,0.32790922394107963,0.30884557721139433,1.1226327196211237e-14,2000,178152655364880,11,91
meta_analysis,RS,scaled,HALLMARK TNFA SIGNALING VIA NFKB,0.1381284930812865,0.671664167916042,1.1226327196211237e-14,2000,178152655364880,11,91
meta_analysis,RS,scaled,HALLMARK UNFOLDED PROTEIN RESPONSE,2.199018787716977,0.0004997501249375312,1.1226327196211237e-14,2000,178152655364880,11,91
meta_analysis,RS,scaled,HALLMARK UV RESPONSE DN,0.08839755850131771,0.7851074462768616,1.1226327196211237e-14,2000,178152655364880,11,91
meta_analysis,RS,scaled,HALLMARK UV RESPONSE UP,-0.0340535298945446,0.9180409795102449,1.1226327196211237e-14,2000,178152655364880,11,91
meta_analysis,RS,scaled,HALLMARK WNT BETA CATENIN SIGNALING,1.3821019731162887,0.0004997501249375312,1.1226327196211237e-14,2000,178152655364880,11,91
meta_analysis,RS,scaled,HALLMARK XENOBIOTIC METABOLISM,-0.38986288688891946,0.22988505747126436,1.1226327196211237e-14,2000,178152655364880,11,91
meta_analysis,RS,scaled,Lysosomal Genes,0.3126747475244632,0.328335832083958,1.1226327196211237e-14,2000,178152655364880,11,91
meta_analysis,SIPS,scaled,HALLMARK ADIPOGENESIS,0.7056301273915278,0.0014992503748125937,8.529019329766146e-34,2000,2344935475782110961932506869776000,39,91
meta_analysis,SIPS,scaled,HALLMARK ALLOGRAFT REJECTION,0.8717015164333357,0.0004997501249375312,8.529019329766146e-34,2000,2344935475782110961932506869776000,39,91
meta_analysis,SIPS,scaled,HALLMARK ANDROGEN RESPONSE,-2.1584021885970612,0.0004997501249375312,8.529019329766146e-34,2000,2344935475782110961932506869776000,39,91
meta_analysis,SIPS,scaled,HALLMARK ANGIOGENESIS,0.10209472203200283,0.5932033983008496,8.529019329766146e-34,2000,2344935475782110961932506869776000,39,91
meta_analysis,SIPS,scaled,HALLMARK APICAL JUNCTION,0.761829949624346,0.0009995002498750624,8.529019329766146e-34,2000,2344935475782110961932506869776000,39,91
meta_analysis,SIPS,scaled,HALLMARK APICAL SURFACE,-0.8807183091865826,0.0004997501249375312,8.529019329766146e-34,2000,2344935475782110961932506869776000,39,91
meta_analysis,SIPS,scaled,HALLMARK APOPTOSIS,1.2226123061791252,0.0004997501249375312,8.529019329766146e-34,2000,2344935475782110961932506869776000,39,91
meta_analysis,SIPS,scaled,HALLMARK BILE ACID METABOLISM,0.1408123965129586,0.4577711144427786,8.529019329766146e-34,2000,2344935475782110961932506869776000,39,91
meta_analysis,SIPS,scaled,HALLMARK CHOLESTEROL HOMEOSTASIS,-0.4610929762223013,0.013993003498250875,8.529019329766146e-34,2000,2344935475782110961932506869776000,39,91
meta_analysis,SIPS,scaled,HALLMARK COAGULATION,1.2094250497664678,0.0004997501249375312,8.529019329766146e-34,2000,2344935475782110961932506869776000,39,91
meta_analysis,SIPS,scaled,HALLMARK COMPLEMENT,1.3426813288879167,0.0004997501249375312,8.529019329766146e-34,2000,2344935475782110961932506869776000,39,91
meta_analysis,SIPS,scaled,HALLMARK DNA REPAIR,1.0801596526250314,0.0004997501249375312,8.529019329766146e-34,2000,2344935475782110961932506869776000,39,91
meta_analysis,SIPS,scaled,HALLMARK E2F TARGETS,1.7421799836659122,0.0004997501249375312,8.529019329766146e-34,2000,2344935475782110961932506869776000,39,91
meta_analysis,SIPS,scaled,HALLMARK EPITHELIAL MESENCHYMAL TRANSITION,-0.3597843755123262,0.059470264867566215,8.529019329766146e-34,2000,2344935475782110961932506869776000,39,91
meta_analysis,SIPS,scaled,HALLMARK ESTROGEN RESPONSE EARLY,0.19080072672948245,0.3263368315842079,8.529019329766146e-34,2000,2344935475782110961932506869776000,39,91
meta_analysis,SIPS,scaled,HALLMARK ESTROGEN RESPONSE LATE,-0.6584696297745427,0.0004997501249375312,8.529019329766146e-34,2000,2344935475782110961932506869776000,39,91
meta_analysis,SIPS,scaled,HALLMARK FATTY ACID METABOLISM,-0.30618965846601925,0.1184407796101949,8.529019329766146e-34,2000,2344935475782110961932506869776000,39,91
meta_analysis,SIPS,scaled,HALLMARK G2M CHECKPOINT,1.0590270913161413,0.0004997501249375312,8.529019329766146e-34,2000,2344935475782110961932506869776000,39,91
