condition,pathway,n_measured_genes,set_net,set_sum_positive,set_sum_negative,cancellation_ratio,frac_genes_with_set_net
SIPS,HALLMARK SPERMATOGENESIS,59,-0.01738143887133179,0.03928972832192971,-0.05667116719326151,5.520883295425274,0.559322033898305
SIPS,HALLMARK TGF BETA SIGNALING,39,-0.004067948503720891,0.014947914177096263,-0.01901586268081715,8.349116717393857,0.4358974358974359
SIPS,HALLMARK TNFA SIGNALING VIA NFKB,158,-0.024110646896188165,0.18027825374458784,-0.204388900640776,15.95424444817276,0.5063291139240507
SIPS,HALLMARK UNFOLDED PROTEIN RESPONSE,79,0.003029883578910829,0.03021370044689341,-0.02718381686798258,18.943802895393436,0.5189873417721519
SIPS,HALLMARK UV RESPONSE DN,127,-0.011838327146091787,0.0628571757854469,-0.07469550293153869,11.619266558484673,0.5275590551181102
SIPS,HALLMARK UV RESPONSE UP,99,0.012668683565844477,0.08688583524895914,-0.07421715168311466,12.716632007955193,0.47474747474747475
SIPS,HALLMARK WNT BETA CATENIN SIGNALING,27,0.005997104706972741,0.01824857074894631,-0.012251466041973573,5.0857936089489915,0.48148148148148145
SIPS,HALLMARK XENOBIOTIC METABOLISM,115,-0.02896373866960302,0.07780054874034942,-0.10676428740995245,6.372272525162634,0.591304347826087
SIPS,Lysosomal Genes,131,0.046241540613721134,0.10109098624047587,-0.05484944562675474,3.372301826400628,0.5190839694656488
OIS,HALLMARK ADIPOGENESIS,136,0.035672771936237815,0.12694730483922476,-0.09127453290298691,6.117322145087729,0.4411764705882353
OIS,HALLMARK ALLOGRAFT REJECTION,79,0.030544584406875443,0.13387877976759316,-0.1033341953607177,7.766122202498042,0.4430379746835443
OIS,HALLMARK ANDROGEN RESPONSE,71,-0.015602089678232673,0.04663561770747508,-0.06223770738570776,6.978124555012522,0.38028169014084506
OIS,HALLMARK ANGIOGENESIS,27,0.07472937969571056,0.10262966998155171,-0.027900290285841154,1.746702044080867,0.5555555555555556
OIS,HALLMARK APICAL JUNCTION,129,-0.001263086564695641,0.1169982551265098,-0.11826134169120547,186.2576987147389,0.5503875968992248
OIS,HALLMARK APICAL SURFACE,24,-0.015979455481480036,0.014441051916380416,-0.030420507397860452,2.807452316897455,0.4583333333333333
OIS,HALLMARK APOPTOSIS,112,-0.05811054151403871,0.15397567681214727,-0.21208621832618602,6.299406021709466,0.5178571428571429
OIS,HALLMARK BILE ACID METABOLISM,63,-0.012482883691372983,0.028650488860756024,-0.04113337255212902,5.59036382443531,0.47619047619047616
OIS,HALLMARK CHOLESTEROL HOMEOSTASIS,56,0.01928729692959534,0.0631962364752806,-0.04390893954568524,5.553146011695324,0.5178571428571429
OIS,HALLMARK COAGULATION,65,0.08406031154304343,0.14679456672743543,-0.06273425518439198,2.4926010630419486,0.5538461538461539
OIS,HALLMARK COMPLEMENT,104,0.12623749292489533,0.212094825258284,-0.08585733233338863,2.3602509103134555,0.5192307692307693
OIS,HALLMARK DNA REPAIR,93,-0.012543067012730459,0.0433337398310184,-0.05587680684374888,7.909592332885931,0.5161290322580645
OIS,HALLMARK E2F TARGETS,136,0.060396277385812575,0.20378609978635304,-0.1433898224005404,5.748300014736454,0.5
OIS,HALLMARK EPITHELIAL MESENCHYMAL TRANSITION,153,0.08444251387076744,0.3430411147044755,-0.25859860083370806,7.124843730480897,0.5032679738562091
OIS,HALLMARK ESTROGEN RESPONSE EARLY,137,-0.011374085360518593,0.16226369571501528,-0.17363778107553388,29.532174776577726,0.5766423357664233
OIS,HALLMARK ESTROGEN RESPONSE LATE,131,-0.04570622314115763,0.13364562923594225,-0.17935185237709994,6.848027688623294,0.5038167938931297
OIS,HALLMARK FATTY ACID METABOLISM,94,0.010415392532432146,0.07304069105000227,-0.06262529851757011,13.02552824054653,0.5531914893617021
OIS,HALLMARK G2M CHECKPOINT,142,-0.015877719545908418,0.18029696944758056,-0.19617468899348894,23.7106882605244,0.4859154929577465
OIS,HALLMARK GLYCOLYSIS,126,0.02258148473015754,0.14318548127267713,-0.1206039965425196,11.681671110974658,0.3968253968253968
OIS,HALLMARK HEDGEHOG SIGNALING,27,0.011186914473358565,0.03645144668875196,-0.025264532215393386,5.516800816804387,0.48148148148148145
OIS,HALLMARK HEME METABOLISM,130,-0.013103799696451436,0.08465836619555948,-0.09776216589201091,13.921193570821343,0.4846153846153846
OIS,HALLMARK HYPOXIA,130,0.06956920553480253,0.2455233697588982,-0.17595416422409565,6.0583922260280305,0.45384615384615384
OIS,HALLMARK IL2 STAT5 SIGNALING,126,-0.001721573574704617,0.14705889499011685,-0.14878046856482147,171.84241667144414,0.4444444444444444
OIS,HALLMARK IL6 JAK STAT3 SIGNALING,46,-0.0796778225944304,0.03177428737282566,-0.11145210996725605,1.7975691688905844,0.6956521739130435
OIS,HALLMARK INFLAMMATORY RESPONSE,113,0.004232487040986871,0.19429423996871803,-0.19006175292773114,90.81090837949276,0.5486725663716814
OIS,HALLMARK INTERFERON ALPHA RESPONSE,65,-0.051522435232391424,0.0395670144801097,-0.09108944971250112,2.535913987824647,0.5076923076923077
OIS,HALLMARK INTERFERON GAMMA RESPONSE,115,0.07148836571455057,0.18538741820959243,-0.11389905249504187,4.186505981961737,0.4956521739130435
OIS,HALLMARK KRAS SIGNALING DN,69,-0.022652300968283322,0.0416303948474223,-0.06428269581570561,4.675599658128435,0.43478260869565216
OIS,HALLMARK KRAS SIGNALING UP,123,0.13724210187762861,0.36930758560289195,-0.23206548372526326,4.3818410028751025,0.5772357723577236
OIS,HALLMARK MITOTIC SPINDLE,159,-0.010875855289486897,0.1284940768091057,-0.1393699320985926,24.629236209737734,0.5283018867924528
OIS,HALLMARK MTORC1 SIGNALING,129,0.12999159761355056,0.19493744229702267,-0.06494584468347214,1.9992314253502497,0.5658914728682171
OIS,HALLMARK MYC TARGETS,137,-0.07035413252634146,0.03239954959787161,-0.10275368212421307,1.921041833206907,0.5255474452554745
OIS,HALLMARK MYOGENESIS,128,0.14297889149613738,0.2911276999982288,-0.14814880850209142,3.0723172064331425,0.5
OIS,HALLMARK NOTCH SIGNALING,24,-0.015338290186896923,0.023220184447808084,-0.038558474634705006,4.027740923514989,0.5
OIS,HALLMARK OXIDATIVE PHOSPHORYLATION,103,0.0034146745276160085,0.038033336455372366,-0.03461866192775636,21.276405055755486,0.5436893203883495
OIS,HALLMARK P53 PATHWAY,134,0.029426850804015022,0.17915170183194612,-0.1497248510279311,11.176070285271743,0.5074626865671642
OIS,HALLMARK PANCREAS BETA CELLS,11,-0.005517251017336588,0.006290403655435603,-0.01180765467277219,3.280267341714044,0.5454545454545454
OIS,HALLMARK PEROXISOME,65,0.01361973332635708,0.04919082637616088,-0.03557109304980379,6.223463954461747,0.5692307692307692
OIS,HALLMARK PI3K AKT MTOR SIGNALING,71,0.03312775305359629,0.07227724129785809,-0.0391494882442618,3.3635462496308244,0.5633802816901409
OIS,HALLMARK PROTEIN SECRETION,73,0.011260913177844372,0.026231010764937845,-0.014970097587093473,3.6587715135832592,0.5753424657534246
OIS,HALLMARK REACTIVE OXYGEN SPECIES PATHWAY,25,-0.008095885493438785,0.0038511807479160894,-0.011947066241354875,1.9513920993663347,0.44
OIS,HALLMARK SPERMATOGENESIS,59,0.008852474768845785,0.05048327000913825,-0.04163079524029247,10.405459225210631,0.5423728813559322
OIS,HALLMARK TGF BETA SIGNALING,39,0.010268339211554685,0.047682567416892765,-0.03741422820533807,8.287298838596382,0.41025641025641024
OIS,HALLMARK TNFA SIGNALING VIA NFKB,158,-0.024432607095152846,0.31639663667995954,-0.34082924377511237,26.899539533194478,0.47468354430379744
OIS,HALLMARK UNFOLDED PROTEIN RESPONSE,79,-0.0134844147058067,0.026639018534748357,-0.04012343324055506,4.951082655931219,0.5569620253164557
OIS,HALLMARK UV RESPONSE DN,127,-0.001379034257947216,0.1685138141360842,-0.16989284839403146,245.39394912049278,0.6062992125984252
OIS,HALLMARK UV RESPONSE UP,99,-0.008942926886439337,0.09189206017042571,-0.10083498705686504,21.55077970273173,0.5151515151515151
OIS,HALLMARK WNT BETA CATENIN SIGNALING,27,-0.017483105762215338,0.021175939765761327,-0.038659045527976665,3.422445994867454,0.4444444444444444
OIS,HALLMARK XENOBIOTIC METABOLISM,115,-0.007036800003615056,0.12273787360157071,-0.12977467360518574,35.88457069648586,0.5130434782608696
OIS,Lysosomal Genes,131,0.06803360197086686,0.12654806803250454,-0.05851446606163766,2.72016369460181,0.5038167938931297
