condition,pathway,n_measured_genes,set_net,set_sum_positive,set_sum_negative,cancellation_ratio,frac_genes_with_set_net
SSCQ,HALLMARK ESTROGEN RESPONSE LATE,131,0.02182198439017889,0.12975524501323352,-0.10793326062305462,10.892158173445548,0.5572519083969466
SSCQ,HALLMARK FATTY ACID METABOLISM,94,-0.004773748289699164,0.050137155709935814,-0.054910903999634976,22.005362104291173,0.4148936170212766
SSCQ,HALLMARK G2M CHECKPOINT,142,-0.0577048679020553,0.13785844338728737,-0.1955633112893427,5.7780524728444,0.5140845070422535
SSCQ,HALLMARK GLYCOLYSIS,126,0.009672898182627843,0.09063662511050426,-0.08096372692787643,17.740324440359394,0.5873015873015873
SSCQ,HALLMARK HEDGEHOG SIGNALING,27,-0.030651279523672175,0.007674059757970996,-0.03832533928164317,1.500733403448575,0.5185185185185185
SSCQ,HALLMARK HEME METABOLISM,130,-0.005575522700642925,0.06199169704374344,-0.06756721974438637,23.23708892319461,0.5
SSCQ,HALLMARK HYPOXIA,130,0.03045233303712403,0.14552964136659233,-0.1150773083294683,8.557864823636278,0.5615384615384615
SSCQ,HALLMARK IL2 STAT5 SIGNALING,126,0.015197369412688337,0.10664700128610918,-0.09144963187342084,13.034929123598092,0.5396825396825397
SSCQ,HALLMARK IL6 JAK STAT3 SIGNALING,46,-0.015351700726105389,0.025115693525909876,-0.040467394252015274,4.272040534662187,0.5217391304347826
SSCQ,HALLMARK INFLAMMATORY RESPONSE,113,0.04044336812527323,0.13894343948138577,-0.09850007135611258,5.871012278255799,0.5221238938053098
SSCQ,HALLMARK INTERFERON ALPHA RESPONSE,65,-0.037827222276766236,0.042728926015408994,-0.0805561482921752,3.2591627639364575,0.5692307692307692
SSCQ,HALLMARK INTERFERON GAMMA RESPONSE,115,-0.04395647424013625,0.07948679334498487,-0.1234432675851211,4.616613694298812,0.5130434782608696
SSCQ,HALLMARK KRAS SIGNALING DN,69,-0.008968482761719064,0.05890024663705158,-0.06786872939877063,14.134941149345906,0.5652173913043478
SSCQ,HALLMARK KRAS SIGNALING UP,123,0.04425934553188966,0.20853099258173521,-0.16427164704984554,8.423139455665238,0.4146341463414634
SSCQ,HALLMARK MITOTIC SPINDLE,159,-0.006075947562664255,0.11073896232771457,-0.11681490989037882,37.45158592486483,0.5094339622641509
SSCQ,HALLMARK MTORC1 SIGNALING,129,-0.05809090648976152,0.08401135531658512,-0.14210226180634664,3.892409858723484,0.5658914728682171
