"external_id","study","sra.study_title","sra.library_layout","sra.platform_model","recount_project.organism","study.1","sra.study_title.1","sra.library_layout.1","sra.platform_model.1","recount_project.organism.1","cell_line","sra","study_title","label","geo","attributes","platform","Model","protocol","abstract","sample_title","full_attributes","organism","tag","cell_type","tissue","cell_state","Induction_details","time_after_treatment","genetic_manipulations","cancer_cell_line","immortalised","scaled_diff_EN_tAge","yugene_diff_EN_tAge"
"ERR1805212","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","paired","Illumina HiSeq 2500","Homo sapiens","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","paired","Illumina HiSeq 2500","Homo sapiens","Primary","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","E-MTAB-5403:I10-1","SAMEA54027418","Experimental Factor: Irradiation, day 10;;irradiate|Experimental Factor: Primary foreskin fibroblasts;;cell type","Illumina HiSeq 2500","paired","Human foreskin fibroblasts HCA2 were obtained from O. Pereira-Smith (University of Texas Health Science Center, San Antonio); human foreskin fibroblasts BJ were purchased from ATCC (Cat: CRL-2522); MEFs were produced from 13.5 day embryos as previously described (Demaria 2010); mouse primary skin microvascular endothelial cells were purchased from Cellbiologics (Cat: C57-6064). All cells were cultured in 5% oxygen for at least 4 doublings prior to use.  Fibroblasts were cultured in DMEM (Thermo Fisher Scientific) enriched with 10% fetal bovine serum (FBS, GE Healthcare Life Sciences) and 1% penicillin/streptomycin (Lonza). Endothelial cells were grown in an endothelial cell growth media (ATCC). Cells were prepared for RNA extraction via an RNAeasy mini kit (Invitrogen). Samples were treated with Qiasol lysis buffer and extracted for total RNA on a Qiacube robot per the manufacturer's instructions (Invitrogen). The extracted RNA was quantitated using a NanoDrop and RNA quality was measured via BioAnalyzer chip (Agilent).  Purified RNA samples were then sent to the University of Minnesota BioMedical Genomics Center for Illumina HiSeq RNA sequencing, where RNA-Seq library preparation was carried out according to the manufactuers protocols (Illumina).","We set out to characterize the transcriptional heterogeneity of the senescence program using a large number of whole-transcriptome sequencing datasets generated by us or publicly available.  We identify a number of senescence transcriptional signatures associated to specific stresses or cell types. We also merge all the studies to identify and validate the genes that are universally differentially regulated during senescence.","Illumina HiSeq 2500 paired end sequencing; Identification of heterogeneous senescence-associated transcriptional programs","Alias;;E-MTAB-5403:I10-1|Broker name;;ArrayExpress|cell_type;;Primary foreskin fibroblasts|Description;;Protocols: Human foreskin fibroblasts HCA2 were obtained from O. Pereira-Smith (University of Texas Health Science Center, San Antonio); human foreskin fibroblasts BJ were purchased from ATCC (Cat: CRL-2522); MEFs were produced from 13.5 day embryos as previously described (Demaria 2010); mouse primary skin microvascular endothelial cells were purchased from Cellbiologics (Cat: C57-6064). All cells were cultured in 5% oxygen for at least 4 doublings prior to use. Fibroblasts were cultured in DMEM (Thermo Fisher Scientific) enriched with 10% fetal bovine serum (FBS, GE Healthcare Life Sciences) and 1% penicillin/streptomycin (Lonza). Endothelial cells were grown in an endothelial cell growth media (ATCC). Cells were prepared for RNA extraction via an RNAeasy mini kit (Invitrogen). Samples were treated with Qiasol lysis buffer and extracted for total RNA on a Qiacube robot per the manufacturer's instructions (Invitrogen). The extracted RNA was quantitated using a NanoDrop and RNA quality was measured via BioAnalyzer chip (Agilent). Purified RNA samples were then sent to the University of Minnesota BioMedical Genomics Center for Illumina HiSeq RNA sequencing, where RNA-Seq library preparation was carried out according to the manufactuers protocols (Illumina).|ENA checklist;;ERC000011|INSDC center name;;European Research Institute for the Biology of Ageing, University of Groningen, UMC Groningen, The Netherlands|INSDC first public;;2017-11-22T17:02:48Z|INSDC last update;;2017-01-24T12:47:06Z|INSDC status;;public|organism;;Homo sapiens|Sample Name;;ERS1510151|SRA accession;;ERS1510151|Title;;I10-1","human","senescence","Fibroblast","Foreskin","Stress-induced CS","10 Gy","10_days","None","no","no",24.3181561747682,33.0182434270707
"ERR1805188","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","paired","Illumina HiSeq 2500","Homo sapiens","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","paired","Illumina HiSeq 2500","Homo sapiens","Primary","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","E-MTAB-5403:C1","SAMEA54009418","Experimental Factor: Primary foreskin fibroblasts;;cell type|Experimental Factor: Proliferation;;irradiate","Illumina HiSeq 2500","paired","Human foreskin fibroblasts HCA2 were obtained from O. Pereira-Smith (University of Texas Health Science Center, San Antonio); human foreskin fibroblasts BJ were purchased from ATCC (Cat: CRL-2522); MEFs were produced from 13.5 day embryos as previously described (Demaria 2010); mouse primary skin microvascular endothelial cells were purchased from Cellbiologics (Cat: C57-6064). All cells were cultured in 5% oxygen for at least 4 doublings prior to use.  Fibroblasts were cultured in DMEM (Thermo Fisher Scientific) enriched with 10% fetal bovine serum (FBS, GE Healthcare Life Sciences) and 1% penicillin/streptomycin (Lonza). Endothelial cells were grown in an endothelial cell growth media (ATCC). Cells were prepared for RNA extraction via an RNAeasy mini kit (Invitrogen). Samples were treated with Qiasol lysis buffer and extracted for total RNA on a Qiacube robot per the manufacturer's instructions (Invitrogen). The extracted RNA was quantitated using a NanoDrop and RNA quality was measured via BioAnalyzer chip (Agilent).  Purified RNA samples were then sent to the University of Minnesota BioMedical Genomics Center for Illumina HiSeq RNA sequencing, where RNA-Seq library preparation was carried out according to the manufactuers protocols (Illumina).","We set out to characterize the transcriptional heterogeneity of the senescence program using a large number of whole-transcriptome sequencing datasets generated by us or publicly available.  We identify a number of senescence transcriptional signatures associated to specific stresses or cell types. We also merge all the studies to identify and validate the genes that are universally differentially regulated during senescence.","Illumina HiSeq 2500 paired end sequencing; Identification of heterogeneous senescence-associated transcriptional programs","Alias;;E-MTAB-5403:C1|Broker name;;ArrayExpress|cell_type;;Primary foreskin fibroblasts|Description;;Protocols: Human foreskin fibroblasts HCA2 were obtained from O. Pereira-Smith (University of Texas Health Science Center, San Antonio); human foreskin fibroblasts BJ were purchased from ATCC (Cat: CRL-2522); MEFs were produced from 13.5 day embryos as previously described (Demaria 2010); mouse primary skin microvascular endothelial cells were purchased from Cellbiologics (Cat: C57-6064). All cells were cultured in 5% oxygen for at least 4 doublings prior to use. Fibroblasts were cultured in DMEM (Thermo Fisher Scientific) enriched with 10% fetal bovine serum (FBS, GE Healthcare Life Sciences) and 1% penicillin/streptomycin (Lonza). Endothelial cells were grown in an endothelial cell growth media (ATCC). Cells were prepared for RNA extraction via an RNAeasy mini kit (Invitrogen). Samples were treated with Qiasol lysis buffer and extracted for total RNA on a Qiacube robot per the manufacturer's instructions (Invitrogen). The extracted RNA was quantitated using a NanoDrop and RNA quality was measured via BioAnalyzer chip (Agilent). Purified RNA samples were then sent to the University of Minnesota BioMedical Genomics Center for Illumina HiSeq RNA sequencing, where RNA-Seq library preparation was carried out according to the manufactuers protocols (Illumina).|ENA checklist;;ERC000011|INSDC center name;;European Research Institute for the Biology of Ageing, University of Groningen, UMC Groningen, The Netherlands|INSDC first public;;2017-11-22T17:02:48Z|INSDC last update;;2017-01-24T12:47:05Z|INSDC status;;public|organism;;Homo sapiens|Sample Name;;ERS1510127|SRA accession;;ERS1510127|Title;;C1","human","senescence","Fibroblast","Foreskin","Proliferating","None","none","None","no","no",1.22930806392205,2.77394341742347
"ERR1805189","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","paired","Illumina HiSeq 2500","Homo sapiens","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","paired","Illumina HiSeq 2500","Homo sapiens","Primary","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","E-MTAB-5403:C2","SAMEA54010168","Experimental Factor: Primary foreskin fibroblasts;;cell type|Experimental Factor: Proliferation;;irradiate","Illumina HiSeq 2500","paired","Human foreskin fibroblasts HCA2 were obtained from O. Pereira-Smith (University of Texas Health Science Center, San Antonio); human foreskin fibroblasts BJ were purchased from ATCC (Cat: CRL-2522); MEFs were produced from 13.5 day embryos as previously described (Demaria 2010); mouse primary skin microvascular endothelial cells were purchased from Cellbiologics (Cat: C57-6064). All cells were cultured in 5% oxygen for at least 4 doublings prior to use.  Fibroblasts were cultured in DMEM (Thermo Fisher Scientific) enriched with 10% fetal bovine serum (FBS, GE Healthcare Life Sciences) and 1% penicillin/streptomycin (Lonza). Endothelial cells were grown in an endothelial cell growth media (ATCC). Cells were prepared for RNA extraction via an RNAeasy mini kit (Invitrogen). Samples were treated with Qiasol lysis buffer and extracted for total RNA on a Qiacube robot per the manufacturer's instructions (Invitrogen). The extracted RNA was quantitated using a NanoDrop and RNA quality was measured via BioAnalyzer chip (Agilent).  Purified RNA samples were then sent to the University of Minnesota BioMedical Genomics Center for Illumina HiSeq RNA sequencing, where RNA-Seq library preparation was carried out according to the manufactuers protocols (Illumina).","We set out to characterize the transcriptional heterogeneity of the senescence program using a large number of whole-transcriptome sequencing datasets generated by us or publicly available.  We identify a number of senescence transcriptional signatures associated to specific stresses or cell types. We also merge all the studies to identify and validate the genes that are universally differentially regulated during senescence.","Illumina HiSeq 2500 paired end sequencing; Identification of heterogeneous senescence-associated transcriptional programs","Alias;;E-MTAB-5403:C2|Broker name;;ArrayExpress|cell_type;;Primary foreskin fibroblasts|Description;;Protocols: Human foreskin fibroblasts HCA2 were obtained from O. Pereira-Smith (University of Texas Health Science Center, San Antonio); human foreskin fibroblasts BJ were purchased from ATCC (Cat: CRL-2522); MEFs were produced from 13.5 day embryos as previously described (Demaria 2010); mouse primary skin microvascular endothelial cells were purchased from Cellbiologics (Cat: C57-6064). All cells were cultured in 5% oxygen for at least 4 doublings prior to use. Fibroblasts were cultured in DMEM (Thermo Fisher Scientific) enriched with 10% fetal bovine serum (FBS, GE Healthcare Life Sciences) and 1% penicillin/streptomycin (Lonza). Endothelial cells were grown in an endothelial cell growth media (ATCC). Cells were prepared for RNA extraction via an RNAeasy mini kit (Invitrogen). Samples were treated with Qiasol lysis buffer and extracted for total RNA on a Qiacube robot per the manufacturer's instructions (Invitrogen). The extracted RNA was quantitated using a NanoDrop and RNA quality was measured via BioAnalyzer chip (Agilent). Purified RNA samples were then sent to the University of Minnesota BioMedical Genomics Center for Illumina HiSeq RNA sequencing, where RNA-Seq library preparation was carried out according to the manufactuers protocols (Illumina).|ENA checklist;;ERC000011|INSDC center name;;European Research Institute for the Biology of Ageing, University of Groningen, UMC Groningen, The Netherlands|INSDC first public;;2017-11-22T17:02:48Z|INSDC last update;;2017-01-24T12:47:05Z|INSDC status;;public|organism;;Homo sapiens|Sample Name;;ERS1510128|SRA accession;;ERS1510128|Title;;C2","human","senescence","Fibroblast","Foreskin","Proliferating","None","none","None","no","no",3.50364134476621,3.62400324727419
"ERR1805190","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","paired","Illumina HiSeq 2500","Homo sapiens","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","paired","Illumina HiSeq 2500","Homo sapiens","Primary","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","E-MTAB-5403:C3","SAMEA54010918","Experimental Factor: Primary foreskin fibroblasts;;cell type|Experimental Factor: Proliferation;;irradiate","Illumina HiSeq 2500","paired","Human foreskin fibroblasts HCA2 were obtained from O. Pereira-Smith (University of Texas Health Science Center, San Antonio); human foreskin fibroblasts BJ were purchased from ATCC (Cat: CRL-2522); MEFs were produced from 13.5 day embryos as previously described (Demaria 2010); mouse primary skin microvascular endothelial cells were purchased from Cellbiologics (Cat: C57-6064). All cells were cultured in 5% oxygen for at least 4 doublings prior to use.  Fibroblasts were cultured in DMEM (Thermo Fisher Scientific) enriched with 10% fetal bovine serum (FBS, GE Healthcare Life Sciences) and 1% penicillin/streptomycin (Lonza). Endothelial cells were grown in an endothelial cell growth media (ATCC). Cells were prepared for RNA extraction via an RNAeasy mini kit (Invitrogen). Samples were treated with Qiasol lysis buffer and extracted for total RNA on a Qiacube robot per the manufacturer's instructions (Invitrogen). The extracted RNA was quantitated using a NanoDrop and RNA quality was measured via BioAnalyzer chip (Agilent).  Purified RNA samples were then sent to the University of Minnesota BioMedical Genomics Center for Illumina HiSeq RNA sequencing, where RNA-Seq library preparation was carried out according to the manufactuers protocols (Illumina).","We set out to characterize the transcriptional heterogeneity of the senescence program using a large number of whole-transcriptome sequencing datasets generated by us or publicly available.  We identify a number of senescence transcriptional signatures associated to specific stresses or cell types. We also merge all the studies to identify and validate the genes that are universally differentially regulated during senescence.","Illumina HiSeq 2500 paired end sequencing; Identification of heterogeneous senescence-associated transcriptional programs","alias;;E-MTAB-5403:C3|broker name;;ArrayExpress|cell type;;Primary foreskin fibroblasts|ENA checklist;;ERC000011|INSDC center name;;European Research Institute for the Biology of Ageing, University of Groningen, UMC Groningen, The Netherlands|INSDC first public;;2017-11-22T17:02:48Z|INSDC last update;;2017-01-24T12:47:05Z|INSDC status;;public|organism;;Homo sapiens|Sample Name;;ERS1510129|SRA accession;;ERS1510129|title;;C3","human","senescence","Fibroblast","Foreskin","Proliferating","None","none","None","no","no",4.73603734882765,2.40906652399749
"ERR1805192","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","paired","Illumina HiSeq 2500","Homo sapiens","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","paired","Illumina HiSeq 2500","Homo sapiens","Primary","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","E-MTAB-5403:H16","SAMEA54012418","Experimental Factor: Irradiation, day 4;;irradiate|Experimental Factor: Primary foreskin fibroblasts;;cell type","Illumina HiSeq 2500","paired","Human foreskin fibroblasts HCA2 were obtained from O. Pereira-Smith (University of Texas Health Science Center, San Antonio); human foreskin fibroblasts BJ were purchased from ATCC (Cat: CRL-2522); MEFs were produced from 13.5 day embryos as previously described (Demaria 2010); mouse primary skin microvascular endothelial cells were purchased from Cellbiologics (Cat: C57-6064). All cells were cultured in 5% oxygen for at least 4 doublings prior to use.  Fibroblasts were cultured in DMEM (Thermo Fisher Scientific) enriched with 10% fetal bovine serum (FBS, GE Healthcare Life Sciences) and 1% penicillin/streptomycin (Lonza). Endothelial cells were grown in an endothelial cell growth media (ATCC). Cells were prepared for RNA extraction via an RNAeasy mini kit (Invitrogen). Samples were treated with Qiasol lysis buffer and extracted for total RNA on a Qiacube robot per the manufacturer's instructions (Invitrogen). The extracted RNA was quantitated using a NanoDrop and RNA quality was measured via BioAnalyzer chip (Agilent).  Purified RNA samples were then sent to the University of Minnesota BioMedical Genomics Center for Illumina HiSeq RNA sequencing, where RNA-Seq library preparation was carried out according to the manufactuers protocols (Illumina).","We set out to characterize the transcriptional heterogeneity of the senescence program using a large number of whole-transcriptome sequencing datasets generated by us or publicly available.  We identify a number of senescence transcriptional signatures associated to specific stresses or cell types. We also merge all the studies to identify and validate the genes that are universally differentially regulated during senescence.","Illumina HiSeq 2500 paired end sequencing; Identification of heterogeneous senescence-associated transcriptional programs","alias;;E-MTAB-5403:H16|broker name;;ArrayExpress|cell type;;Primary foreskin fibroblasts|ENA checklist;;ERC000011|INSDC center name;;European Research Institute for the Biology of Ageing, University of Groningen, UMC Groningen, The Netherlands|INSDC first public;;2017-11-22T17:02:48Z|INSDC last update;;2017-01-24T12:47:06Z|INSDC status;;public|organism;;Homo sapiens|Sample Name;;ERS1510131|SRA accession;;ERS1510131|title;;H16","human","senescence","Fibroblast","Foreskin","Stress-induced CS","10 Gy","4_days","None","no","no",6.04460709573844,12.881428384911
"ERR1805193","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","paired","Illumina HiSeq 2500","Homo sapiens","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","paired","Illumina HiSeq 2500","Homo sapiens","Primary","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","E-MTAB-5403:H17","SAMEA54013168","Experimental Factor: Irradiation, day 4;;irradiate|Experimental Factor: Primary foreskin fibroblasts;;cell type","Illumina HiSeq 2500","paired","Human foreskin fibroblasts HCA2 were obtained from O. Pereira-Smith (University of Texas Health Science Center, San Antonio); human foreskin fibroblasts BJ were purchased from ATCC (Cat: CRL-2522); MEFs were produced from 13.5 day embryos as previously described (Demaria 2010); mouse primary skin microvascular endothelial cells were purchased from Cellbiologics (Cat: C57-6064). All cells were cultured in 5% oxygen for at least 4 doublings prior to use.  Fibroblasts were cultured in DMEM (Thermo Fisher Scientific) enriched with 10% fetal bovine serum (FBS, GE Healthcare Life Sciences) and 1% penicillin/streptomycin (Lonza). Endothelial cells were grown in an endothelial cell growth media (ATCC). Cells were prepared for RNA extraction via an RNAeasy mini kit (Invitrogen). Samples were treated with Qiasol lysis buffer and extracted for total RNA on a Qiacube robot per the manufacturer's instructions (Invitrogen). The extracted RNA was quantitated using a NanoDrop and RNA quality was measured via BioAnalyzer chip (Agilent).  Purified RNA samples were then sent to the University of Minnesota BioMedical Genomics Center for Illumina HiSeq RNA sequencing, where RNA-Seq library preparation was carried out according to the manufactuers protocols (Illumina).","We set out to characterize the transcriptional heterogeneity of the senescence program using a large number of whole-transcriptome sequencing datasets generated by us or publicly available.  We identify a number of senescence transcriptional signatures associated to specific stresses or cell types. We also merge all the studies to identify and validate the genes that are universally differentially regulated during senescence.","Illumina HiSeq 2500 paired end sequencing; Identification of heterogeneous senescence-associated transcriptional programs","alias;;E-MTAB-5403:H17|broker name;;ArrayExpress|cell type;;Primary foreskin fibroblasts|ENA checklist;;ERC000011|INSDC center name;;European Research Institute for the Biology of Ageing, University of Groningen, UMC Groningen, The Netherlands|INSDC first public;;2017-11-22T17:02:48Z|INSDC last update;;2017-01-24T12:47:06Z|INSDC status;;public|organism;;Homo sapiens|Sample Name;;ERS1510132|SRA accession;;ERS1510132|title;;H17","human","senescence","Fibroblast","Foreskin","Stress-induced CS","10 Gy","4_days","None","no","no",12.1746996197271,13.2750417514406
"ERR1805194","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","paired","Illumina HiSeq 2500","Homo sapiens","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","paired","Illumina HiSeq 2500","Homo sapiens","Primary","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","E-MTAB-5403:H18","SAMEA54013918","Experimental Factor: Irradiation, day 4;;irradiate|Experimental Factor: Primary foreskin fibroblasts;;cell type","Illumina HiSeq 2500","paired","Human foreskin fibroblasts HCA2 were obtained from O. Pereira-Smith (University of Texas Health Science Center, San Antonio); human foreskin fibroblasts BJ were purchased from ATCC (Cat: CRL-2522); MEFs were produced from 13.5 day embryos as previously described (Demaria 2010); mouse primary skin microvascular endothelial cells were purchased from Cellbiologics (Cat: C57-6064). All cells were cultured in 5% oxygen for at least 4 doublings prior to use.  Fibroblasts were cultured in DMEM (Thermo Fisher Scientific) enriched with 10% fetal bovine serum (FBS, GE Healthcare Life Sciences) and 1% penicillin/streptomycin (Lonza). Endothelial cells were grown in an endothelial cell growth media (ATCC). Cells were prepared for RNA extraction via an RNAeasy mini kit (Invitrogen). Samples were treated with Qiasol lysis buffer and extracted for total RNA on a Qiacube robot per the manufacturer's instructions (Invitrogen). The extracted RNA was quantitated using a NanoDrop and RNA quality was measured via BioAnalyzer chip (Agilent).  Purified RNA samples were then sent to the University of Minnesota BioMedical Genomics Center for Illumina HiSeq RNA sequencing, where RNA-Seq library preparation was carried out according to the manufactuers protocols (Illumina).","We set out to characterize the transcriptional heterogeneity of the senescence program using a large number of whole-transcriptome sequencing datasets generated by us or publicly available.  We identify a number of senescence transcriptional signatures associated to specific stresses or cell types. We also merge all the studies to identify and validate the genes that are universally differentially regulated during senescence.","Illumina HiSeq 2500 paired end sequencing; Identification of heterogeneous senescence-associated transcriptional programs","Alias;;E-MTAB-5403:H18|Broker name;;ArrayExpress|cell_type;;Primary foreskin fibroblasts|Description;;Protocols: Human foreskin fibroblasts HCA2 were obtained from O. Pereira-Smith (University of Texas Health Science Center, San Antonio); human foreskin fibroblasts BJ were purchased from ATCC (Cat: CRL-2522); MEFs were produced from 13.5 day embryos as previously described (Demaria 2010); mouse primary skin microvascular endothelial cells were purchased from Cellbiologics (Cat: C57-6064). All cells were cultured in 5% oxygen for at least 4 doublings prior to use. Fibroblasts were cultured in DMEM (Thermo Fisher Scientific) enriched with 10% fetal bovine serum (FBS, GE Healthcare Life Sciences) and 1% penicillin/streptomycin (Lonza). Endothelial cells were grown in an endothelial cell growth media (ATCC). Cells were prepared for RNA extraction via an RNAeasy mini kit (Invitrogen). Samples were treated with Qiasol lysis buffer and extracted for total RNA on a Qiacube robot per the manufacturer's instructions (Invitrogen). The extracted RNA was quantitated using a NanoDrop and RNA quality was measured via BioAnalyzer chip (Agilent). Purified RNA samples were then sent to the University of Minnesota BioMedical Genomics Center for Illumina HiSeq RNA sequencing, where RNA-Seq library preparation was carried out according to the manufactuers protocols (Illumina).|ENA checklist;;ERC000011|INSDC center name;;European Research Institute for the Biology of Ageing, University of Groningen, UMC Groningen, The Netherlands|INSDC first public;;2017-11-22T17:02:48Z|INSDC last update;;2017-01-24T12:47:06Z|INSDC status;;public|organism;;Homo sapiens|Sample Name;;ERS1510133|SRA accession;;ERS1510133|Title;;H18","human","senescence","Fibroblast","Foreskin","Stress-induced CS","10 Gy","4_days","None","no","no",2.20120879858478,11.1967779910823
"ERR1805195","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","paired","Illumina HiSeq 2500","Homo sapiens","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","paired","Illumina HiSeq 2500","Homo sapiens","Primary","ERP021140","Identification of heterogeneous senescence-associated transcriptional programs","E-MTAB-5403:H19","SAMEA54014668","Experimental Factor: Irradiation, day 10;;irradiate|Experimental Factor: Primary foreskin fibroblasts;;cell type","Illumina HiSeq 2500","paired","Human foreskin fibroblasts HCA2 were obtained from O. Pereira-Smith (University of Texas Health Science Center, San Antonio); human foreskin fibroblasts BJ were purchased from ATCC (Cat: CRL-2522); MEFs were produced from 13.5 day embryos as previously described (Demaria 2010); mouse primary skin microvascular endothelial cells were purchased from Cellbiologics (Cat: C57-6064). All cells were cultured in 5% oxygen for at least 4 doublings prior to use.  Fibroblasts were cultured in DMEM (Thermo Fisher Scientific) enriched with 10% fetal bovine serum (FBS, GE Healthcare Life Sciences) and 1% penicillin/streptomycin (Lonza). Endothelial cells were grown in an endothelial cell growth media (ATCC). Cells were prepared for RNA extraction via an RNAeasy mini kit (Invitrogen). Samples were treated with Qiasol lysis buffer and extracted for total RNA on a Qiacube robot per the manufacturer's instructions (Invitrogen). The extracted RNA was quantitated using a NanoDrop and RNA quality was measured via BioAnalyzer chip (Agilent).  Purified RNA samples were then sent to the University of Minnesota BioMedical Genomics Center for Illumina HiSeq RNA sequencing, where RNA-Seq library preparation was carried out according to the manufactuers protocols (Illumina).","We set out to characterize the transcriptional heterogeneity of the senescence program using a large number of whole-transcriptome sequencing datasets generated by us or publicly available.  We identify a number of senescence transcriptional signatures associated to specific stresses or cell types. We also merge all the studies to identify and validate the genes that are universally differentially regulated during senescence.","Illumina HiSeq 2500 paired end sequencing; Identification of heterogeneous senescence-associated transcriptional programs","Alias;;E-MTAB-5403:H19|Broker name;;ArrayExpress|cell_type;;Primary foreskin fibroblasts|Description;;Protocols: Human foreskin fibroblasts HCA2 were obtained from O. Pereira-Smith (University of Texas Health Science Center, San Antonio); human foreskin fibroblasts BJ were purchased from ATCC (Cat: CRL-2522); MEFs were produced from 13.5 day embryos as previously described (Demaria 2010); mouse primary skin microvascular endothelial cells were purchased from Cellbiologics (Cat: C57-6064). All cells were cultured in 5% oxygen for at least 4 doublings prior to use. Fibroblasts were cultured in DMEM (Thermo Fisher Scientific) enriched with 10% fetal bovine serum (FBS, GE Healthcare Life Sciences) and 1% penicillin/streptomycin (Lonza). Endothelial cells were grown in an endothelial cell growth media (ATCC). Cells were prepared for RNA extraction via an RNAeasy mini kit (Invitrogen). Samples were treated with Qiasol lysis buffer and extracted for total RNA on a Qiacube robot per the manufacturer's instructions (Invitrogen). The extracted RNA was quantitated using a NanoDrop and RNA quality was measured via BioAnalyzer chip (Agilent). Purified RNA samples were then sent to the University of Minnesota BioMedical Genomics Center for Illumina HiSeq RNA sequencing, where RNA-Seq library preparation was carried out according to the manufactuers protocols (Illumina).|ENA checklist;;ERC000011|INSDC center name;;European Research Institute for the Biology of Ageing, University of Groningen, UMC Groningen, The Netherlands|INSDC first public;;2017-11-22T17:02:48Z|INSDC last update;;2017-01-24T12:47:06Z|INSDC status;;public|organism;;Homo sapiens|Sample Name;;ERS1510134|SRA accession;;ERS1510134|Title;;H19","human","senescence","Fibroblast","Foreskin","Stress-induced CS","10 Gy","10_days","None","no","no",8.661796091411,16.6861901603868
