external_id,study,geo,series,condition,title,line_token_sample,characteristics,immortalisation_term_in_sample_record,matched_term,cell_line_resolved_studylevel,immortalised_studylevel,AGREES
SRR2184443,SRP062872,GSM1861981,"GSE72407,GSE72409",Oncogene-induced CS,RIS rep 8,IMR90 cells,sample group: RIS,False,,IMR90,no,True
SRR2184444,SRP062872,GSM1861982,"GSE72407,GSE72409",Stress-induced CS,DDIS rep 1,IMR90 cells,sample group: DDIS,False,,IMR90,no,True
SRR2184445,SRP062872,GSM1861983,"GSE72407,GSE72409",Stress-induced CS,DDIS rep 2,IMR90 cells,sample group: DDIS,False,,IMR90,no,True
SRR2184446,SRP062872,GSM1861984,"GSE72407,GSE72409",Stress-induced CS,DDIS rep 3,IMR90 cells,sample group: DDIS,False,,IMR90,no,True
SRR2184447,SRP062872,GSM1861985,"GSE72407,GSE72409",Stress-induced CS,DDIS rep 4,IMR90 cells,sample group: DDIS,False,,IMR90,no,True
SRR2184448,SRP062872,GSM1861986,"GSE72407,GSE72409",Stress-induced CS,DDIS rep 5,IMR90 cells,sample group: DDIS,False,,IMR90,no,True
SRR2184449,SRP062872,GSM1861987,"GSE72407,GSE72409",Stress-induced CS,DDIS rep 6,IMR90 cells,sample group: DDIS,False,,IMR90,no,True
SRR2184450,SRP062872,GSM1861988,"GSE72407,GSE72409",Stress-induced CS,DDIS rep 7,IMR90 cells,sample group: DDIS,False,,IMR90,no,True
SRR2184451,SRP062872,GSM1861989,"GSE72407,GSE72409",Stress-induced CS,DDIS rep 8,IMR90 cells,sample group: DDIS,False,,IMR90,no,True
SRR7516120,SRP153205,GSM3267560,GSE117033,Proliferating,P_12_1,human dermal fibroblasts,strain: 12-1 | tissue: Foreskin | cell type: human dermal fibroblasts | cell growth conditions: proliferating cells | treatment: no treatment,False,,HDF 12-1,no,True
SRR7516121,SRP153205,GSM3267561,GSE117033,Proliferating,P_12_3,human dermal fibroblasts,strain: 12-3 | tissue: Foreskin | cell type: human dermal fibroblasts | cell growth conditions: proliferating cells | treatment: no treatment,False,,HDF 12-1,no,True
SRR7516122,SRP153205,GSM3267562,GSE117033,Contact_inhibited CQ,Q_12_1,human dermal fibroblasts,strain: 12-1 | tissue: Foreskin | cell type: human dermal fibroblasts | cell growth conditions: quiescent cells (contact-inhibited for 7 days) | treatment: no treatment,False,,HDF 12-1,no,True
SRR7516123,SRP153205,GSM3267563,GSE117033,Contact_inhibited CQ,Q_12_3,human dermal fibroblasts,strain: 12-3 | tissue: Foreskin | cell type: human dermal fibroblasts | cell growth conditions: quiescent cells (contact-inhibited for 7 days) | treatment: no treatment,False,,HDF 12-1,no,True
SRR627536,SRP017378,GSM1041191,"GSE42509,GSE45833",Proliferating,C1.rna,BJ cells,"cell line: BJ cells | condition: Proliferation, normal conditions",True,Immortalized,BJ-hTERT,yes,True
SRR627537,SRP017378,GSM1041192,"GSE42509,GSE45833",Proliferating,C2.rna,BJ cells,"cell line: BJ cells | condition: Proliferation, normal conditions",True,Immortalized,BJ-hTERT,yes,True
SRR627538,SRP017378,GSM1041193,"GSE42509,GSE45833",Serum_starved CQ,Q1.rna,BJ cells,cell line: BJ cells | condition: Quiescence induced by serum depletion,True,Immortalized,BJ-hTERT,yes,True
SRR627539,SRP017378,GSM1041194,"GSE42509,GSE45833",Serum_starved CQ,Q2.rna,BJ cells,cell line: BJ cells | condition: Quiescence induced by serum depletion,True,Immortalized,BJ-hTERT,yes,True
SRR627542,SRP017378,GSM1041197,"GSE42509,GSE45833",Proliferating,C3.rna,BJ cells,"cell line: BJ cells | condition: Proliferation, normal conditions",True,Immortalized,BJ-hTERT,yes,True
SRR5859249,SRP113324,GSM2714454,"GSE101750,GSE101763",Proliferating,Vector Replicate 1,IMR90 ER:RAS,imr90 passage: 15 | days after 4oht induction: 6 | state: proliferating | transduction: empty pGIPz vector,False,,IMR90 ER:RAS,no,True
SRR5859250,SRP113324,GSM2714455,"GSE101750,GSE101763",Oncogene-induced CS,Vector + 4OHT Replicate 1,IMR90 ER:RAS,imr90 passage: 15 | days after 4oht induction: 6 | state: senescent | transduction: empty pGIPz vector,False,,IMR90 ER:RAS,no,True
SRR5859253,SRP113324,GSM2714458,"GSE101750,GSE101763",Proliferating,Vector Replicate 2,IMR90 ER:RAS,imr90 passage: 15 | days after 4oht induction: 6 | state: proliferating | transduction: empty pGIPz vector,False,,IMR90 ER:RAS,no,True
SRR5859254,SRP113324,GSM2714459,"GSE101750,GSE101763",Oncogene-induced CS,Vector + 4OHT Replicate 2,IMR90 ER:RAS,imr90 passage: 15 | days after 4oht induction: 6 | state: senescent | transduction: empty pGIPz vector,False,,IMR90 ER:RAS,no,True
SRR5859257,SRP113324,GSM2714462,"GSE101750,GSE101763",Proliferating,Vector Replicate 3,IMR90 ER:RAS,imr90 passage: 15 | days after 4oht induction: 6 | state: proliferating | transduction: empty pGIPz vector,False,,IMR90 ER:RAS,no,True
SRR5859258,SRP113324,GSM2714463,"GSE101750,GSE101763",Oncogene-induced CS,Vector + 4OHT Replicate 3,IMR90 ER:RAS,imr90 passage: 15 | days after 4oht induction: 6 | state: senescent | transduction: empty pGIPz vector,False,,IMR90 ER:RAS,no,True
SRR7523098,SRP153724,GSM3271545,GSE117121,Contact_inhibited CQ,7dCI_0hr_12-3,dermal fibroblasts,cell type: dermal fibroblasts | cell strain: 12-3 | cell growth conditions: contact-inhibited for 7 days | treatment: untreated | time: 0 hour,False,,HDF 12-3,no,True
SRR7523095,SRP153724,GSM3271542,GSE117121,Proliferating,P_0hr_12-1,dermal fibroblasts,cell type: dermal fibroblasts | cell strain: 12-1 | cell growth conditions: proliferating cells | treatment: untreated | time: 0 hour,False,,HDF 12-3,no,True
SRR7523096,SRP153724,GSM3271543,GSE117121,Contact_inhibited CQ,7dCI_0hr_12-1,dermal fibroblasts,cell type: dermal fibroblasts | cell strain: 12-1 | cell growth conditions: contact-inhibited for 7 days | treatment: untreated | time: 0 hour,False,,HDF 12-3,no,True
SRR7523097,SRP153724,GSM3271544,GSE117121,Proliferating,P_0hr_12-3,dermal fibroblasts,cell type: dermal fibroblasts | cell strain: 12-3 | cell growth conditions: proliferating cells | treatment: untreated | time: 0 hour,False,,HDF 12-3,no,True
SRR1049936,SRP034163,GSM1289414,"GSE53330,GSE53332",Proliferating,PD38_RNAseq_IMR90,IMR90,cell line: IMR90 | growth protocol: RS_Proliferating | population doubling: PD38,False,,IMR90,no,True
SRR1049937,SRP034163,GSM1289415,"GSE53330,GSE53332",Replicative CS,PD79_RNAseq_IMR90,IMR90,cell line: IMR90 | growth protocol: RS_Senescent | population doubling: PD79,False,,IMR90,no,True
SRR616151,SRP017142,GSM1035443,"GSE42212,GSE42213",Proliferating,Proliferatives_rep1_RNAseq,WI38,cell line: WI38 | cell type: primary fibroblasts | status: Proliferative | genotype/variation: infected with pBABE-puro-empty,False,,WI-38,no,True
SRR616152,SRP017142,GSM1035444,"GSE42212,GSE42213",Proliferating,Proliferatives_rep2_RNAseq,WI38,cell line: WI38 | cell type: primary fibroblasts | status: Proliferative | genotype/variation: infected with pBABE-puro-empty,False,,WI-38,no,True
SRR616153,SRP017142,GSM1035445,"GSE42212,GSE42213",Proliferating,Proliferatives_rep3_RNAseq,WI38,cell line: WI38 | cell type: primary fibroblasts | status: Proliferative | genotype/variation: infected with pBABE-puro-empty,False,,WI-38,no,True
SRR616154,SRP017142,GSM1035446,"GSE42212,GSE42213",Oncogene-induced CS,Ras_rep1_RNAseq,WI38,cell line: WI38 | cell type: primary fibroblasts | status: Senescent | genotype/variation: infected with pBABE-puro-H-RasG12V,False,,WI-38,no,True
SRR616155,SRP017142,GSM1035447,"GSE42212,GSE42213",Oncogene-induced CS,Ras_rep2_RNAseq,WI38,cell line: WI38 | cell type: primary fibroblasts | status: Senescent | genotype/variation: infected with pBABE-puro-H-RasG12V,False,,WI-38,no,True
SRR616156,SRP017142,GSM1035448,"GSE42212,GSE42213",Oncogene-induced CS,Ras_rep3_RNAseq,WI38,cell line: WI38 | cell type: primary fibroblasts | status: Senescent | genotype/variation: infected with pBABE-puro-H-RasG12V,False,,WI-38,no,True
SRR2518251,SRP064207,GSM1894186,GSE73458,Proliferating,Young whole cells,WI-38,cellular fraction: Whole cells | cell line: WI-38,False,,WI-38,no,True
SRR2518252,SRP064207,GSM1894187,GSE73458,Replicative CS,Senescent whole cells,WI-38,cellular fraction: Whole cells | cell line: WI-38,False,,WI-38,no,True
SRR7547693,SRP154577,GSM3294929,GSE117444,Proliferating,P_rep1,human dermal fibroblasts (foreskin),cell type: human dermal fibroblasts (foreskin) | cell growth conditions: proliferating cells | fibroblast strain: 10-5,False,,HDF 10-5,no,True
SRR7547694,SRP154577,GSM3294930,GSE117444,Proliferating,P_rep2,human dermal fibroblasts (foreskin),cell type: human dermal fibroblasts (foreskin) | cell growth conditions: proliferating cells | fibroblast strain: 12-1,False,,HDF 10-5,no,True
SRR7547695,SRP154577,GSM3294931,GSE117444,Proliferating,P_rep3,human dermal fibroblasts (foreskin),cell type: human dermal fibroblasts (foreskin) | cell growth conditions: proliferating cells | fibroblast strain: 12-1,False,,HDF 10-5,no,True
SRR7547696,SRP154577,GSM3294932,GSE117444,Contact_inhibited CQ,7dCI_rep1,human dermal fibroblasts (foreskin),cell type: human dermal fibroblasts (foreskin) | cell growth conditions: 7 day contact inhibited cells (quiescent) | fibroblast strain: 10-5,False,,HDF 10-5,no,True
SRR7547697,SRP154577,GSM3294933,GSE117444,Contact_inhibited CQ,7dCI_rep2,human dermal fibroblasts (foreskin),cell type: human dermal fibroblasts (foreskin) | cell growth conditions: 7 day contact inhibited cells (quiescent) | fibroblast strain: 12-1,False,,HDF 10-5,no,True
SRR7547698,SRP154577,GSM3294934,GSE117444,Contact_inhibited CQ,7dCI_rep3,human dermal fibroblasts (foreskin),cell type: human dermal fibroblasts (foreskin) | cell growth conditions: 7 day contact inhibited cells (quiescent) | fibroblast strain: 12-1,False,,HDF 10-5,no,True
SRR1210368,SRP040745,GSM1358447,GSE56293,Replicative CS,late_9_24,BJ foreskin fibroblasts,cell type: BJ foreskin fibroblasts | develpmental stage: senescent | treatment: none,False,,BJ,no,True
SRR1210370,SRP040745,GSM1358449,GSE56293,Proliferating,young_9_11,BJ foreskin fibroblasts,cell type: BJ foreskin fibroblasts | develpmental stage: young | treatment: none,False,,BJ,no,True
SRR1210372,SRP040745,GSM1358451,GSE56293,Replicative CS,late_9_11,BJ foreskin fibroblasts,cell type: BJ foreskin fibroblasts | develpmental stage: senescent | treatment: none,False,,BJ,no,True
SRR1210373,SRP040745,GSM1358452,GSE56293,Proliferating,young_9_24,BJ foreskin fibroblasts,cell type: BJ foreskin fibroblasts | develpmental stage: young | treatment: none,False,,BJ,no,True
SRR5223435,SRP098713,GSM2474587,GSE94395,Proliferating,IMR90 1,IMR90,cell type: Fibroblasts | population doublings: 35 | cell line: IMR90,False,,IMR90,no,True
SRR5223436,SRP098713,GSM2474588,GSE94395,Proliferating,IMR90 2,IMR90,cell type: Fibroblasts | population doublings: 35 | cell line: IMR90,False,,IMR90,no,True
SRR5223437,SRP098713,GSM2474589,GSE94395,Proliferating,IMR90 3,IMR90,cell type: Fibroblasts | population doublings: 35 | cell line: IMR90,False,,IMR90,no,True
SRR5223438,SRP098713,GSM2474590,GSE94395,Stress-induced CS,IMR90 senescent 1,IMR90,cell type: Fibroblasts | population doublings: 35 | cell line: IMR90,False,,IMR90,no,True
SRR5223439,SRP098713,GSM2474591,GSE94395,Stress-induced CS,IMR90 senescent 2,IMR90,cell type: Fibroblasts | population doublings: 35 | cell line: IMR90,False,,IMR90,no,True
SRR5223440,SRP098713,GSM2474592,GSE94395,Stress-induced CS,IMR90 senescent 3,IMR90,cell type: Fibroblasts | population doublings: 35 | cell line: IMR90,False,,IMR90,no,True
SRR2970373,SRP066917,GSM1960706,GSE75627,Proliferating,BJ control,hTERT-immortalized BJ cells,cell type: hTERT-immortalized BJ cells | ras activation: No | genetic manipulation: None,True,hTERT,BJ-hTERT,yes,True
SRR2970374,SRP066917,GSM1960707,GSE75627,Oncogene-induced CS,BJ RASG12V,hTERT-immortalized BJ cells,cell type: hTERT-immortalized BJ cells | ras activation: Yes | genetic manipulation: None,True,hTERT,BJ-hTERT,yes,True
SRR2970377,SRP066917,GSM1960710,GSE75627,Oncogene-induced CS,BJ RASG12V + control CRISPR sgRNA,hTERT-immortalized BJ cells,cell type: hTERT-immortalized BJ cells | ras activation: Yes | genetic manipulation: control CRISPR-Cas9 sgRNA,True,hTERT,BJ-hTERT,yes,True
SRR1051229,SRP034541,GSM1290015,GSE53356,Proliferating,PD32.1,IMR90,cell line: IMR90 | cell type: proliferating,False,,IMR90,no,True
SRR1051230,SRP034541,GSM1290016,GSE53356,Proliferating,PD32.2,IMR90,cell line: IMR90 | cell type: proliferating,False,,IMR90,no,True
SRR1051231,SRP034541,GSM1290017,GSE53356,Replicative CS,PD88.1,IMR90,cell line: IMR90 | cell type: senescent,False,,IMR90,no,True
SRR1051232,SRP034541,GSM1290018,GSE53356,Replicative CS,PD88.2,IMR90,cell line: IMR90 | cell type: senescent,False,,IMR90,no,True
SRR3180966,SRP070636,GSM2067916,"GSE78138,GSE78142",Proliferating,RNA WT Control,IMR90 Lung Fibroblasts,genotype/variation: WT | treatment: None,False,,IMR90,no,True
SRR3180967,SRP070636,GSM2067917,"GSE78138,GSE78142",Oncogene-induced CS,RNA WT OIS,IMR90 Lung Fibroblasts,genotype/variation: WT | treatment: None,False,,IMR90,no,True
SRR6205675,SRP121031,GSM2828805,"GSE105937,GSE105951",Proliferating,"RNA-seq from Proliferating Fibroblasts, Replicate #1",IMR90,cell line: IMR90 | cell type: Lung Fibroblasts | population doubling: PD29 | shRNA: none | library type: single | senescence induction: None,False,,IMR90,no,True
SRR6205676,SRP121031,GSM2828806,"GSE105937,GSE105951",Replicative CS,"RNA-seq from Senescent Fibroblasts, Replicate #1",IMR90,cell line: IMR90 | cell type: Lung Fibroblasts | population doubling: PD78 | shRNA: none | library type: single | senescence induction: Replicative Senescence,False,,IMR90,no,True
SRR6205678,SRP121031,GSM2828808,"GSE105937,GSE105951",Replicative CS,"RNA-seq from Senescent Fibroblasts, Replicate #2",IMR90,cell line: IMR90 | cell type: Lung Fibroblasts | population doubling: PD79 | shRNA: none | library type: single | senescence induction: Replicative Senescence,False,,IMR90,no,True
SRR6205684,SRP121031,GSM2828814,"GSE105937,GSE105951",Replicative CS,"RNA-seq from Senescent Fibroblasts (p300 knockdown control vector), Replicate #2",IMR90,cell line: IMR90 | cell type: Lung Fibroblasts | population doubling: PD75 | shRNA: control vector | library type: single | senescence induction: Replicative Senescence,False,,IMR90,no,True
SRR6205677,SRP121031,GSM2828807,"GSE105937,GSE105951",Proliferating,"RNA-seq from Proliferating Fibroblasts, Replicate #2",IMR90,cell line: IMR90 | cell type: Lung Fibroblasts | population doubling: PD34 | shRNA: none | library type: single | senescence induction: None,False,,IMR90,no,True
SRR6205681,SRP121031,GSM2828811,"GSE105937,GSE105951",Replicative CS,"RNA-seq from Senescent Fibroblasts (p300 knockdown control vector), Replicate #1",IMR90,cell line: IMR90 | cell type: Lung Fibroblasts | population doubling: PD78 | shRNA: control vector | library type: single | senescence induction: Replicative Senescence,False,,IMR90,no,True
SRR6243319,SRP123346,GSM2837350,GSE106414,Proliferating,BJ.Ctr,BJ cells,cell line: BJ cells | condition: BJ Ctr (non targeting ShRNA 500),True,Immortalized,BJ-hTERT,yes,True
SRR6243320,SRP123346,GSM2837351,GSE106414,Oncogene-induced CS,BJ.Ctr1,BJ cells,cell line: BJ cells | condition: BJ Ctr1 (non targeting ShRNA 500) senescence induced by oncogenic RASG12V,True,Immortalized,BJ-hTERT,yes,True
SRR6243321,SRP123346,GSM2837352,GSE106414,Oncogene-induced CS,BJ.Ctr2,BJ cells,cell line: BJ cells | condition: BJ Ctr1 (non targeting ShRNA 507) senescence induced by oncogenic RASG12V,True,Immortalized,BJ-hTERT,yes,True
SRR1560895,SRP045867,GSM1492877,GSE60883,Proliferating,MRC_5_PD32_1,MRC-5 fibroblasts,population doublings: 32 | cell type: MRC-5 fibroblasts | treatment: control,False,,MRC-5,no,True
SRR1560896,SRP045867,GSM1492878,GSE60883,Proliferating,MRC_5_PD32_2,MRC-5 fibroblasts,population doublings: 32 | cell type: MRC-5 fibroblasts | treatment: control,False,,MRC-5,no,True
SRR1560897,SRP045867,GSM1492879,GSE60883,Proliferating,MRC_5_PD32_3,MRC-5 fibroblasts,population doublings: 32 | cell type: MRC-5 fibroblasts | treatment: control,False,,MRC-5,no,True
SRR1560898,SRP045867,GSM1492880,GSE60883,Contact_inhibited CQ,150_day_Quiescence_1,MRC-5 fibroblasts,population doublings: 36 | cell type: MRC-5 fibroblasts | treatment: subjected to quiescence using 150 days contact inhibition,False,,MRC-5,no,True
SRR1560899,SRP045867,GSM1492881,GSE60883,Contact_inhibited CQ,150_day_Quiescence_2,MRC-5 fibroblasts,population doublings: 36 | cell type: MRC-5 fibroblasts | treatment: subjected to quiescence using 150 days contact inhibition,False,,MRC-5,no,True
SRR1560900,SRP045867,GSM1492882,GSE60883,Contact_inhibited CQ,150_day_Quiescence_3,MRC-5 fibroblasts,population doublings: 36 | cell type: MRC-5 fibroblasts | treatment: subjected to quiescence using 150 days contact inhibition,False,,MRC-5,no,True
SRR6048203,SRP117883,GSM2786646,"GSE95021,GSE103938",Oncogene-induced CS,RAS_2,IMR90,cell line: IMR90 | cell type: fibroblasts | passage: 12 | vector: RAS expressing vector | days post-infection: 10,False,,IMR90,no,True
SRR6048206,SRP117883,GSM2786649,"GSE95021,GSE103938",Proliferating,Prolif_3,IMR90,cell line: IMR90 | cell type: fibroblasts | passage: 12 | vector: empty vector (MSCV) | days post-infection: 10,False,,IMR90,no,True
SRR6048210,SRP117883,GSM2786653,"GSE95021,GSE103938",Oncogene-induced CS,RAS_3,IMR90,cell line: IMR90 | cell type: fibroblasts | passage: 12 | vector: RAS expressing vector | days post-infection: 10,False,,IMR90,no,True
SRR6048192,SRP117883,GSM2786635,"GSE95021,GSE103938",Proliferating,Prolif_1,IMR90,cell line: IMR90 | cell type: fibroblasts | passage: 12 | vector: empty vector (MSCV) | days post-infection: 10,False,,IMR90,no,True
SRR6048196,SRP117883,GSM2786639,"GSE95021,GSE103938",Oncogene-induced CS,RAS_1,IMR90,cell line: IMR90 | cell type: fibroblasts | passage: 12 | vector: RAS expressing vector | days post-infection: 10,False,,IMR90,no,True
SRR6048199,SRP117883,GSM2786642,"GSE95021,GSE103938",Proliferating,Prolif_2,IMR90,cell line: IMR90 | cell type: fibroblasts | passage: 12 | vector: empty vector (MSCV) | days post-infection: 10,False,,IMR90,no,True
