"analysis","label","cell_type","timepoint","pathway","contrib_diff","cohens_d","pooled_sd","wilcox_p","n_test","n_control","model","p_adj"
"meta_analysis","SSCQ",NA,NA,"HALLMARK PI3K AKT MTOR SIGNALING",0.561368742807202,0.410415241769643,1.36780676172423,0.121593906330036,22,91,"scaled",0.168880425458383
"meta_analysis","SSCQ",NA,NA,"HALLMARK PROTEIN SECRETION",0.140444690035234,0.551019448770242,0.254881547917549,0.0762447481010344,22,91,"scaled",0.112788088906856
"meta_analysis","SSCQ",NA,NA,"HALLMARK REACTIVE OXYGEN SPECIES PATHWAY",-0.190961607367982,-0.903310529125082,0.211401950061339,0.000493662625617477,22,91,"scaled",0.00124662279196333
"meta_analysis","SSCQ",NA,NA,"HALLMARK SPERMATOGENESIS",0.152814194837192,0.193719778568717,0.788841469705609,0.394209265592464,22,91,"scaled",0.469296744752933
"meta_analysis","SSCQ",NA,NA,"HALLMARK TGF BETA SIGNALING",0.111930908757134,0.140360696084678,0.797451935473497,0.830618359964177,22,91,"scaled",0.868847656866293
"meta_analysis","SSCQ",NA,NA,"HALLMARK TNFA SIGNALING VIA NFKB",-0.939818259576913,-0.320286645868851,2.93430360490816,0.298089889103476,22,91,"scaled",0.374484785305874
"meta_analysis","SSCQ",NA,NA,"HALLMARK UNFOLDED PROTEIN RESPONSE",0.301049876959087,0.556282134751981,0.541181997680566,0.0209165499939974,22,91,"scaled",0.0353320101249956
"meta_analysis","SSCQ",NA,NA,"HALLMARK UV RESPONSE DN",-0.390407220440676,-0.205846024546841,1.89659830108517,0.378310649898652,22,91,"scaled",0.458006107084321
"meta_analysis","SSCQ",NA,NA,"HALLMARK UV RESPONSE UP",1.5311669118388,0.604794721163087,2.53171341987609,0.00530243132245611,22,91,"scaled",0.0101191437451453
"meta_analysis","SSCQ",NA,NA,"HALLMARK WNT BETA CATENIN SIGNALING",0.702355213731494,0.612009884610442,1.14762070252927,0.0110370427811455,22,91,"scaled",0.0199946427194664
"meta_analysis","SSCQ",NA,NA,"HALLMARK XENOBIOTIC METABOLISM",-1.85812066212846,-1.17341766345212,1.58351175374503,9.71962034242883e-05,22,91,"scaled",0.000282547102977582
"meta_analysis","SSCQ",NA,NA,"Lysosomal Genes",1.16983254221085,0.77887265170288,1.50195611523039,0.0087598655140797,22,91,"scaled",0.0161026939597053
"meta_analysis","RS",NA,NA,"HALLMARK ADIPOGENESIS",0.344374357466986,0.141078692525883,2.44100899506001,0.795696683445894,11,91,"scaled",0.839342493086386
"meta_analysis","RS",NA,NA,"HALLMARK ALLOGRAFT REJECTION",0.46087122775231,0.172862837111855,2.66610935845102,0.443692515385304,11,91,"scaled",0.520765863128291
"meta_analysis","RS",NA,NA,"HALLMARK ANDROGEN RESPONSE",-1.35464321016201,-1.72661701286207,0.784564961465615,1.67324669869535e-05,11,91,"scaled",5.57748899565118e-05
"meta_analysis","RS",NA,NA,"HALLMARK ANGIOGENESIS",0.647930497752667,0.264759810049565,2.44723886767923,0.20300912212567,11,91,"scaled",0.265718746237788
"meta_analysis","RS",NA,NA,"HALLMARK APICAL JUNCTION",2.093329848372,0.755404170484572,2.77113885541456,0.0181448777593849,11,91,"scaled",0.0310699961633303
"meta_analysis","RS",NA,NA,"HALLMARK APICAL SURFACE",0.656529398058238,1.09921460301997,0.597271357435114,0.00470527888722616,11,91,"scaled",0.00911875753338403
"meta_analysis","RS",NA,NA,"HALLMARK APOPTOSIS",3.38322602336292,1.46956035310268,2.30220284333333,7.76975299210392e-07,11,91,"scaled",3.13296491617093e-06
"meta_analysis","RS",NA,NA,"HALLMARK BILE ACID METABOLISM",1.87684936819398,1.17456795435292,1.59790615880369,0.000419044463584761,11,91,"scaled",0.00109126162391865
"meta_analysis","RS",NA,NA,"HALLMARK CHOLESTEROL HOMEOSTASIS",-1.48835454251628,-1.23384701072222,1.20627154710622,8.99666152832804e-05,11,91,"scaled",0.000264607692009648
"meta_analysis","RS",NA,NA,"HALLMARK COAGULATION",2.15003317402476,0.983035226551558,2.18713746562977,0.000341324178574576,11,91,"scaled",0.000917538114447784
"meta_analysis","RS",NA,NA,"HALLMARK COMPLEMENT",1.19235906844714,0.644455297466927,1.85018118887964,0.0414502382581354,11,91,"scaled",0.0655858200286953
"meta_analysis","RS",NA,NA,"HALLMARK DNA REPAIR",-0.417212590769199,-0.631394123568378,0.660779971171234,0.0383248919840626,11,91,"scaled",0.0610268980637939
"meta_analysis","RS",NA,NA,"HALLMARK E2F TARGETS",3.00761431852633,1.14595190380945,2.62455545344288,9.83634028801639e-05,11,91,"scaled",0.000282653456552195
"meta_analysis","RS",NA,NA,"HALLMARK EPITHELIAL MESENCHYMAL TRANSITION",0.118354970991489,0.0254614098615785,4.64840602444751,0.914088116778618,11,91,"scaled",0.928951338189653
"meta_analysis","RS",NA,NA,"HALLMARK ESTROGEN RESPONSE EARLY",0.319147999742101,0.205282595177567,1.55467636925596,0.697734435462422,11,91,"scaled",0.75840699506785
"meta_analysis","RS",NA,NA,"HALLMARK ESTROGEN RESPONSE LATE",0.191848500375688,0.131010145654784,1.46437895642995,0.965579256276188,11,91,"scaled",0.971465904069201
"meta_analysis","RS",NA,NA,"HALLMARK FATTY ACID METABOLISM",-0.473547994348076,-0.330474899094182,1.43293180706327,0.347943174115173,11,91,"scaled",0.428501445954647
"meta_analysis","RS",NA,NA,"HALLMARK G2M CHECKPOINT",1.24566319081422,0.663788285420915,1.87659712919509,0.00613942327050099,11,91,"scaled",0.011540269305453
