analysis,label,cell_type,timepoint,pathway,observed,expected_from_weight,total_shift,z,p_emp,interpretable,p_emp_adj
temporal_bytimepoint,Keratinocyte_10_days,Keratinocyte,10_days,HALLMARK HYPOXIA,0.11793097679521894,0.0064188345256478915,0.3260575977910009,2.138438731336196,0.033798310084495777,True,0.2258341628373127
temporal_bytimepoint,Keratinocyte_10_days,Keratinocyte,10_days,HALLMARK IL2 STAT5 SIGNALING,-0.0171693605269167,0.005193760693245017,0.3260575977910009,-0.5323118276423175,0.5872706364681766,True,0.8731957341526863
temporal_bytimepoint,Keratinocyte_10_days,Keratinocyte,10_days,HALLMARK IL6 JAK STAT3 SIGNALING,-0.07181422659664013,0.002012560896439839,0.3260575977910009,-2.5436977019645455,0.015499225038748062,True,0.16837339951184258
temporal_bytimepoint,Keratinocyte_10_days,Keratinocyte,10_days,HALLMARK INFLAMMATORY RESPONSE,0.05397674671749363,0.005485795311419169,0.3260575977910009,0.9473485378916715,0.33903304834758263,True,0.746060469253765
temporal_bytimepoint,Keratinocyte_10_days,Keratinocyte,10_days,HALLMARK INTERFERON ALPHA RESPONSE,-0.03820746903281475,0.0024642166135061716,0.3260575977910009,-1.312155363619372,0.1823408829558522,True,0.5556322183890806
temporal_bytimepoint,Keratinocyte_10_days,Keratinocyte,10_days,HALLMARK INTERFERON GAMMA RESPONSE,-0.01208004902629932,0.005090426827324101,0.3260575977910009,-0.4342555066869614,0.6553172341382931,True,0.9095859269536524
temporal_bytimepoint,Keratinocyte_10_days,Keratinocyte,10_days,HALLMARK KRAS SIGNALING DN,0.01198661673553318,0.0036674018689754114,0.3260575977910009,0.21220419456131978,0.8262586870656468,True,0.9387502347247676
temporal_bytimepoint,Keratinocyte_10_days,Keratinocyte,10_days,HALLMARK KRAS SIGNALING UP,0.09227581375592306,0.006154162207935882,0.3260575977910009,1.6625197703501482,0.09624518774061297,True,0.37309055599851587
temporal_bytimepoint,Keratinocyte_10_days,Keratinocyte,10_days,HALLMARK MITOTIC SPINDLE,-0.050607564122901974,0.003936693335868314,0.3260575977910009,-1.6424638015938857,0.09894505274736264,True,0.3794327674920602
temporal_bytimepoint,Keratinocyte_10_days,Keratinocyte,10_days,HALLMARK MTORC1 SIGNALING,0.11558114359874458,0.00486542685506905,0.3260575977910009,2.549523731154934,0.01344932753362332,True,0.1603014443872401
temporal_bytimepoint,Keratinocyte_10_days,Keratinocyte,10_days,HALLMARK MYC TARGETS,-0.07198935104142484,0.003230634814759353,0.3260575977910009,-2.4206287798612305,0.020348982550872457,True,0.17324133793310334
temporal_bytimepoint,Keratinocyte_10_days,Keratinocyte,10_days,HALLMARK MYOGENESIS,0.154620876098867,0.006878939316021104,0.3260575977910009,2.6705671056307256,0.008749562521873906,True,0.13305369214297905
temporal_bytimepoint,Keratinocyte_10_days,Keratinocyte,10_days,HALLMARK NOTCH SIGNALING,0.0012138255617186824,0.0011196512444729186,0.3260575977910009,-0.02013666590018137,0.9815509224538773,True,0.9940043906895564
temporal_bytimepoint,Keratinocyte_10_days,Keratinocyte,10_days,HALLMARK OXIDATIVE PHOSPHORYLATION,0.011574502915886275,0.0025592197249494665,0.3260575977910009,0.33382853991219263,0.7239138043097845,True,0.914937632619754
