analysis,label,model,pathway,n_clock,n_nonzero,weight_share,total_shift,observed,expected_from_weight,ratio,ratio_reliable,null_mean,null_sd,z,p_emp,interpretable,p_emp_adj
meta_analysis,SIPS,scaled,HALLMARK WNT BETA CATENIN SIGNALING,29,4,0.0048011605210316,23.287343127710805,1.0716796102411628,0.1118062724644838,9.585147475349295,True,0.2295354038526106,0.7090476016013991,1.1877118045199666,0.1709414529273536,False,
meta_analysis,SIPS,scaled,HALLMARK XENOBIOTIC METABOLISM,136,38,0.0193351045231881,23.287343127710805,-0.3869669399295559,0.4502632134416356,-0.8594238400506501,True,0.4693146806042983,1.1369072368049675,-0.7531675345301247,0.4091295435228239,True,0.7903638908963643
meta_analysis,SIPS,scaled,Lysosomal Genes,138,22,0.0196446374095193,23.287343127710805,0.6249086010364151,0.4574714119749408,1.3660057976926567,True,0.6971927270319879,1.2892259178974763,-0.0560678504768634,0.9492525373731312,True,0.9721260924905564
meta_analysis,OIS,scaled,HALLMARK ADIPOGENESIS,142,23,0.0159896666166188,33.297998425173546,1.98513092322054,0.5324238938192256,3.728478278802704,True,0.6489860224821413,1.6677272814790935,0.801177096265633,0.3979301034948252,False,
meta_analysis,OIS,scaled,HALLMARK ALLOGRAFT REJECTION,133,28,0.0224234560913446,33.297998425173546,4.473159527528775,0.7466562056165416,5.990922587772672,True,1.1647788302230988,2.1352644666452214,1.5494009051270232,0.1147942602869856,False,
meta_analysis,OIS,scaled,HALLMARK ANDROGEN RESPONSE,75,15,0.0092040014056126,33.297998425173546,-1.1978755611108272,0.306474824309385,-3.908561050031232,True,0.3862193559248173,1.3378591497634322,-1.18405208598809,0.2130893455327233,False,
meta_analysis,OIS,scaled,HALLMARK ANGIOGENESIS,28,8,0.0105685417604998,33.297998425173546,4.140784189034226,0.3519112868975043,11.766556922740152,True,0.3241012189855785,1.2249924609669842,3.115678742247797,0.0069496525173741,False,
meta_analysis,OIS,scaled,HALLMARK APICAL JUNCTION,152,33,0.0229092646644998,33.297998425173546,5.526446315873133,0.7628326587204012,7.244637801878282,True,0.8531524112094306,1.86657005041056,2.503679893307938,0.0173991300434978,False,
meta_analysis,OIS,scaled,HALLMARK APICAL SURFACE,31,6,0.0044629388278138,33.297998425173546,0.3343693201777157,0.148606930060193,2.250025083233197,True,0.1850168311501139,0.8971592988351224,0.1664726534312491,0.8281585920703964,False,
meta_analysis,OIS,scaled,HALLMARK APOPTOSIS,123,25,0.0192046057307468,33.297998425173546,1.1284897253189003,0.6394749313784869,1.7647130011590393,True,0.7089027312847338,1.7968768298974085,0.2335090458360034,0.8043597820108994,True,0.96979032627316
meta_analysis,OIS,scaled,HALLMARK BILE ACID METABOLISM,79,16,0.0089765043147284,33.297998425173546,-0.5032054333903547,0.2988996265353906,-1.683526470819373,True,0.3879577439831834,1.209612870905567,-0.7367342054705289,0.4036298185090745,False,
meta_analysis,OIS,scaled,HALLMARK CHOLESTEROL HOMEOSTASIS,58,11,0.0116143296918463,33.297998425173546,0.6888526549231475,0.3867339317885469,1.7812056256283944,True,0.4997934740442306,1.4499012682974597,0.1303945206565126,0.8897555122243888,False,
meta_analysis,OIS,scaled,HALLMARK COAGULATION,77,20,0.0120868292054766,33.297998425173546,2.2304037211943406,0.4024672198493043,5.541827038806963,True,0.2340849423840259,1.107821663154668,1.802021792140744,0.0734463276836158,False,
meta_analysis,OIS,scaled,HALLMARK COMPLEMENT,127,35,0.0197891890694979,33.297998425173546,3.1043850723241198,0.658940386471604,4.711177423722681,True,0.8868033417346182,1.934016564743603,1.146619822712579,0.2407379631018449,True,0.6470301484925753
meta_analysis,OIS,scaled,HALLMARK DNA REPAIR,93,12,0.0067373565593693,33.297998425173546,0.1546883325659116,0.2243404881037123,0.6895248105834527,True,0.3101357077868211,1.1062160391807432,-0.1405217152121866,0.8606069696515174,False,
meta_analysis,OIS,scaled,HALLMARK E2F TARGETS,136,18,0.011107688312077,33.297998425173546,3.530878189073121,0.3698637879228603,9.546428453843472,True,0.3566272186808043,1.1759463424829788,2.6993161641116825,0.0165991700414979,False,
meta_analysis,OIS,scaled,HALLMARK EPITHELIAL MESENCHYMAL TRANSITION,153,55,0.0397412605410033,33.297998425173546,7.163323259817561,1.3233044309087396,5.413208852401684,True,1.237271413314667,2.484108500266869,2.3855849476245723,0.0191490425478726,True,0.2967768278252754
meta_analysis,OIS,scaled,HALLMARK ESTROGEN RESPONSE EARLY,150,50,0.02569614946034,33.297998425173546,-0.304601492603584,0.8556303442634287,-0.3559965990521303,True,0.7419875340484102,2.0008206455594317,-0.5230798817349104,0.5859207039648018,True,0.8702468102401332
meta_analysis,OIS,scaled,HALLMARK ESTROGEN RESPONSE LATE,150,44,0.0225695918474804,33.297998425173546,-1.7072330045668298,0.7515222337942123,-2.2716999282210426,True,0.6516789362753641,1.8560088476211725,-1.2709594266566062,0.1927903604819759,True,0.5852564514631411
meta_analysis,OIS,scaled,HALLMARK FATTY ACID METABOLISM,107,24,0.0156727206116287,33.297998425173546,0.8555726009203624,0.5218702262441981,1.639435549097632,True,0.8261202840212724,1.807503215786568,0.0162944755184146,0.9867506624668768,True,0.9867506624668768
meta_analysis,OIS,scaled,HALLMARK G2M CHECKPOINT,142,17,0.0105432869349456,33.297998425173546,2.3721294887462228,0.3510703517559733,6.756849380420123,True,0.3334500614458048,1.200176143197725,1.698650184687559,0.0909454527273636,False,
meta_analysis,OIS,scaled,HALLMARK GLYCOLYSIS,139,30,0.0200052529173737,33.297998425173546,-1.963310355356188,0.6661348801379104,-2.947316547888503,True,0.6756758738867665,1.7909906290768451,-1.4734785243422537,0.1344932753362331,True,0.5757538210046019
meta_analysis,OIS,scaled,HALLMARK HEDGEHOG SIGNALING,32,8,0.0037695085540802,33.297998425173546,-0.0403722826754108,0.1255170898974425,-0.3216476952134427,True,0.1940563742873337,0.8695591821878849,-0.2695948266257187,0.7062146892655368,False,
meta_analysis,OIS,scaled,HALLMARK HEME METABOLISM,142,20,0.0090905971349676,33.297998425173546,2.235628769023278,0.3026986890840407,7.38565725470513,True,0.2023709519325119,1.0504782172213585,1.935554477720612,0.0597970101494925,False,
meta_analysis,OIS,scaled,HALLMARK HYPOXIA,142,32,0.0248285872137324,33.297998425173546,-0.0774153223807226,0.8267422579421476,-0.0936390049462548,True,0.9891166012689864,2.130342028183001,-0.5006388220953275,0.6090195490225488,True,0.8702468102401332
meta_analysis,OIS,scaled,HALLMARK IL2 STAT5 SIGNALING,148,35,0.0191720717138196,33.297998425173546,-0.6681466831872158,0.6383916137340813,-1.0466094303449431,True,0.3789830577623583,1.480605062908915,-0.7072309606265289,0.4501274936253187,True,0.8460772613543237
meta_analysis,OIS,scaled,HALLMARK IL6 JAK STAT3 SIGNALING,57,13,0.0054087736405016,33.297998425173546,-0.7227270417981284,0.1801013361635438,-4.012891060074339,True,0.0758652189096445,0.6466177602153017,-1.2350298891293503,0.2000399980001,False,
meta_analysis,OIS,scaled,HALLMARK INFLAMMATORY RESPONSE,146,34,0.0206525357886357,33.297998425173546,4.237088374487929,0.6876881041658348,6.161351852417912,True,0.6994525164915733,1.768892162971647,1.9999160672707776,0.047497625118744,False,
meta_analysis,OIS,scaled,HALLMARK INTERFERON ALPHA RESPONSE,66,13,0.0103440128843608,33.297998425173546,-1.8531666657992796,0.3444349247334236,-5.380309988116168,True,0.222783126478137,1.0937328017555334,-1.898041083658954,0.0626968651567421,False,
meta_analysis,OIS,scaled,HALLMARK INTERFERON GAMMA RESPONSE,134,30,0.0262464255577463,33.297998425173546,4.920195584030447,0.8739534368882719,5.629814331469304,True,1.154421934600979,2.208138469146525,1.705406477921192,0.0825958702064896,False,
