"analysis","label","cell_type","timepoint","pathway","cohens_d","wilcox_p","n_test","n_control","model","p_adj"
"temporal_pooled","Keratinocyte","Keratinocyte",NA,"Protein processing in ER/ UPR (darkslateblue)",0.935283616297269,0.310440131950429,18,6,"scaled",0.362180153942168
"temporal_pooled","Keratinocyte","Keratinocyte",NA,"VEGF signaling (sienna3)",0.138614677280254,0.871170019911439,18,6,"scaled",0.892418069177571
"temporal_pooled","Keratinocyte","Keratinocyte",NA,"mRNA splicing (darkred)",1.22748969642008,0.0118428482272876,18,6,"scaled",0.0226090738884581
"temporal_pooled","Keratinocyte","Keratinocyte",NA,"Adaptive immunity/ T cell signaling (darkgreen)",-2.07082359603817,0.0006538084341288,18,6,"yugene",0.00183066361556064
"temporal_pooled","Keratinocyte","Keratinocyte",NA,"Cell cycle/ DNA replication (green)",3.90321224524943,1.48592825938364e-05,18,6,"yugene",6.93433187712364e-05
"temporal_pooled","Keratinocyte","Keratinocyte",NA,"Chromatin modification (orange)",0.00493270327222831,0.820410710570894,18,6,"yugene",0.906769732736251
"temporal_pooled","Keratinocyte","Keratinocyte",NA,"ECM organization/ EMT (brown4)",-0.431958892891875,0.414886029302505,18,6,"yugene",0.544537913459538
"temporal_pooled","Keratinocyte","Keratinocyte",NA,"Fatty acid metabolism/ Peroxisome (ivory)",2.75151912268876,0.000282326369282891,18,6,"yugene",0.000846979107848673
"temporal_pooled","Keratinocyte","Keratinocyte",NA,"Innate immunity/ Inflammation (turquoise)",0.485744996811835,0.250869268031739,18,6,"yugene",0.363327905425278
"temporal_pooled","Keratinocyte","Keratinocyte",NA,"Interferon signaling (darkmagenta)",-0.47426640840315,0.279592261285625,18,6,"yugene",0.391429165799875
"temporal_pooled","Keratinocyte","Keratinocyte",NA,"Mitochondrial translation/ OxPhos (pink)",0.150119481948518,0.922538559838331,18,6,"yugene",0.945039500322193
"temporal_pooled","Keratinocyte","Keratinocyte",NA,"Muscle contraction/ Cytoskeleton/ Glycolysis (blue)",-0.367299291134583,0.536583553746025,18,6,"yugene",0.64390026449523
"temporal_pooled","Keratinocyte","Keratinocyte",NA,"OxPhos/ Heme metabolism (white)",-3.58207203305545,1.48592825938364e-05,18,6,"yugene",6.93433187712364e-05
"temporal_pooled","Keratinocyte","Keratinocyte",NA,"Protein folding/ Translation (plum1)",-0.609264917007477,0.155636125887842,18,6,"yugene",0.233454188831763
"temporal_pooled","Keratinocyte","Keratinocyte",NA,"Protein processing in ER/ UPR (darkslateblue)",0.522499047865634,0.119245742815537,18,6,"yugene",0.185493377713057
"temporal_pooled","Keratinocyte","Keratinocyte",NA,"VEGF signaling (sienna3)",1.29482711274915,0.0182769175904187,18,6,"yugene",0.0307052215519035
"temporal_pooled","Keratinocyte","Keratinocyte",NA,"mRNA splicing (darkred)",1.42265817367041,0.0118428482272876,18,6,"yugene",0.0207249843977533
"temporal_pooled","Melanocyte","Melanocyte",NA,"Adaptive immunity/ T cell signaling (darkgreen)",-5.02250736737135,1.48592825938364e-05,18,6,"scaled",5.20074890784273e-05
"temporal_pooled","Melanocyte","Melanocyte",NA,"Cell cycle/ DNA replication (green)",-0.996414841782907,0.119245742815537,18,6,"scaled",0.156510037445392
"temporal_pooled","Melanocyte","Melanocyte",NA,"Chromatin modification (orange)",-4.69211215540935,1.48592825938364e-05,18,6,"scaled",5.20074890784273e-05
"temporal_pooled","Melanocyte","Melanocyte",NA,"ECM organization/ EMT (brown4)",0.880293048008978,0.103554340396446,18,6,"scaled",0.140299428924217
"temporal_pooled","Melanocyte","Melanocyte",NA,"Fatty acid metabolism/ Peroxisome (ivory)",-1.10123992882661,0.0272965021248774,18,6,"scaled",0.0440943495863404
"temporal_pooled","Melanocyte","Melanocyte",NA,"Innate immunity/ Inflammation (turquoise)",0.669668072640446,0.0769265059882909,18,6,"scaled",0.107697108383607
"temporal_pooled","Melanocyte","Melanocyte",NA,"Interferon signaling (darkmagenta)",-1.16534489479341,0.0182769175904187,18,6,"scaled",0.0307052215519035
"temporal_pooled","Melanocyte","Melanocyte",NA,"Mitochondrial translation/ OxPhos (pink)",-0.96590395120154,0.014799845463461,18,6,"scaled",0.0258997295610568
"temporal_pooled","Melanocyte","Melanocyte",NA,"Muscle contraction/ Cytoskeleton/ Glycolysis (blue)",-0.549874575827913,0.310440131950429,18,6,"scaled",0.362180153942168
"temporal_pooled","Melanocyte","Melanocyte",NA,"OxPhos/ Heme metabolism (white)",0.019253623947406,0.974100270438943,18,6,"scaled",0.974100270438943
"temporal_pooled","Melanocyte","Melanocyte",NA,"Protein folding/ Translation (plum1)",-4.61860971052469,1.48592825938364e-05,18,6,"scaled",5.20074890784273e-05
"temporal_pooled","Melanocyte","Melanocyte",NA,"Protein processing in ER/ UPR (darkslateblue)",2.705797506226,1.48592825938364e-05,18,6,"scaled",5.20074890784273e-05
"temporal_pooled","Melanocyte","Melanocyte",NA,"VEGF signaling (sienna3)",3.86344398507039,1.48592825938364e-05,18,6,"scaled",5.20074890784273e-05
"temporal_pooled","Melanocyte","Melanocyte",NA,"mRNA splicing (darkred)",-2.61519561888757,1.48592825938364e-05,18,6,"scaled",5.20074890784273e-05
"temporal_pooled","Melanocyte","Melanocyte",NA,"Adaptive immunity/ T cell signaling (darkgreen)",1.72881139772185,0.00442806621296324,18,6,"yugene",0.00885613242592648
"temporal_pooled","Melanocyte","Melanocyte",NA,"Cell cycle/ DNA replication (green)",-0.490952902984019,0.871170019911439,18,6,"yugene",0.938183098366165
"temporal_pooled","Melanocyte","Melanocyte",NA,"Chromatin modification (orange)",-3.97175179458436,2.97185651876727e-05,18,6,"yugene",0.000104014978156855
"temporal_pooled","Melanocyte","Melanocyte",NA,"ECM organization/ EMT (brown4)",-0.0797387806878124,0.721120984278879,18,6,"yugene",0.841307814992026
"temporal_pooled","Melanocyte","Melanocyte",NA,"Fatty acid metabolism/ Peroxisome (ivory)",0.464195598339947,0.922538559838331,18,6,"yugene",0.945039500322193
"temporal_pooled","Melanocyte","Melanocyte",NA,"Innate immunity/ Inflammation (turquoise)",-1.71700218944523,0.000950994086005528,18,6,"yugene",0.00249635947576451
"temporal_pooled","Melanocyte","Melanocyte",NA,"Interferon signaling (darkmagenta)",-0.495183697927314,0.310440131950429,18,6,"yugene",0.420596307803808
"temporal_pooled","Melanocyte","Melanocyte",NA,"Mitochondrial translation/ OxPhos (pink)",2.06573774873608,0.00442806621296324,18,6,"yugene",0.00885613242592648
"temporal_pooled","Melanocyte","Melanocyte",NA,"Muscle contraction/ Cytoskeleton/ Glycolysis (blue)",1.39187783221208,0.00337305714880086,18,6,"yugene",0.0074562315920861
"temporal_pooled","Melanocyte","Melanocyte",NA,"OxPhos/ Heme metabolism (white)",-0.29041963742102,0.820410710570894,18,6,"yugene",0.906769732736251
"temporal_pooled","Melanocyte","Melanocyte",NA,"Protein folding/ Translation (plum1)",0.323634170984701,0.974100270438943,18,6,"yugene",0.974100270438943
"temporal_pooled","Melanocyte","Melanocyte",NA,"Protein processing in ER/ UPR (darkslateblue)",3.49834805950805,1.48592825938364e-05,18,6,"yugene",6.93433187712364e-05
"temporal_pooled","Melanocyte","Melanocyte",NA,"VEGF signaling (sienna3)",-2.54828763284269,2.97185651876727e-05,18,6,"yugene",0.000104014978156855
"temporal_pooled","Melanocyte","Melanocyte",NA,"mRNA splicing (darkred)",-2.69160473890628,1.48592825938364e-05,18,6,"yugene",6.93433187712364e-05
"temporal_bytimepoint","Fibroblast_4_days","Fibroblast","4_days","Adaptive immunity/ T cell signaling (darkgreen)",4.00408352290756,0.00216450216450216,6,6,"scaled",0.00524475524475524
"temporal_bytimepoint","Fibroblast_4_days","Fibroblast","4_days","Cell cycle/ DNA replication (green)",14.7459335930994,0.00216450216450216,6,6,"scaled",0.00524475524475524
"temporal_bytimepoint","Fibroblast_4_days","Fibroblast","4_days","Chromatin modification (orange)",-6.22885876682152,0.00216450216450216,6,6,"scaled",0.00524475524475524
"temporal_bytimepoint","Fibroblast_4_days","Fibroblast","4_days","ECM organization/ EMT (brown4)",-2.63416598606819,0.00216450216450216,6,6,"scaled",0.00524475524475524
"temporal_bytimepoint","Fibroblast_4_days","Fibroblast","4_days","Fatty acid metabolism/ Peroxisome (ivory)",-9.74827436679366,0.00216450216450216,6,6,"scaled",0.00524475524475524
"temporal_bytimepoint","Fibroblast_4_days","Fibroblast","4_days","Innate immunity/ Inflammation (turquoise)",-1.1426361755356,0.24025974025974,6,6,"scaled",0.312089971883786
"temporal_bytimepoint","Fibroblast_4_days","Fibroblast","4_days","Interferon signaling (darkmagenta)",0.327892998155176,0.484848484848485,6,6,"scaled",0.565656565656566
"temporal_bytimepoint","Fibroblast_4_days","Fibroblast","4_days","Mitochondrial translation/ OxPhos (pink)",3.59772797917907,0.00216450216450216,6,6,"scaled",0.00524475524475524
"temporal_bytimepoint","Fibroblast_4_days","Fibroblast","4_days","Muscle contraction/ Cytoskeleton/ Glycolysis (blue)",-1.12264660972662,0.132034632034632,6,6,"scaled",0.184848484848485
"temporal_bytimepoint","Fibroblast_4_days","Fibroblast","4_days","OxPhos/ Heme metabolism (white)",5.15541140177549,0.00216450216450216,6,6,"scaled",0.00524475524475524
"temporal_bytimepoint","Fibroblast_4_days","Fibroblast","4_days","Protein folding/ Translation (plum1)",-2.62678115788966,0.00865800865800866,6,6,"scaled",0.0184899845916795
"temporal_bytimepoint","Fibroblast_4_days","Fibroblast","4_days","Protein processing in ER/ UPR (darkslateblue)",7.50740050912333,0.00216450216450216,6,6,"scaled",0.00524475524475524
"temporal_bytimepoint","Fibroblast_4_days","Fibroblast","4_days","VEGF signaling (sienna3)",0.501449193207468,0.484848484848485,6,6,"scaled",0.565656565656566
"temporal_bytimepoint","Fibroblast_4_days","Fibroblast","4_days","mRNA splicing (darkred)",-2.48911310415809,0.00216450216450216,6,6,"scaled",0.00524475524475524
"temporal_bytimepoint","Fibroblast_4_days","Fibroblast","4_days","Adaptive immunity/ T cell signaling (darkgreen)",-5.39884986377277,0.00216450216450216,6,6,"yugene",0.00514579759862779
"temporal_bytimepoint","Fibroblast_4_days","Fibroblast","4_days","Cell cycle/ DNA replication (green)",5.65468232619175,0.00216450216450216,6,6,"yugene",0.00514579759862779
"temporal_bytimepoint","Fibroblast_4_days","Fibroblast","4_days","Chromatin modification (orange)",-3.70765782220198,0.00216450216450216,6,6,"yugene",0.00514579759862779
"temporal_bytimepoint","Fibroblast_4_days","Fibroblast","4_days","ECM organization/ EMT (brown4)",4.96089318703206,0.00216450216450216,6,6,"yugene",0.00514579759862779
"temporal_bytimepoint","Fibroblast_4_days","Fibroblast","4_days","Fatty acid metabolism/ Peroxisome (ivory)",15.3273520960516,0.00216450216450216,6,6,"yugene",0.00514579759862779
"temporal_bytimepoint","Fibroblast_4_days","Fibroblast","4_days","Innate immunity/ Inflammation (turquoise)",4.25232801986617,0.00216450216450216,6,6,"yugene",0.00514579759862779
"temporal_bytimepoint","Fibroblast_4_days","Fibroblast","4_days","Interferon signaling (darkmagenta)",-4.99913604319688,0.00216450216450216,6,6,"yugene",0.00514579759862779
"temporal_bytimepoint","Fibroblast_4_days","Fibroblast","4_days","Mitochondrial translation/ OxPhos (pink)",0.713790427308653,0.588744588744589,6,6,"yugene",0.662337662337662
"temporal_bytimepoint","Fibroblast_4_days","Fibroblast","4_days","Muscle contraction/ Cytoskeleton/ Glycolysis (blue)",-0.371261444762418,0.818181818181818,6,6,"yugene",0.859090909090909
"temporal_bytimepoint","Fibroblast_4_days","Fibroblast","4_days","OxPhos/ Heme metabolism (white)",-3.82161653536301,0.00216450216450216,6,6,"yugene",0.00514579759862779
"temporal_bytimepoint","Fibroblast_4_days","Fibroblast","4_days","Protein folding/ Translation (plum1)",0.37231667675883,0.699134199134199,6,6,"yugene",0.76600790513834
"temporal_bytimepoint","Fibroblast_4_days","Fibroblast","4_days","Protein processing in ER/ UPR (darkslateblue)",4.54043056199205,0.00216450216450216,6,6,"yugene",0.00514579759862779
"temporal_bytimepoint","Fibroblast_4_days","Fibroblast","4_days","VEGF signaling (sienna3)",3.89050314836094,0.00216450216450216,6,6,"yugene",0.00514579759862779
"temporal_bytimepoint","Fibroblast_4_days","Fibroblast","4_days","mRNA splicing (darkred)",-2.64434794212603,0.00216450216450216,6,6,"yugene",0.00514579759862779
"temporal_bytimepoint","Fibroblast_10_days","Fibroblast","10_days","Adaptive immunity/ T cell signaling (darkgreen)",-0.602002600607217,0.588744588744589,6,6,"scaled",0.662337662337662
"temporal_bytimepoint","Fibroblast_10_days","Fibroblast","10_days","Cell cycle/ DNA replication (green)",10.3913968822629,0.00216450216450216,6,6,"scaled",0.00524475524475524
"temporal_bytimepoint","Fibroblast_10_days","Fibroblast","10_days","Chromatin modification (orange)",-0.630218986756914,0.30952380952381,6,6,"scaled",0.386138613861386
"temporal_bytimepoint","Fibroblast_10_days","Fibroblast","10_days","ECM organization/ EMT (brown4)",-2.06796089628383,0.0151515151515152,6,6,"scaled",0.0289256198347107
"temporal_bytimepoint","Fibroblast_10_days","Fibroblast","10_days","Fatty acid metabolism/ Peroxisome (ivory)",-7.87464915347058,0.00216450216450216,6,6,"scaled",0.00524475524475524
"temporal_bytimepoint","Fibroblast_10_days","Fibroblast","10_days","Innate immunity/ Inflammation (turquoise)",-2.00774743990692,0.0151515151515152,6,6,"scaled",0.0289256198347107
"temporal_bytimepoint","Fibroblast_10_days","Fibroblast","10_days","Interferon signaling (darkmagenta)",0.00686780780624196,1,6,6,"scaled",1
"temporal_bytimepoint","Fibroblast_10_days","Fibroblast","10_days","Mitochondrial translation/ OxPhos (pink)",1.95302156695491,0.00216450216450216,6,6,"scaled",0.00524475524475524
"temporal_bytimepoint","Fibroblast_10_days","Fibroblast","10_days","Muscle contraction/ Cytoskeleton/ Glycolysis (blue)",2.3000520385909,0.00216450216450216,6,6,"scaled",0.00524475524475524
"temporal_bytimepoint","Fibroblast_10_days","Fibroblast","10_days","OxPhos/ Heme metabolism (white)",3.63234030152553,0.00216450216450216,6,6,"scaled",0.00524475524475524
"temporal_bytimepoint","Fibroblast_10_days","Fibroblast","10_days","Protein folding/ Translation (plum1)",0.0383312005479125,1,6,6,"scaled",1
"temporal_bytimepoint","Fibroblast_10_days","Fibroblast","10_days","Protein processing in ER/ UPR (darkslateblue)",14.3643899737167,0.00216450216450216,6,6,"scaled",0.00524475524475524
"temporal_bytimepoint","Fibroblast_10_days","Fibroblast","10_days","VEGF signaling (sienna3)",1.23525133167206,0.0930735930735931,6,6,"scaled",0.13961038961039
"temporal_bytimepoint","Fibroblast_10_days","Fibroblast","10_days","mRNA splicing (darkred)",-0.767347673409427,0.17965367965368,6,6,"scaled",0.238277511961722
"temporal_bytimepoint","Fibroblast_10_days","Fibroblast","10_days","Adaptive immunity/ T cell signaling (darkgreen)",-2.47363119028399,0.00216450216450216,6,6,"yugene",0.00514579759862779
"temporal_bytimepoint","Fibroblast_10_days","Fibroblast","10_days","Cell cycle/ DNA replication (green)",2.25185658451647,0.00432900432900433,6,6,"yugene",0.00924499229583975
"temporal_bytimepoint","Fibroblast_10_days","Fibroblast","10_days","Chromatin modification (orange)",-1.53921232177321,0.0411255411255411,6,6,"yugene",0.0729833546734955
"temporal_bytimepoint","Fibroblast_10_days","Fibroblast","10_days","ECM organization/ EMT (brown4)",6.18304714645419,0.00216450216450216,6,6,"yugene",0.00514579759862779
"temporal_bytimepoint","Fibroblast_10_days","Fibroblast","10_days","Fatty acid metabolism/ Peroxisome (ivory)",8.64272379209968,0.00216450216450216,6,6,"yugene",0.00514579759862779
"temporal_bytimepoint","Fibroblast_10_days","Fibroblast","10_days","Innate immunity/ Inflammation (turquoise)",4.72975102747783,0.00216450216450216,6,6,"yugene",0.00514579759862779
"temporal_bytimepoint","Fibroblast_10_days","Fibroblast","10_days","Interferon signaling (darkmagenta)",-1.8610826713598,0.00865800865800866,6,6,"yugene",0.0173160173160173
"temporal_bytimepoint","Fibroblast_10_days","Fibroblast","10_days","Mitochondrial translation/ OxPhos (pink)",1.86726091473343,0.00216450216450216,6,6,"yugene",0.00514579759862779
"temporal_bytimepoint","Fibroblast_10_days","Fibroblast","10_days","Muscle contraction/ Cytoskeleton/ Glycolysis (blue)",2.11020517986377,0.00432900432900433,6,6,"yugene",0.00924499229583975
"temporal_bytimepoint","Fibroblast_10_days","Fibroblast","10_days","OxPhos/ Heme metabolism (white)",0.325908807961411,0.484848484848485,6,6,"yugene",0.581818181818182
"temporal_bytimepoint","Fibroblast_10_days","Fibroblast","10_days","Protein folding/ Translation (plum1)",-0.711413297322952,0.393939393939394,6,6,"yugene",0.486631016042781
"temporal_bytimepoint","Fibroblast_10_days","Fibroblast","10_days","Protein processing in ER/ UPR (darkslateblue)",1.23906971144467,0.132034632034632,6,6,"yugene",0.200438116100767
"temporal_bytimepoint","Fibroblast_10_days","Fibroblast","10_days","VEGF signaling (sienna3)",12.5346820476911,0.00216450216450216,6,6,"yugene",0.00514579759862779
"temporal_bytimepoint","Fibroblast_10_days","Fibroblast","10_days","mRNA splicing (darkred)",-0.360772779525151,0.937229437229437,6,6,"yugene",0.960088691796009
"temporal_bytimepoint","Fibroblast_20_days","Fibroblast","20_days","Adaptive immunity/ T cell signaling (darkgreen)",-1.30929730644904,0.0930735930735931,6,6,"scaled",0.13961038961039
"temporal_bytimepoint","Fibroblast_20_days","Fibroblast","20_days","Cell cycle/ DNA replication (green)",14.5321377160188,0.00216450216450216,6,6,"scaled",0.00524475524475524
"temporal_bytimepoint","Fibroblast_20_days","Fibroblast","20_days","Chromatin modification (orange)",-1.35698528645654,0.0649350649350649,6,6,"scaled",0.101010101010101
"temporal_bytimepoint","Fibroblast_20_days","Fibroblast","20_days","ECM organization/ EMT (brown4)",-3.156017574375,0.00216450216450216,6,6,"scaled",0.00524475524475524
"temporal_bytimepoint","Fibroblast_20_days","Fibroblast","20_days","Fatty acid metabolism/ Peroxisome (ivory)",-10.7232197939161,0.00216450216450216,6,6,"scaled",0.00524475524475524
"temporal_bytimepoint","Fibroblast_20_days","Fibroblast","20_days","Innate immunity/ Inflammation (turquoise)",-1.96890959347325,0.0151515151515152,6,6,"scaled",0.0289256198347107
"temporal_bytimepoint","Fibroblast_20_days","Fibroblast","20_days","Interferon signaling (darkmagenta)",0.493002992092607,0.588744588744589,6,6,"scaled",0.662337662337662
"temporal_bytimepoint","Fibroblast_20_days","Fibroblast","20_days","Mitochondrial translation/ OxPhos (pink)",8.54583291056132,0.00216450216450216,6,6,"scaled",0.00524475524475524
"temporal_bytimepoint","Fibroblast_20_days","Fibroblast","20_days","Muscle contraction/ Cytoskeleton/ Glycolysis (blue)",5.32607203448476,0.00216450216450216,6,6,"scaled",0.00524475524475524
"temporal_bytimepoint","Fibroblast_20_days","Fibroblast","20_days","OxPhos/ Heme metabolism (white)",3.50270051387074,0.00216450216450216,6,6,"scaled",0.00524475524475524
"temporal_bytimepoint","Fibroblast_20_days","Fibroblast","20_days","Protein folding/ Translation (plum1)",-0.875761952270529,0.30952380952381,6,6,"scaled",0.386138613861386
"temporal_bytimepoint","Fibroblast_20_days","Fibroblast","20_days","Protein processing in ER/ UPR (darkslateblue)",17.5951347446091,0.00216450216450216,6,6,"scaled",0.00524475524475524
"temporal_bytimepoint","Fibroblast_20_days","Fibroblast","20_days","VEGF signaling (sienna3)",4.88862422790497,0.00216450216450216,6,6,"scaled",0.00524475524475524
"temporal_bytimepoint","Fibroblast_20_days","Fibroblast","20_days","mRNA splicing (darkred)",-0.46653517576775,1,6,6,"scaled",1
"temporal_bytimepoint","Fibroblast_20_days","Fibroblast","20_days","Adaptive immunity/ T cell signaling (darkgreen)",-5.00462940768952,0.00216450216450216,6,6,"yugene",0.00514579759862779
"temporal_bytimepoint","Fibroblast_20_days","Fibroblast","20_days","Cell cycle/ DNA replication (green)",5.59228755567969,0.00216450216450216,6,6,"yugene",0.00514579759862779
"temporal_bytimepoint","Fibroblast_20_days","Fibroblast","20_days","Chromatin modification (orange)",-2.4849350018365,0.00216450216450216,6,6,"yugene",0.00514579759862779
"temporal_bytimepoint","Fibroblast_20_days","Fibroblast","20_days","ECM organization/ EMT (brown4)",3.84271490117548,0.00216450216450216,6,6,"yugene",0.00514579759862779
"temporal_bytimepoint","Fibroblast_20_days","Fibroblast","20_days","Fatty acid metabolism/ Peroxisome (ivory)",10.5132358992177,0.00216450216450216,6,6,"yugene",0.00514579759862779
"temporal_bytimepoint","Fibroblast_20_days","Fibroblast","20_days","Innate immunity/ Inflammation (turquoise)",4.37919339936876,0.00216450216450216,6,6,"yugene",0.00514579759862779
"temporal_bytimepoint","Fibroblast_20_days","Fibroblast","20_days","Interferon signaling (darkmagenta)",-1.60761680957178,0.0930735930735931,6,6,"yugene",0.144781144781145
"temporal_bytimepoint","Fibroblast_20_days","Fibroblast","20_days","Mitochondrial translation/ OxPhos (pink)",6.75955509630973,0.00216450216450216,6,6,"yugene",0.00514579759862779
"temporal_bytimepoint","Fibroblast_20_days","Fibroblast","20_days","Muscle contraction/ Cytoskeleton/ Glycolysis (blue)",3.82423377548135,0.00216450216450216,6,6,"yugene",0.00514579759862779
"temporal_bytimepoint","Fibroblast_20_days","Fibroblast","20_days","OxPhos/ Heme metabolism (white)",0.593850944161503,0.24025974025974,6,6,"yugene",0.32905138339921
"temporal_bytimepoint","Fibroblast_20_days","Fibroblast","20_days","Protein folding/ Translation (plum1)",-0.430322701222994,0.588744588744589,6,6,"yugene",0.662337662337662
"temporal_bytimepoint","Fibroblast_20_days","Fibroblast","20_days","Protein processing in ER/ UPR (darkslateblue)",1.02283146242033,0.0930735930735931,6,6,"yugene",0.144781144781145
"temporal_bytimepoint","Fibroblast_20_days","Fibroblast","20_days","VEGF signaling (sienna3)",10.7924739514934,0.00216450216450216,6,6,"yugene",0.00514579759862779
"temporal_bytimepoint","Fibroblast_20_days","Fibroblast","20_days","mRNA splicing (darkred)",-1.96213495681557,0.00865800865800866,6,6,"yugene",0.0173160173160173
"temporal_bytimepoint","Keratinocyte_4_days","Keratinocyte","4_days","Adaptive immunity/ T cell signaling (darkgreen)",0.826956523443542,0.132034632034632,6,6,"scaled",0.184848484848485
"temporal_bytimepoint","Keratinocyte_4_days","Keratinocyte","4_days","Cell cycle/ DNA replication (green)",0.704765036922711,0.17965367965368,6,6,"scaled",0.238277511961722
"temporal_bytimepoint","Keratinocyte_4_days","Keratinocyte","4_days","Chromatin modification (orange)",0.220052383253655,0.699134199134199,6,6,"scaled",0.772727272727273
"temporal_bytimepoint","Keratinocyte_4_days","Keratinocyte","4_days","ECM organization/ EMT (brown4)",-2.69492571960049,0.00216450216450216,6,6,"scaled",0.00524475524475524
"temporal_bytimepoint","Keratinocyte_4_days","Keratinocyte","4_days","Fatty acid metabolism/ Peroxisome (ivory)",-1.79596805072678,0.025974025974026,6,6,"scaled",0.0460947503201024
"temporal_bytimepoint","Keratinocyte_4_days","Keratinocyte","4_days","Innate immunity/ Inflammation (turquoise)",0.389623154417018,0.588744588744589,6,6,"scaled",0.662337662337662
"temporal_bytimepoint","Keratinocyte_4_days","Keratinocyte","4_days","Interferon signaling (darkmagenta)",-0.0358435632356628,0.818181818181818,6,6,"scaled",0.881118881118881
"temporal_bytimepoint","Keratinocyte_4_days","Keratinocyte","4_days","Mitochondrial translation/ OxPhos (pink)",2.0895487560112,0.0411255411255411,6,6,"scaled",0.0672963400236128
"temporal_bytimepoint","Keratinocyte_4_days","Keratinocyte","4_days","Muscle contraction/ Cytoskeleton/ Glycolysis (blue)",0.57453826297576,0.484848484848485,6,6,"scaled",0.565656565656566
"temporal_bytimepoint","Keratinocyte_4_days","Keratinocyte","4_days","OxPhos/ Heme metabolism (white)",0.835944839350859,0.17965367965368,6,6,"scaled",0.238277511961722
"temporal_bytimepoint","Keratinocyte_4_days","Keratinocyte","4_days","Protein folding/ Translation (plum1)",-0.987865124588013,0.132034632034632,6,6,"scaled",0.184848484848485
"temporal_bytimepoint","Keratinocyte_4_days","Keratinocyte","4_days","Protein processing in ER/ UPR (darkslateblue)",0.0192280352287149,0.937229437229437,6,6,"scaled",0.984090909090909
"temporal_bytimepoint","Keratinocyte_4_days","Keratinocyte","4_days","VEGF signaling (sienna3)",-0.359162761582614,0.937229437229437,6,6,"scaled",0.984090909090909
"temporal_bytimepoint","Keratinocyte_4_days","Keratinocyte","4_days","mRNA splicing (darkred)",0.577460606309363,0.24025974025974,6,6,"scaled",0.312089971883786
"temporal_bytimepoint","Keratinocyte_4_days","Keratinocyte","4_days","Adaptive immunity/ T cell signaling (darkgreen)",-3.44469855068243,0.00216450216450216,6,6,"yugene",0.00514579759862779
"temporal_bytimepoint","Keratinocyte_4_days","Keratinocyte","4_days","Cell cycle/ DNA replication (green)",2.90064328387086,0.00216450216450216,6,6,"yugene",0.00514579759862779
"temporal_bytimepoint","Keratinocyte_4_days","Keratinocyte","4_days","Chromatin modification (orange)",-0.937422657083359,0.818181818181818,6,6,"yugene",0.859090909090909
"temporal_bytimepoint","Keratinocyte_4_days","Keratinocyte","4_days","ECM organization/ EMT (brown4)",-1.01490238281562,0.132034632034632,6,6,"yugene",0.200438116100767
"temporal_bytimepoint","Keratinocyte_4_days","Keratinocyte","4_days","Fatty acid metabolism/ Peroxisome (ivory)",2.30240514699857,0.00432900432900433,6,6,"yugene",0.00924499229583975
"temporal_bytimepoint","Keratinocyte_4_days","Keratinocyte","4_days","Innate immunity/ Inflammation (turquoise)",2.747150207868,0.00216450216450216,6,6,"yugene",0.00514579759862779
"temporal_bytimepoint","Keratinocyte_4_days","Keratinocyte","4_days","Interferon signaling (darkmagenta)",-1.01983198703912,0.0649350649350649,6,6,"yugene",0.109090909090909
"temporal_bytimepoint","Keratinocyte_4_days","Keratinocyte","4_days","Mitochondrial translation/ OxPhos (pink)",0.960809115997174,0.30952380952381,6,6,"yugene",0.410526315789474
"temporal_bytimepoint","Keratinocyte_4_days","Keratinocyte","4_days","Muscle contraction/ Cytoskeleton/ Glycolysis (blue)",0.106474207860785,0.818181818181818,6,6,"yugene",0.859090909090909
"temporal_bytimepoint","Keratinocyte_4_days","Keratinocyte","4_days","OxPhos/ Heme metabolism (white)",-3.12722423573841,0.00216450216450216,6,6,"yugene",0.00514579759862779
"temporal_bytimepoint","Keratinocyte_4_days","Keratinocyte","4_days","Protein folding/ Translation (plum1)",0.112266295923107,0.818181818181818,6,6,"yugene",0.859090909090909
"temporal_bytimepoint","Keratinocyte_4_days","Keratinocyte","4_days","Protein processing in ER/ UPR (darkslateblue)",0.0841070257874989,0.393939393939394,6,6,"yugene",0.486631016042781
"temporal_bytimepoint","Keratinocyte_4_days","Keratinocyte","4_days","VEGF signaling (sienna3)",0.863579881426371,0.393939393939394,6,6,"yugene",0.486631016042781
"temporal_bytimepoint","Keratinocyte_4_days","Keratinocyte","4_days","mRNA splicing (darkred)",1.34713331913886,0.0649350649350649,6,6,"yugene",0.109090909090909
"temporal_bytimepoint","Keratinocyte_10_days","Keratinocyte","10_days","Adaptive immunity/ T cell signaling (darkgreen)",1.80561254099445,0.025974025974026,6,6,"scaled",0.0460947503201024
"temporal_bytimepoint","Keratinocyte_10_days","Keratinocyte","10_days","Cell cycle/ DNA replication (green)",3.44325671960941,0.00216450216450216,6,6,"scaled",0.00524475524475524
"temporal_bytimepoint","Keratinocyte_10_days","Keratinocyte","10_days","Chromatin modification (orange)",2.09965170801371,0.00432900432900433,6,6,"scaled",0.0101010101010101
"temporal_bytimepoint","Keratinocyte_10_days","Keratinocyte","10_days","ECM organization/ EMT (brown4)",-1.28817548180815,0.132034632034632,6,6,"scaled",0.184848484848485
"temporal_bytimepoint","Keratinocyte_10_days","Keratinocyte","10_days","Fatty acid metabolism/ Peroxisome (ivory)",-3.62422584790755,0.00216450216450216,6,6,"scaled",0.00524475524475524
