"cell_type","timepoint","pathway","n_pathway_genes","n_in_expression_data","n_overlap_EN_model_features","status","n_test","n_control","cohens_d_scaled","wilcox_p_scaled","cohens_d_yugene","wilcox_p_yugene","p_adj_scaled","p_adj_yugene","efficiency_score_scaled","efficiency_score_yugene"
"Keratinocyte","4_days","HALLMARK_DNA_REPAIR",150,147,92,"OK",6,6,-0.606083565112963,0.393939393939394,1.45326268901124,0.0649350649350649,0.44540886249429,0.103619784470848,0.0924670606849485,0.221716834098493
"Keratinocyte","4_days","HALLMARK_E2F_TARGETS",200,199,135,"OK",6,6,1.84766224267779,0.00432900432900433,2.74666527874136,0.00216450216450216,0.00839677563815495,0.00496952027564273,0.26030626814343,0.386961519282926
"Keratinocyte","4_days","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",200,165,131,"OK",6,6,0.543775289512105,0.393939393939394,1.16501291569088,0.0930735930735931,0.44540886249429,0.141976667400396,0.07707349698375,0.165126332835196
"Keratinocyte","4_days","HALLMARK_ESTROGEN_RESPONSE_EARLY",200,162,128,"OK",6,6,-0.762727207938669,0.588744588744589,-0.0451585869703999,0.937229437229437,0.639939770374553,0.956356568601467,0.108613964441395,0.00643067810925797
"Keratinocyte","4_days","HALLMARK_ESTROGEN_RESPONSE_LATE",200,156,127,"OK",6,6,-1.00547182907245,0.17965367965368,0.617763255673067,0.393939393939394,0.2245670995671,0.480413895048041,0.14340882023111,0.088110573679554
"Keratinocyte","4_days","HALLMARK_FATTY_ACID_METABOLISM",158,132,94,"OK",6,6,0.173005636335126,0.393939393939394,1.32372999409521,0.0649350649350649,0.44540886249429,0.103619784470848,0.0262728354665921,0.201023163601955
"Keratinocyte","4_days","HALLMARK_G2M_CHECKPOINT",200,195,140,"OK",6,6,3.99098856566446,0.00216450216450216,1.0690679065567,0.0930735930735931,0.00450937950937951,0.141976667400396,0.558199961335268,0.149525275326208
"Keratinocyte","4_days","HALLMARK_GLYCOLYSIS",200,176,126,"OK",6,6,1.96393043854144,0.0411255411255411,0.762145995871391,0.24025974025974,0.0638154948499776,0.320821611622799,0.280561491220205,0.108877999410199
"Keratinocyte","4_days","HALLMARK_HEDGEHOG_SIGNALING",36,26,25,"OK",6,6,-2.54683750634519,0.00216450216450216,-0.723776835010936,0.24025974025974,0.00450937950937951,0.320821611622799,0.535625186754972,0.15221744671806
"Keratinocyte","4_days","HALLMARK_HEME_METABOLISM",200,161,128,"OK",6,6,3.07118869057069,0.00216450216450216,2.82418099528677,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.43734375246947,0.402169335255713
"Keratinocyte","4_days","HALLMARK_HYPOXIA",200,174,127,"OK",6,6,1.03272009899603,0.17965367965368,3.68212753687518,0.00216450216450216,0.2245670995671,0.00496952027564273,0.147295196885426,0.525175893282737
"Keratinocyte","4_days","HALLMARK_IL2_STAT5_SIGNALING",199,152,115,"OK",6,6,1.65112448537732,0.025974025974026,2.88743276605422,0.00216450216450216,0.0420442866486032,0.00496952027564273,0.240325594458024,0.420273578464303
"Keratinocyte","4_days","HALLMARK_IL6_JAK_STAT3_SIGNALING",87,59,43,"OK",6,6,-0.809668176038481,0.30952380952381,-0.454814656428994,0.699134199134199,0.36367027228646,0.772998500271228,0.147430778252171,0.0828162458921118
"Keratinocyte","4_days","HALLMARK_INFLAMMATORY_RESPONSE",200,125,97,"OK",6,6,1.32314772307969,0.0411255411255411,1.04330860375821,0.132034632034632,0.0638154948499776,0.19104689522696,0.199589160593959,0.157377052336896
"Keratinocyte","4_days","HALLMARK_INTERFERON_ALPHA_RESPONSE",97,90,62,"OK",6,6,-0.165448926802519,0.699134199134199,0.427399720439519,0.588744588744589,0.745522250261587,0.669027941755215,0.0275748211337532,0.0712332867399198
"Keratinocyte","4_days","HALLMARK_INTERFERON_GAMMA_RESPONSE",200,164,114,"OK",6,6,0.822365794729587,0.30952380952381,0.646772112728394,0.588744588744589,0.36367027228646,0.669027941755215,0.119913688199757,0.0943094058131555
"Keratinocyte","4_days","HALLMARK_KRAS_SIGNALING_DN",200,90,61,"OK",6,6,0.323429770611521,0.818181818181818,0.349769224759393,0.588744588744589,0.854250158194474,0.669027941755215,0.054109858455841,0.0585164538445425
"Keratinocyte","4_days","HALLMARK_KRAS_SIGNALING_UP",200,136,108,"OK",6,6,0.514681820084071,0.937229437229437,-0.0598226111939479,0.818181818181818,0.954192865957572,0.864276568501921,0.0758965519934882,0.008821624824685
"Keratinocyte","4_days","HALLMARK_MITOTIC_SPINDLE",199,196,157,"OK",6,6,0.978936479172539,0.24025974025974,0.587472827755687,0.937229437229437,0.290636782572266,0.956356568601467,0.133864644786247,0.0803339573938037
"Keratinocyte","4_days","HALLMARK_MTORC1_SIGNALING",200,195,127,"OK",6,6,2.96695198673814,0.00216450216450216,2.73536096623376,0.00865800865800866,0.00450937950937951,0.0173160173160173,0.42317156164681,0.390140109082605
"Keratinocyte","4_days","HALLMARK_MYC_TARGETS_V1",200,199,104,"OK",6,6,-1.13059380541605,0.17965367965368,-2.55467527775667,0.00216450216450216,0.2245670995671,0.00496952027564273,0.168045061330834,0.379712467620506
"Keratinocyte","4_days","HALLMARK_MYC_TARGETS_V2",58,57,39,"OK",6,6,0.723165197039921,0.30952380952381,1.79905346448421,0.00865800865800866,0.36367027228646,0.0173160173160173,0.134980527751587,0.335797667093753
"Keratinocyte","4_days","HALLMARK_MYOGENESIS",200,137,112,"OK",6,6,1.5416725315861,0.025974025974026,1.52573718430147,0.0151515151515152,0.0420442866486032,0.0284090909090909,0.225625252036865,0.223293098694489
"Keratinocyte","4_days","HALLMARK_NOTCH_SIGNALING",32,29,23,"OK",6,6,-1.3219762860085,0.0930735930735931,0.0789549454780699,0.937229437229437,0.133811875025933,0.956356568601467,0.284672098356394,0.0170020220806838
"Keratinocyte","4_days","HALLMARK_OXIDATIVE_PHOSPHORYLATION",200,197,101,"OK",6,6,-2.31438176949772,0.00216450216450216,0.0498436399725729,0.818181818181818,0.00450937950937951,0.864276568501921,0.346127508715338,0.00745436865965076
"Keratinocyte","4_days","HALLMARK_P53_PATHWAY",200,191,137,"OK",6,6,2.47632082871382,0.00216450216450216,0.0299760986920729,0.937229437229437,0.00450937950937951,0.956356568601467,0.347849603391428,0.00421075246807808
"Keratinocyte","4_days","HALLMARK_PANCREAS_BETA_CELLS",40,16,9,"OK",6,6,-0.748241752297937,0.24025974025974,-0.536261054699993,0.484848484848485,0.290636782572266,0.577200577200577,0.216290372171795,0.155014208637901
"Keratinocyte","4_days","HALLMARK_PEROXISOME",104,82,65,"OK",6,6,1.24923389385449,0.0649350649350649,2.18335055157051,0.0151515151515152,0.0954927425515661,0.0284090909090909,0.205937277648274,0.3599272089512
"Keratinocyte","4_days","HALLMARK_PI3K_AKT_MTOR_SIGNALING",105,91,67,"OK",6,6,3.74300990545745,0.00216450216450216,2.20672128602299,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.612751889910846,0.361252754513303
"Keratinocyte","4_days","HALLMARK_PROTEIN_SECRETION",96,92,73,"OK",6,6,0.260829438809433,0.484848484848485,0.922727567331676,0.30952380952381,0.533451878195154,0.395698051948052,0.0418746237079295,0.148138453402023
"Keratinocyte","4_days","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",49,45,25,"OK",6,6,-1.07105129292822,0.17965367965368,-0.415103648747456,0.17965367965368,0.2245670995671,0.248751248751249,0.225252709436531,0.0873004142702817
"Keratinocyte","4_days","HALLMARK_SPERMATOGENESIS",135,75,54,"OK",6,6,-1.06688137485022,0.17965367965368,-1.21482115514592,0.0649350649350649,0.2245670995671,0.103619784470848,0.183712101149177,0.209186655792599
"Keratinocyte","4_days","HALLMARK_TGF_BETA_SIGNALING",54,52,39,"OK",6,6,0.128790370283867,0.484848484848485,-0.391379008201269,0.818181818181818,0.533451878195154,0.864276568501921,0.0240390331578401,0.0730518355890731
"Keratinocyte","4_days","HALLMARK_TNFA_SIGNALING_VIA_NFKB",200,174,147,"OK",6,6,2.39419079499877,0.0151515151515152,1.83126304860143,0.0649350649350649,0.0259246456965088,0.103619784470848,0.331643566459575,0.253666754476067
"Keratinocyte","4_days","HALLMARK_UNFOLDED_PROTEIN_RESPONSE",113,110,78,"OK",6,6,0.434963123503482,0.484848484848485,0.955263466158592,0.132034632034632,0.533451878195154,0.19104689522696,0.0688022889496708,0.151103184316685
"Keratinocyte","4_days","HALLMARK_UV_RESPONSE_DN",144,133,119,"OK",6,6,-0.400991456939387,0.818181818181818,-0.297853966939909,0.699134199134199,0.854250158194474,0.772998500271228,0.0579562629275703,0.0430495526107894
"Keratinocyte","4_days","HALLMARK_UV_RESPONSE_UP",158,135,94,"OK",6,6,0.782615980312585,0.24025974025974,1.40319252054426,0.025974025974026,0.290636782572266,0.0460169751508334,0.118848965385433,0.213090434515092
"Keratinocyte","4_days","HALLMARK_WNT_BETA_CATENIN_SIGNALING",42,36,27,"OK",6,6,-0.352139041127865,0.818181818181818,-1.49113254728817,0.0930735930735931,0.854250158194474,0.141976667400396,0.0724867062018258,0.30694491163793
"Keratinocyte","4_days","HALLMARK_XENOBIOTIC_METABOLISM",200,142,104,"OK",6,6,-0.27658975182856,0.30952380952381,0.138822806091483,0.588744588744589,0.36367027228646,0.669027941755215,0.0411107345421962,0.0206338358232709
"Keratinocyte","10_days","HALLMARK_ADIPOGENESIS",200,180,130,"OK",6,6,5.00159694914625,0.00216450216450216,4.71537935415365,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.710010948337137,0.669380400110704
"Keratinocyte","10_days","HALLMARK_ALLOGRAFT_REJECTION",200,111,81,"OK",6,6,1.07829060978129,0.17965367965368,0.81244255026219,0.24025974025974,0.2245670995671,0.320821611622799,0.169142578864561,0.127441180405458
"Keratinocyte","10_days","HALLMARK_ANDROGEN_RESPONSE",101,91,68,"OK",6,6,1.18460632867023,0.17965367965368,1.48900366588867,0.00432900432900433,0.2245670995671,0.00923247368744999,0.193269967367354,0.242932764202955
"Keratinocyte","10_days","HALLMARK_ANGIOGENESIS",36,24,22,"OK",6,6,1.79313201071859,0.0411255411255411,-1.04256821619428,0.393939393939394,0.0638154948499776,0.480413895048041,0.391089787634371,0.227388602639673
"Keratinocyte","10_days","HALLMARK_APICAL_JUNCTION",200,153,123,"OK",6,6,1.57866404543031,0.0151515151515152,3.14354932992013,0.00216450216450216,0.0259246456965088,0.00496952027564273,0.226631199146715,0.451284335181307
"Keratinocyte","10_days","HALLMARK_APICAL_SURFACE",44,32,26,"OK",6,6,-2.67298465449235,0.00216450216450216,-2.58468100418827,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.556019827499711,0.53765137920834
"Keratinocyte","10_days","HALLMARK_APOPTOSIS",161,142,109,"OK",6,6,-1.21573929791824,0.17965367965368,-0.548859007849181,0.818181818181818,0.2245670995671,0.864276568501921,0.178932129241498,0.0807808969373584
"Keratinocyte","10_days","HALLMARK_BILE_ACID_METABOLISM",112,69,57,"OK",6,6,1.29874971889538,0.24025974025974,2.15932492371343,0.00865800865800866,0.290636782572266,0.0173160173160173,0.2207765638672,0.367067133870664
"Keratinocyte","10_days","HALLMARK_CHOLESTEROL_HOMEOSTASIS",74,70,56,"OK",6,6,4.06004543065382,0.00216450216450216,3.15844660135284,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.693079310778031,0.539169827280066
"Keratinocyte","10_days","HALLMARK_COAGULATION",138,92,61,"OK",6,6,-0.105447148480584,0.937229437229437,0.54114300319166,0.24025974025974,0.954192865957572,0.320821611622799,0.0176413267958247,0.0905333211958394
"Keratinocyte","10_days","HALLMARK_COMPLEMENT",200,149,102,"OK",6,6,2.22068639142281,0.00216450216450216,2.43739318411741,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.331423978848794,0.363766153662765
"Keratinocyte","10_days","HALLMARK_DNA_REPAIR",150,147,92,"OK",6,6,-1.19238433734161,0.132034632034632,0.354566668928829,0.588744588744589,0.181145074437757,0.669027941755215,0.181915962133372,0.0540944179646108
"Keratinocyte","10_days","HALLMARK_E2F_TARGETS",200,199,135,"OK",6,6,1.37892035532685,0.0411255411255411,4.2224386039632,0.00216450216450216,0.0638154948499776,0.00496952027564273,0.194267980083814,0.594874544748755
"Keratinocyte","10_days","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",200,168,132,"OK",6,6,1.51343259523816,0.0649350649350649,2.51005959935479,0.00216450216450216,0.0954927425515661,0.00496952027564273,0.214182492528107,0.355226141603822
"Keratinocyte","10_days","HALLMARK_ESTROGEN_RESPONSE_EARLY",200,163,128,"OK",6,6,-0.491707119076487,0.818181818181818,0.936255704035114,0.17965367965368,0.854250158194474,0.248751248751249,0.0700201316946448,0.133324788584571
"Keratinocyte","10_days","HALLMARK_ESTROGEN_RESPONSE_LATE",200,157,127,"OK",6,6,-2.59519572639834,0.00216450216450216,1.00182620552079,0.17965367965368,0.00450937950937951,0.248751248751249,0.370148567697749,0.142888850842178
"Keratinocyte","10_days","HALLMARK_FATTY_ACID_METABOLISM",158,133,95,"OK",6,6,1.40679452393455,0.0649350649350649,3.70332585305414,0.00216450216450216,0.0954927425515661,0.00496952027564273,0.213153500292037,0.56111738769976
"Keratinocyte","10_days","HALLMARK_G2M_CHECKPOINT",200,195,140,"OK",6,6,6.171624654835,0.00216450216450216,1.16396019977773,0.0930735930735931,0.00450937950937951,0.141976667400396,0.863194816778717,0.16279739413474
"Keratinocyte","10_days","HALLMARK_GLYCOLYSIS",200,177,126,"OK",6,6,1.10658228520913,0.393939393939394,0.499870037319615,0.30952380952381,0.44540886249429,0.395698051948052,0.158083183601304,0.0714100053313736
"Keratinocyte","10_days","HALLMARK_HEDGEHOG_SIGNALING",36,26,25,"OK",6,6,-3.00782428916265,0.00432900432900433,-1.05903949750838,0.132034632034632,0.00839677563815495,0.19104689522696,0.632575279182546,0.222726509728467
"Keratinocyte","10_days","HALLMARK_HEME_METABOLISM",200,159,126,"OK",6,6,5.64645038282167,0.00216450216450216,3.2584375330681,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.806635768974524,0.465491076152586
"Keratinocyte","10_days","HALLMARK_HYPOXIA",200,176,127,"OK",6,6,-0.0556100160569135,1,6.73707173331606,0.00216450216450216,1,0.00496952027564273,0.00793156661893944,0.960897641437149
"Keratinocyte","10_days","HALLMARK_IL2_STAT5_SIGNALING",199,152,115,"OK",6,6,1.38040456083075,0.0649350649350649,3.80647745816712,0.00216450216450216,0.0954927425515661,0.00496952027564273,0.200921583812868,0.55404299677382
"Keratinocyte","10_days","HALLMARK_IL6_JAK_STAT3_SIGNALING",87,60,44,"OK",6,6,-1.35172153093921,0.0649350649350649,-1.23003976792869,0.132034632034632,0.0954927425515661,0.19104689522696,0.244719176084727,0.222689593728528
"Keratinocyte","10_days","HALLMARK_INFLAMMATORY_RESPONSE",200,123,97,"OK",6,6,2.54775515293717,0.00216450216450216,0.953740763094196,0.30952380952381,0.00450937950937951,0.395698051948052,0.384314089427667,0.143866263010413
"Keratinocyte","10_days","HALLMARK_INTERFERON_ALPHA_RESPONSE",97,90,62,"OK",6,6,-0.57725787382081,0.393939393939394,1.49388175086084,0.0649350649350649,0.44540886249429,0.103619784470848,0.0962096456368017,0.24898029181014
"Keratinocyte","10_days","HALLMARK_INTERFERON_GAMMA_RESPONSE",200,163,113,"OK",6,6,1.06525410423938,0.132034632034632,3.08722327702528,0.00216450216450216,0.181145074437757,0.00496952027564273,0.155614002257212,0.450986452985843
"Keratinocyte","10_days","HALLMARK_KRAS_SIGNALING_DN",200,91,61,"OK",6,6,0.360696463577616,1,0.0892403297887891,0.699134199134199,1,0.772998500271228,0.0603445828527325,0.0149299231307433
"Keratinocyte","10_days","HALLMARK_KRAS_SIGNALING_UP",200,138,110,"OK",6,6,1.04411605397442,0.484848484848485,0.89021145084826,0.818181818181818,0.533451878195154,0.864276568501921,0.153380581140439,0.130772004844898
"Keratinocyte","10_days","HALLMARK_MITOTIC_SPINDLE",199,197,158,"OK",6,6,1.36617829404331,0.0411255411255411,0.309891595802934,0.937229437229437,0.0638154948499776,0.956356568601467,0.186587231715272,0.0423237693387511
"Keratinocyte","10_days","HALLMARK_MTORC1_SIGNALING",200,195,127,"OK",6,6,5.49685905623207,0.00216450216450216,5.0461506540752,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.784008113840583,0.719724303640558
"Keratinocyte","10_days","HALLMARK_MYC_TARGETS_V1",200,199,104,"OK",6,6,-0.963833824676158,0.937229437229437,-3.15409559207693,0.00216450216450216,0.954192865957572,0.00496952027564273,0.143258802060069,0.468806908966599
"Keratinocyte","10_days","HALLMARK_MYC_TARGETS_V2",58,57,39,"OK",6,6,-2.3991364653259,0.00216450216450216,-2.0060843791667,0.00865800865800866,0.00450937950937951,0.0173160173160173,0.447804606144355,0.374440486520244
"Keratinocyte","10_days","HALLMARK_MYOGENESIS",200,134,110,"OK",6,6,1.98611856763408,0.00865800865800866,3.53004964202349,0.00216450216450216,0.0160996028764624,0.00496952027564273,0.2917606897796,0.518564065256125
"Keratinocyte","10_days","HALLMARK_NOTCH_SIGNALING",32,29,23,"OK",6,6,1.35937143253487,0.0649350649350649,0.404915576496751,0.937229437229437,0.0954927425515661,0.956356568601467,0.292724704853708,0.0871938233979621
"Keratinocyte","10_days","HALLMARK_OXIDATIVE_PHOSPHORYLATION",200,197,101,"OK",6,6,-2.37031520853747,0.0151515151515152,-1.92951224490531,0.00865800865800866,0.0259246456965088,0.0173160173160173,0.354492637651222,0.288568323155153
"Keratinocyte","10_days","HALLMARK_P53_PATHWAY",200,191,137,"OK",6,6,3.00341286956406,0.00216450216450216,-0.519987359102427,0.393939393939394,0.00450937950937951,0.480413895048041,0.421890396181498,0.0730427958021424
"Keratinocyte","10_days","HALLMARK_PANCREAS_BETA_CELLS",40,15,9,"OK",6,6,2.53675166326089,0.00216450216450216,-0.235571767200978,0.699134199134199,0.00450937950937951,0.772998500271228,0.733285678952123,0.0680955119713487
"Keratinocyte","10_days","HALLMARK_PEROXISOME",104,83,65,"OK",6,6,2.96791251615571,0.00216450216450216,2.26532558585828,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.489262920964692,0.373440863583367
"Keratinocyte","10_days","HALLMARK_PI3K_AKT_MTOR_SIGNALING",105,91,67,"OK",6,6,2.64844183807956,0.00216450216450216,3.10595225198897,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.433564907011345,0.508461949193398
"Keratinocyte","10_days","HALLMARK_PROTEIN_SECRETION",96,92,73,"OK",6,6,2.36180027801356,0.00216450216450216,3.06954033154575,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.379173065611504,0.492796545230855
"Keratinocyte","10_days","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",49,45,25,"OK",6,6,-0.636202480368425,0.17965367965368,-0.0131468553613762,1,0.2245670995671,1,0.1337996913868,0.00276491407113089
"Keratinocyte","10_days","HALLMARK_SPERMATOGENESIS",135,72,53,"OK",6,6,2.33335766875627,0.00865800865800866,-0.139586506367917,0.699134199134199,0.0160996028764624,0.772998500271228,0.403600153662419,0.0241442347967683
"Keratinocyte","10_days","HALLMARK_TGF_BETA_SIGNALING",54,52,39,"OK",6,6,-1.23436858786047,0.17965367965368,-2.16424022126818,0.00432900432900433,0.2245670995671,0.00923247368744999,0.230397873281766,0.403960655800009
"Keratinocyte","10_days","HALLMARK_TNFA_SIGNALING_VIA_NFKB",200,174,147,"OK",6,6,1.99754091024374,0.00865800865800866,0.454067394653582,0.699134199134199,0.0160996028764624,0.772998500271228,0.2766995817568,0.0628974643501622
"Keratinocyte","10_days","HALLMARK_UNFOLDED_PROTEIN_RESPONSE",113,110,78,"OK",6,6,0.995063867591573,0.17965367965368,-1.28195602189421,0.0411255411255411,0.2245670995671,0.0706354713988302,0.157398795534593,0.202779279146016
"Keratinocyte","10_days","HALLMARK_UV_RESPONSE_DN",144,134,120,"OK",6,6,-0.302071352093856,0.818181818181818,-0.411106430352584,0.937229437229437,0.854250158194474,0.956356568601467,0.0435843024171041,0.0593164060805606
"Keratinocyte","10_days","HALLMARK_UV_RESPONSE_UP",158,137,94,"OK",6,6,1.11122202418471,0.24025974025974,2.02068133292008,0.00216450216450216,0.290636782572266,0.00496952027564273,0.168751458199347,0.30686299773139
"Keratinocyte","10_days","HALLMARK_WNT_BETA_CATENIN_SIGNALING",42,36,27,"OK",6,6,-1.74917526547661,0.0411255411255411,-1.59190383022932,0.025974025974026,0.0638154948499776,0.0460169751508334,0.3600621878165,0.32768836103434
"Keratinocyte","10_days","HALLMARK_XENOBIOTIC_METABOLISM",200,142,104,"OK",6,6,0.0184981186657229,1,1.2543115329628,0.30952380952381,1,0.395698051948052,0.00274945561420491,0.186433763810639
"Keratinocyte","20_days","HALLMARK_ADIPOGENESIS",200,180,130,"OK",6,6,4.10221782412933,0.00216450216450216,2.73252828967552,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.582337920710053,0.387901108793211
"Keratinocyte","20_days","HALLMARK_ALLOGRAFT_REJECTION",200,111,82,"OK",6,6,0.105272078562127,1,-0.109600345451744,0.937229437229437,1,0.956356568601467,0.0164685311444319,0.0171456356439979
"Keratinocyte","20_days","HALLMARK_ANDROGEN_RESPONSE",101,92,69,"OK",6,6,3.03293848349424,0.00216450216450216,6.62463867021473,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.493181008024688,1.07722131357302
"Keratinocyte","20_days","HALLMARK_ANGIOGENESIS",36,24,22,"OK",6,6,2.52306556877541,0.00432900432900433,-0.93299568656003,0.24025974025974,0.00839677563815495,0.320821611622799,0.550291429510834,0.20349036364273
"Keratinocyte","20_days","HALLMARK_APICAL_JUNCTION",200,153,122,"OK",6,6,2.12402736691826,0.0151515151515152,1.77233351813471,0.025974025974026,0.0259246456965088,0.0460169751508334,0.305431033597051,0.25485813730733
"Keratinocyte","20_days","HALLMARK_APICAL_SURFACE",44,36,28,"OK",6,6,-3.39981089037227,0.00216450216450216,-0.679461200385113,0.484848484848485,0.00450937950937951,0.577200577200577,0.692864620502232,0.138470827328656
"Keratinocyte","20_days","HALLMARK_APOPTOSIS",161,143,110,"OK",6,6,-4.89229619799566,0.00216450216450216,-2.53437921438536,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.718677996668478,0.372300143507034
"Keratinocyte","20_days","HALLMARK_BILE_ACID_METABOLISM",112,70,57,"OK",6,6,3.6713294480676,0.00216450216450216,3.28662401558934,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.624095226798756,0.55869852853742
"Keratinocyte","20_days","HALLMARK_CHOLESTEROL_HOMEOSTASIS",74,70,56,"OK",6,6,5.28369574332507,0.00216450216450216,2.6722387782049,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.9019653269138,0.456170612439262
"Keratinocyte","20_days","HALLMARK_COAGULATION",138,89,61,"OK",6,6,-0.209258706645515,1,-0.215490013501626,0.484848484848485,1,0.577200577200577,0.0350090190393805,0.0360515177906288
"Keratinocyte","20_days","HALLMARK_COMPLEMENT",200,146,102,"OK",6,6,1.70750159721439,0.0411255411255411,1.97297936855638,0.0151515151515152,0.0638154948499776,0.0284090909090909,0.254834259995119,0.294455207650721
"Keratinocyte","20_days","HALLMARK_DNA_REPAIR",150,147,92,"OK",6,6,-0.741447692740376,0.393939393939394,-0.188000136397085,0.699134199134199,0.44540886249429,0.772998500271228,0.113118871300464,0.0286822164824216
"Keratinocyte","20_days","HALLMARK_E2F_TARGETS",200,199,135,"OK",6,6,0.687954762279495,0.484848484848485,3.38325009098608,0.00216450216450216,0.533451878195154,0.00496952027564273,0.0969219009211009,0.476646210025999
"Keratinocyte","20_days","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",200,171,135,"OK",6,6,2.00888187140318,0.00865800865800866,2.85867719407098,0.00216450216450216,0.0160996028764624,0.00496952027564273,0.283019553578193,0.40274221934464
"Keratinocyte","20_days","HALLMARK_ESTROGEN_RESPONSE_EARLY",200,164,128,"OK",6,6,-1.10727299417605,0.24025974025974,0.513640910581941,1,0.290636782572266,1,0.157678011698811,0.0731435499047763
"Keratinocyte","20_days","HALLMARK_ESTROGEN_RESPONSE_LATE",200,155,126,"OK",6,6,-5.4542323588239,0.00216450216450216,-0.124323413757047,0.699134199134199,0.00450937950937951,0.772998500271228,0.779176051260557,0.0177604876795781
"Keratinocyte","20_days","HALLMARK_FATTY_ACID_METABOLISM",158,135,96,"OK",6,6,1.6633763532989,0.025974025974026,2.48802063472194,0.00432900432900433,0.0420442866486032,0.00923247368744999,0.251466261181317,0.376134508293726
"Keratinocyte","20_days","HALLMARK_G2M_CHECKPOINT",200,195,140,"OK",6,6,6.79911046183867,0.00216450216450216,0.273102743889464,0.588744588744589,0.00450937950937951,0.669027941755215,0.950958173512254,0.0381975389233604
"Keratinocyte","20_days","HALLMARK_GLYCOLYSIS",200,178,127,"OK",6,6,-1.96905222707402,0.00865800865800866,-0.65891145160405,0.30952380952381,0.0160996028764624,0.395698051948052,0.280842733424585,0.093979474291662
"Keratinocyte","20_days","HALLMARK_HEDGEHOG_SIGNALING",36,27,26,"OK",6,6,-0.272369245757475,1,-0.210489855315553,0.484848484848485,1,0.577200577200577,0.0566567790756954,0.0437849625684514
"Keratinocyte","20_days","HALLMARK_HEME_METABOLISM",200,159,126,"OK",6,6,2.61260463883032,0.00216450216450216,0.799578614923803,0.17965367965368,0.00450937950937951,0.248751248751249,0.373229234118617,0.114225516417686
"Keratinocyte","20_days","HALLMARK_HYPOXIA",200,176,127,"OK",6,6,-1.12795102602672,0.393939393939394,-0.201513880493771,1,0.44540886249429,1,0.160877829934016,0.0287415987461964
"Keratinocyte","20_days","HALLMARK_IL2_STAT5_SIGNALING",199,151,115,"OK",6,6,-0.206954661826242,0.937229437229437,0.849342147224339,0.393939393939394,0.954192865957572,0.480413895048041,0.0301228057422242,0.123624026072933
"Keratinocyte","20_days","HALLMARK_IL6_JAK_STAT3_SIGNALING",87,60,45,"OK",6,6,-4.74442154308097,0.00216450216450216,-2.67210302445375,0.00432900432900433,0.00450937950937951,0.00923247368744999,0.854144504619461,0.481062252455769
"Keratinocyte","20_days","HALLMARK_INFLAMMATORY_RESPONSE",200,126,99,"OK",6,6,0.824355493593377,0.30952380952381,-1.24259044237992,0.17965367965368,0.36367027228646,0.248751248751249,0.123810349930891,0.186625258990176
"Keratinocyte","20_days","HALLMARK_INTERFERON_ALPHA_RESPONSE",97,89,61,"OK",6,6,0.502235090613928,0.17965367965368,1.69087673336731,0.025974025974026,0.2245670995671,0.0460169751508334,0.0840240204644542,0.282883979838314
"Keratinocyte","20_days","HALLMARK_INTERFERON_GAMMA_RESPONSE",200,162,114,"OK",6,6,0.517599570330634,0.393939393939394,2.39855226442474,0.00216450216450216,0.44540886249429,0.00496952027564273,0.0754740455971482,0.349746122966636
"Keratinocyte","20_days","HALLMARK_KRAS_SIGNALING_DN",200,92,62,"OK",6,6,-0.687894011253335,0.17965367965368,-0.720562693855602,0.24025974025974,0.2245670995671,0.320821611622799,0.114649001875556,0.120093782309267
"Keratinocyte","20_days","HALLMARK_KRAS_SIGNALING_UP",200,138,111,"OK",6,6,0.935464159698068,0.937229437229437,0.163816289112402,1,0.954192865957572,1,0.137161233576604,0.0240193534532106
"Keratinocyte","20_days","HALLMARK_MITOTIC_SPINDLE",199,197,158,"OK",6,6,1.55099343442603,0.0151515151515152,0.293855777071174,0.937229437229437,0.0259246456965088,0.956356568601467,0.211828553125102,0.0401336605963616
"Keratinocyte","20_days","HALLMARK_MTORC1_SIGNALING",200,195,127,"OK",6,6,1.77202173678109,0.00216450216450216,7.31924437032878,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.252740593369074,1.04393198275912
