"cell_type","timepoint","pathway","n_pathway_genes","n_in_expression_data","n_overlap_EN_model_features","status","n_test","n_control","cohens_d_scaled","wilcox_p_scaled","cohens_d_yugene","wilcox_p_yugene","p_adj_scaled","p_adj_yugene","efficiency_score_scaled","efficiency_score_yugene"
"Fibroblast","4_days","HALLMARK_COMPLEMENT",200,141,99,"OK",6,6,1.711695721902,0.025974025974026,10.3539709983727,0.00216450216450216,0.0420442866486032,0.00496952027564273,0.257080407604382,1.55506790752964
"Fibroblast","4_days","HALLMARK_DNA_REPAIR",150,147,93,"OK",6,6,0.366421610901689,0.588744588744589,1.28112982325904,0.132034632034632,0.639939770374553,0.19104689522696,0.0557731604385712,0.195001214582935
"Fibroblast","4_days","HALLMARK_E2F_TARGETS",200,200,136,"OK",6,6,7.83212331482711,0.00216450216450216,21.1390206597888,0.00216450216450216,0.00450937950937951,0.00496952027564273,1.1017931164827,2.97375647904428
"Fibroblast","4_days","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",200,194,150,"OK",6,6,-2.53864180854103,0.00432900432900433,-0.25742468420344,0.818181818181818,0.00839677563815495,0.864276568501921,0.35025761555042,0.035517005892507
"Fibroblast","4_days","HALLMARK_ESTROGEN_RESPONSE_EARLY",200,152,122,"OK",6,6,-1.62337855516777,0.0151515151515152,1.28683974288796,0.0930735930735931,0.0259246456965088,0.141976667400396,0.233438701283579,0.185045069976802
"Fibroblast","4_days","HALLMARK_ESTROGEN_RESPONSE_LATE",200,140,122,"OK",6,6,-13.8968759255512,0.00216450216450216,-1.22259281100465,0.132034632034632,0.00450937950937951,0.19104689522696,1.99834392146719,0.175806485240943
"Fibroblast","4_days","HALLMARK_FATTY_ACID_METABOLISM",158,127,89,"OK",6,6,-3.71746182670335,0.00216450216450216,6.24668705752262,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.571232196501802,0.959877716321407
"Fibroblast","4_days","HALLMARK_G2M_CHECKPOINT",200,197,141,"OK",6,6,14.6883655064784,0.00216450216450216,5.95609584668646,0.00216450216450216,0.00450937950937951,0.00496952027564273,2.05148456104625,0.831871910336091
"Fibroblast","4_days","HALLMARK_GLYCOLYSIS",200,166,117,"OK",6,6,-0.882629573197456,0.17965367965368,-1.02351453085788,0.17965367965368,0.2245670995671,0.248751248751249,0.12801347381428,0.148446930142911
"Fibroblast","4_days","HALLMARK_HEDGEHOG_SIGNALING",36,26,24,"OK",6,6,-2.81334719934329,0.00216450216450216,-2.00057674671345,0.00865800865800866,0.00450937950937951,0.0173160173160173,0.598528513935692,0.425614807693912
"Fibroblast","4_days","HALLMARK_HEME_METABOLISM",200,157,123,"OK",6,6,7.74245096619875,0.00216450216450216,5.79682585870629,0.00216450216450216,0.00450937950937951,0.00496952027564273,1.11149737772483,0.832185669526156
"Fibroblast","4_days","HALLMARK_HYPOXIA",200,168,120,"OK",6,6,8.25736435184962,0.00216450216450216,2.00046670853859,0.00216450216450216,0.00450937950937951,0.00496952027564273,1.19141210374497,0.288636924342315
"Fibroblast","4_days","HALLMARK_IL2_STAT5_SIGNALING",199,147,112,"OK",6,6,4.54646290303427,0.00216450216450216,2.89922777610991,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.66537920171543,0.424304762713836
"Fibroblast","4_days","HALLMARK_IL6_JAK_STAT3_SIGNALING",87,57,43,"OK",6,6,-2.11076035409817,0.00432900432900433,-0.080913254149393,1,0.00839677563815495,1,0.384343921272919,0.0147333245682535
"Fibroblast","4_days","HALLMARK_INFLAMMATORY_RESPONSE",200,117,95,"OK",6,6,11.4114089026671,0.00216450216450216,3.44760927947386,0.00216450216450216,0.00450937950937951,0.00496952027564273,1.72902418191412,0.522371940646925
"Fibroblast","4_days","HALLMARK_INTERFERON_ALPHA_RESPONSE",97,88,59,"OK",6,6,-1.04365848421288,0.24025974025974,-1.4963610639194,0.0151515151515152,0.290636782572266,0.0284090909090909,0.175974490996721,0.252306075745769
"Fibroblast","4_days","HALLMARK_INTERFERON_GAMMA_RESPONSE",200,155,104,"OK",6,6,5.49818416076386,0.00216450216450216,1.99348496135482,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.817218960583092,0.296300316690388
"Fibroblast","4_days","HALLMARK_KRAS_SIGNALING_DN",200,77,57,"OK",6,6,-0.348736994165945,0.818181818181818,0.939220200551445,0.17965367965368,0.854250158194474,0.248751248751249,0.0592823652973091,0.15965955994106
"Fibroblast","4_days","HALLMARK_KRAS_SIGNALING_UP",200,130,106,"OK",6,6,4.11421625284186,0.00216450216450216,0.349594777664185,0.818181818181818,0.00450937950937951,0.864276568501921,0.609072505134119,0.0517543449172493
"Fibroblast","4_days","HALLMARK_MITOTIC_SPINDLE",199,194,155,"OK",6,6,11.9494915818508,0.00216450216450216,7.50176168814707,0.00216450216450216,0.00450937950937951,0.00496952027564273,1.63812376176876,1.0283963959726
"Fibroblast","4_days","HALLMARK_MTORC1_SIGNALING",200,192,125,"OK",6,6,1.29682427933357,0.17965367965368,0.556984411175196,0.30952380952381,0.2245670995671,0.395698051948052,0.185560565035669,0.0796980313376319
"Fibroblast","4_days","HALLMARK_MYC_TARGETS_V1",200,199,104,"OK",6,6,-6.18948232750691,0.00216450216450216,-7.54869300356108,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.919969605661569,1.12199498411745
"Fibroblast","4_days","HALLMARK_MYC_TARGETS_V2",58,56,39,"OK",6,6,-6.33045331118744,0.00216450216450216,-1.03220555254738,0.393939393939394,0.00450937950937951,0.480413895048041,1.18159437476869,0.192663655277193
"Fibroblast","4_days","HALLMARK_MYOGENESIS",200,144,117,"OK",6,6,3.22466787068808,0.00216450216450216,3.5497938609547,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.467694431004217,0.514849555538015
"Fibroblast","4_days","HALLMARK_NOTCH_SIGNALING",32,29,23,"OK",6,6,-2.54079917956499,0.00216450216450216,-0.861434803519947,0.393939393939394,0.00450937950937951,0.480413895048041,0.547131322705375,0.1854998880923
"Fibroblast","4_days","HALLMARK_OXIDATIVE_PHOSPHORYLATION",200,197,101,"OK",6,6,-2.53261327422711,0.00216450216450216,0.016151581228259,0.699134199134199,0.00450937950937951,0.772998500271228,0.378765134905928,0.00241555072980202
"Fibroblast","4_days","HALLMARK_P53_PATHWAY",200,180,132,"OK",6,6,3.20726158435806,0.00216450216450216,2.91844475701259,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.453894862902273,0.413021217019696
"Fibroblast","4_days","HALLMARK_PANCREAS_BETA_CELLS",40,13,9,"OK",6,6,-0.867182551907626,0.17965367965368,0.456852223380671,0.393939393939394,0.2245670995671,0.480413895048041,0.250671973753081,0.132059908604475
"Fibroblast","4_days","HALLMARK_PEROXISOME",104,86,66,"OK",6,6,1.99430697259368,0.0151515151515152,1.22438192493731,0.0930735930735931,0.0259246456965088,0.141976667400396,0.327608894641575,0.201131728745933
"Fibroblast","4_days","HALLMARK_PI3K_AKT_MTOR_SIGNALING",105,88,67,"OK",6,6,4.61434303006268,0.00216450216450216,2.42203298380498,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.755394050185473,0.396500497123726
"Fibroblast","4_days","HALLMARK_PROTEIN_SECRETION",96,92,73,"OK",6,6,4.67678112638738,0.00216450216450216,3.60680234027608,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.750829548710955,0.579050783060912
"Fibroblast","4_days","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",49,46,25,"OK",6,6,-2.36569578208992,0.00216450216450216,2.95809170026363,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.497529285606343,0.622116022496369
"Fibroblast","4_days","HALLMARK_SPERMATOGENESIS",135,70,51,"OK",6,6,-5.40737947174894,0.00216450216450216,-1.6393562386171,0.0411255411255411,0.00450937950937951,0.0706354713988302,0.944038855749316,0.286204435208434
"Fibroblast","4_days","HALLMARK_TGF_BETA_SIGNALING",54,52,39,"OK",6,6,-2.14084685155671,0.00432900432900433,0.0621578660999767,0.818181818181818,0.00839677563815495,0.864276568501921,0.39959422693636,0.011601915585028
"Fibroblast","4_days","HALLMARK_TNFA_SIGNALING_VIA_NFKB",200,173,150,"OK",6,6,3.35021547953547,0.00216450216450216,1.24715129960952,0.0930735930735931,0.00450937950937951,0.141976667400396,0.462230820233982,0.172070056895061
"Fibroblast","4_days","HALLMARK_UNFOLDED_PROTEIN_RESPONSE",113,111,78,"OK",6,6,7.91193377568112,0.00216450216450216,-1.64915186960644,0.0649350649350649,0.00450937950937951,0.103619784470848,1.25150644817989,0.260862168131924
"Fibroblast","4_days","HALLMARK_UV_RESPONSE_DN",144,142,127,"OK",6,6,-2.364901244708,0.00216450216450216,3.21682312123715,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.337302038366924,0.458810277294736
"Fibroblast","4_days","HALLMARK_UV_RESPONSE_UP",158,132,91,"OK",6,6,3.37081392354108,0.00216450216450216,3.30910709512747,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.515481275330873,0.506044766722336
"Fibroblast","4_days","HALLMARK_WNT_BETA_CATENIN_SIGNALING",42,34,25,"OK",6,6,2.10738447396288,0.0151515151515152,-1.14854808447937,0.0649350649350649,0.0259246456965088,0.103619784470848,0.443203855612572,0.241551053301846
"Fibroblast","4_days","HALLMARK_XENOBIOTIC_METABOLISM",200,132,98,"OK",6,6,-0.687510430556327,0.30952380952381,5.57834530741187,0.00216450216450216,0.36367027228646,0.00496952027564273,0.103480630964657,0.839624631851192
"Fibroblast","10_days","HALLMARK_ADIPOGENESIS",200,187,135,"OK",6,6,1.47904055928938,0.17965367965368,3.27270199937418,0.00216450216450216,0.2245670995671,0.00496952027564273,0.208373326860546,0.461071739479819
"Fibroblast","10_days","HALLMARK_ALLOGRAFT_REJECTION",200,104,76,"OK",6,6,2.80657854404054,0.00216450216450216,2.99473789856848,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.446523300548389,0.476459229543241
"Fibroblast","10_days","HALLMARK_ANDROGEN_RESPONSE",101,88,66,"OK",6,6,-9.9774227367991,0.00216450216450216,-1.20818859707114,0.0930735930735931,0.00450937950937951,0.141976667400396,1.63901168631196,0.198471617581649
"Fibroblast","10_days","HALLMARK_ANGIOGENESIS",36,29,26,"OK",6,6,2.30222879365862,0.00216450216450216,0.788487355865373,0.393939393939394,0.00450937950937951,0.480413895048041,0.478897196272173,0.16401688010335
"Fibroblast","10_days","HALLMARK_APICAL_JUNCTION",200,146,121,"OK",6,6,10.3484699928753,0.00216450216450216,11.2483901960422,0.00216450216450216,0.00450937950937951,0.00496952027564273,1.49059393176876,1.62021846513846
"Fibroblast","10_days","HALLMARK_APICAL_SURFACE",44,26,22,"OK",6,6,1.82519855036686,0.00216450216450216,1.24953613871057,0.393939393939394,0.00450937950937951,0.480413895048041,0.398083637560782,0.272529194843804
"Fibroblast","10_days","HALLMARK_APOPTOSIS",161,140,107,"OK",6,6,0.887626103347246,0.17965367965368,6.03070716154383,0.00216450216450216,0.2245670995671,0.00496952027564273,0.131146857229912,0.891037665665613
