"analysis","label","model","pathway","n_studies","contrib_diff_within_study","contrib_diff_pooled","wilcox_p_pooled","p_adj_pooled","studies_positive","p_perm","p_perm_adj"
"meta_analysis","RS","scaled","HALLMARK TNFA SIGNALING VIA NFKB",6,1.78113102145932,0.366808405420567,0.721828954083545,0.777981578731693,4,0.0401959804019598,0.0540268553789782
"meta_analysis","RS","scaled","HALLMARK UNFOLDED PROTEIN RESPONSE",6,1.08465355369196,1.19698968923006,2.55463544096557e-06,9.67664939759685e-06,6,0.0003999600039996,0.000819590172130328
"meta_analysis","RS","scaled","HALLMARK UV RESPONSE DN",6,0.783233523305307,0.163183888028459,0.846026897260918,0.872037730610696,5,0.155484451554845,0.190544671023094
"meta_analysis","RS","scaled","HALLMARK UV RESPONSE UP",6,-0.304206369589815,-0.0875637352775742,0.846026897260918,0.872037730610696,2,0.615038496150385,0.668520104511288
"meta_analysis","RS","scaled","HALLMARK WNT BETA CATENIN SIGNALING",6,2.01811579612543,1.53710793602776,0.00011235726043668,0.000315610282125505,6,0.0004999500049995,0.000991964295633929
"meta_analysis","RS","scaled","HALLMARK XENOBIOTIC METABOLISM",6,0.70927602909677,-0.552220147523349,0.17064935992765,0.226927340329322,4,0.120687931206879,0.149366251493663
"meta_analysis","RS","scaled","Lysosomal Genes",6,-0.742936054218559,0.435803975323518,0.280661350835104,0.35798641688151,2,0.0435956404359564,0.0579729261116441
"meta_analysis","SIPS","scaled","HALLMARK ADIPOGENESIS",4,2.42839641936367,1.71279971125156,0.000728830561107952,0.00180403604234641,4,9.99900009999e-05,0.00025507653316301
"meta_analysis","SIPS","scaled","HALLMARK ALLOGRAFT REJECTION",4,3.35643797020692,2.64706846636999,3.31422795241121e-05,0.000104880631405418,4,9.99900009999e-05,0.00025507653316301
"meta_analysis","SIPS","scaled","HALLMARK ANDROGEN RESPONSE",4,-1.893016719269,-1.67271634465937,5.57629806657619e-16,1.54897168516005e-14,0,9.99900009999e-05,0.00025507653316301
"meta_analysis","SIPS","scaled","HALLMARK ANGIOGENESIS",4,1.61796798075325,0.2484493683671,0.133943161507514,0.181987991178688,3,0.0003999600039996,0.000819590172130328
"meta_analysis","SIPS","scaled","HALLMARK APICAL JUNCTION",4,3.1365797860116,2.27246414714918,0.000455735372095756,0.00117457570127772,4,9.99900009999e-05,0.00025507653316301
"meta_analysis","SIPS","scaled","HALLMARK APICAL SURFACE",4,-0.142715257018077,-0.421674040098841,1.25502308622479e-06,4.98025034216187e-06,1,0.0012998700129987,0.00233789570683219
"meta_analysis","SIPS","scaled","HALLMARK APOPTOSIS",4,2.10486632012061,2.56274840239964,4.57156534849901e-11,3.57153542851485e-10,4,9.99900009999e-05,0.00025507653316301
"meta_analysis","SIPS","scaled","HALLMARK BILE ACID METABOLISM",4,0.642285354546703,0.241248734744586,0.680694024730309,0.743382610164431,4,0.000999900009999,0.0018795112969906
"meta_analysis","SIPS","scaled","HALLMARK CHOLESTEROL HOMEOSTASIS",4,-0.255065716224388,-0.503185352093809,0.00218756969147816,0.00463468154974187,2,0.0446955304469553,0.0591210720197822
"meta_analysis","SIPS","scaled","HALLMARK COAGULATION",4,2.60952431523867,2.68058483674958,9.8526897751583e-10,6.00773766777945e-09,4,9.99900009999e-05,0.00025507653316301
"meta_analysis","SIPS","scaled","HALLMARK COMPLEMENT",4,2.96306804053042,2.80919480068551,7.0318675993164e-08,3.38070557659442e-07,4,9.99900009999e-05,0.00025507653316301
"meta_analysis","SIPS","scaled","HALLMARK DNA REPAIR",4,0.338761767923475,0.75783208898166,6.43897690122408e-06,2.26724538775496e-05,3,9.99900009999e-05,0.00025507653316301
"meta_analysis","SIPS","scaled","HALLMARK E2F TARGETS",4,4.14942193141534,4.21760686704202,1.33226762955019e-15,3.33066907387547e-14,4,9.99900009999e-05,0.00025507653316301
"meta_analysis","SIPS","scaled","HALLMARK EPITHELIAL MESENCHYMAL TRANSITION",4,1.77448588418157,-1.6647623788269,0.0171847969597973,0.0298347169440925,2,0.0406959304069593,0.054406324073475
"meta_analysis","SIPS","scaled","HALLMARK ESTROGEN RESPONSE EARLY",4,-0.228086340217396,0.354764078862456,0.967580040452924,0.971465904069201,3,0.324667533246675,0.375772607924393
"meta_analysis","SIPS","scaled","HALLMARK ESTROGEN RESPONSE LATE",4,-1.0586374323099,-0.992175667021402,1.66906236970289e-07,7.58664713501312e-07,1,9.99900009999e-05,0.00025507653316301
"meta_analysis","SIPS","scaled","HALLMARK FATTY ACID METABOLISM",4,0.422446075627954,-0.402183815900671,0.419210810979396,0.49669527367227,3,0.0024997500249975,0.0041662500416625
"meta_analysis","SIPS","scaled","HALLMARK G2M CHECKPOINT",4,2.13918430630133,1.84642896446458,4.6916306395417e-09,2.60646146641206e-08,4,9.99900009999e-05,0.00025507653316301
"meta_analysis","SIPS","scaled","HALLMARK GLYCOLYSIS",4,-0.425933378988893,-0.437470420706177,0.0831965628145249,0.121632401775621,1,0.0313968603139686,0.0431275553763305
"meta_analysis","SIPS","scaled","HALLMARK HEDGEHOG SIGNALING",4,-0.718194927099705,-1.04335676720173,0.000115229348135521,0.000320081522598669,1,9.99900009999e-05,0.00025507653316301
"meta_analysis","SIPS","scaled","HALLMARK HEME METABOLISM",4,2.19767387560709,2.37708186758122,2.73114864057789e-14,4.87705114388908e-13,4,9.99900009999e-05,0.00025507653316301
"meta_analysis","SIPS","scaled","HALLMARK HYPOXIA",4,2.78195330697536,3.38262779206412,3.24360538428436e-11,2.61581079377771e-10,4,9.99900009999e-05,0.00025507653316301
"meta_analysis","SIPS","scaled","HALLMARK IL2 STAT5 SIGNALING",4,0.501892181418451,0.175787183737842,0.307173919386475,0.38205711366477,3,0.0001999800019998,0.000480721158653365
"meta_analysis","SIPS","scaled","HALLMARK IL6 JAK STAT3 SIGNALING",4,-0.323729179217274,-0.325797699307841,0.00409884270669317,0.0080055521615101,2,0.0004999500049995,0.000991964295633929
"meta_analysis","SIPS","scaled","HALLMARK INFLAMMATORY RESPONSE",4,3.49916921860543,4.78323037562157,8.77076189453874e-14,1.21816137424149e-12,4,9.99900009999e-05,0.00025507653316301
"meta_analysis","SIPS","scaled","HALLMARK INTERFERON ALPHA RESPONSE",4,0.263802983610083,-0.497633611610584,0.0458669239662624,0.0712219316246311,2,0.282371762823718,0.329873554700605
"meta_analysis","SIPS","scaled","HALLMARK INTERFERON GAMMA RESPONSE",4,4.82641669074399,4.63328581506954,1.06623376794346e-10,7.83995417605484e-10,4,9.99900009999e-05,0.00025507653316301
"meta_analysis","SIPS","scaled","HALLMARK KRAS SIGNALING DN",4,0.245958272419907,0.402470878416979,0.142036502668208,0.190263991514539,3,0.0285971402859714,0.0397182503971825
"meta_analysis","SIPS","scaled","HALLMARK KRAS SIGNALING UP",4,3.0888977918637,2.44057937818205,7.4091629156392e-05,0.000223167557699976,3,9.99900009999e-05,0.00025507653316301
"meta_analysis","SIPS","scaled","HALLMARK MITOTIC SPINDLE",4,2.97002735571778,2.68610889128074,2.22044604925031e-16,7.93016446160826e-15,4,9.99900009999e-05,0.00025507653316301
"meta_analysis","SIPS","scaled","HALLMARK MTORC1 SIGNALING",4,1.7613957753494,2.59657919183317,3.88578058618805e-14,6.07153216591882e-13,4,9.99900009999e-05,0.00025507653316301
"meta_analysis","SIPS","scaled","HALLMARK MYC TARGETS",4,-0.999711877706993,-1.32343240360914,5.42377892525088e-13,6.68512864113576e-12,0,9.99900009999e-05,0.00025507653316301
"meta_analysis","SIPS","scaled","HALLMARK MYOGENESIS",4,3.84596172910175,4.41001807302747,6.17190232254927e-09,3.35429474051591e-08,4,9.99900009999e-05,0.00025507653316301
"meta_analysis","SIPS","scaled","HALLMARK NOTCH SIGNALING",4,-0.401963661310211,-0.198674054375789,0.0119092644175495,0.021266543602767,1,9.99900009999e-05,0.00025507653316301
"meta_analysis","SIPS","scaled","HALLMARK OXIDATIVE PHOSPHORYLATION",4,-1.70985795854456,-1.70747374466214,3.08045442066306e-10,2.02661475043622e-09,0,9.99900009999e-05,0.00025507653316301
"meta_analysis","SIPS","scaled","HALLMARK P53 PATHWAY",4,3.59087269695009,5.31687030466618,6.78124223441046e-13,7.70595708455734e-12,4,9.99900009999e-05,0.00025507653316301
"meta_analysis","SIPS","scaled","HALLMARK PANCREAS BETA CELLS",4,0.104113643654443,0.169266653649321,5.29349311051419e-08,2.70076179107867e-07,3,0.0004999500049995,0.000991964295633929
"meta_analysis","SIPS","scaled","HALLMARK PEROXISOME",4,0.0397296967063735,0.365569531808431,0.00112768350757397,0.00261037848975457,2,0.583441655834417,0.639738657713176
"meta_analysis","SIPS","scaled","HALLMARK PI3K AKT MTOR SIGNALING",4,1.95711843754222,2.43998922471134,0,0,4,9.99900009999e-05,0.00025507653316301
"meta_analysis","SIPS","scaled","HALLMARK PROTEIN SECRETION",4,0.342230229510211,0.523125322232759,2.22044604925031e-16,7.93016446160826e-15,4,9.99900009999e-05,0.00025507653316301
"meta_analysis","SIPS","scaled","HALLMARK REACTIVE OXYGEN SPECIES PATHWAY",4,-0.229981387165551,-0.187695026041889,1.9815297881283e-06,7.74035073487619e-06,0,9.99900009999e-05,0.00025507653316301
"meta_analysis","SIPS","scaled","HALLMARK SPERMATOGENESIS",4,-0.569977444503934,0.00901993046689374,0.768249068978136,0.815518018198789,0,9.99900009999e-05,0.00025507653316301
"meta_analysis","SIPS","scaled","HALLMARK TGF BETA SIGNALING",4,-0.300973219144757,0.249436599135393,0.46752985296236,0.546179734769112,1,0.0022997700229977,0.00385867453523104
"meta_analysis","SIPS","scaled","HALLMARK TNFA SIGNALING VIA NFKB",4,2.06630955038126,2.26728926669374,2.72679969492984e-07,1.21732129237939e-06,4,9.99900009999e-05,0.00025507653316301
"meta_analysis","SIPS","scaled","HALLMARK UNFOLDED PROTEIN RESPONSE",4,0.496567651280587,0.955496452092532,0,0,4,9.99900009999e-05,0.00025507653316301
"meta_analysis","SIPS","scaled","HALLMARK UV RESPONSE DN",4,0.40055132154752,-0.497870852626571,0.112943695551824,0.159524993717266,2,0.114288571142886,0.142149964108067
"meta_analysis","SIPS","scaled","HALLMARK UV RESPONSE UP",4,2.54031295525343,2.58995796794908,2.3615114472797e-06,9.08273633569114e-06,4,9.99900009999e-05,0.00025507653316301
"meta_analysis","SIPS","scaled","HALLMARK WNT BETA CATENIN SIGNALING",4,1.07167961024116,1.55655400759966,2.88500112688439e-10,1.9493250857327e-09,4,9.99900009999e-05,0.00025507653316301
"meta_analysis","SIPS","scaled","HALLMARK XENOBIOTIC METABOLISM",4,-0.386966939929556,-0.726972380318667,0.00598645906480248,0.011337990653035,1,0.0547945205479452,0.0713470319634703
"meta_analysis","SIPS","scaled","Lysosomal Genes",4,0.624908601036415,0.326257506554782,0.228564039490422,0.294541288003122,2,0.0086991300869913,0.0127180264429697
"meta_analysis","OIS","scaled","HALLMARK ADIPOGENESIS",15,1.98513092322054,1.08285442847122,0.0013507705340976,0.0030422759776973,15,9.99900009999e-05,0.00025507653316301
"meta_analysis","OIS","scaled","HALLMARK ALLOGRAFT REJECTION",15,4.47315952752877,4.97942601958757,5.61550805855404e-13,6.68512864113576e-12,13,9.99900009999e-05,0.00025507653316301
"meta_analysis","OIS","scaled","HALLMARK ANDROGEN RESPONSE",15,-1.19787556111083,-1.38234327720971,1.68386043863097e-11,1.40321703219248e-10,2,9.99900009999e-05,0.00025507653316301
"meta_analysis","OIS","scaled","HALLMARK ANGIOGENESIS",15,4.14078418903423,3.83878830972366,8.83737527601625e-13,9.60584269132201e-12,15,9.99900009999e-05,0.00025507653316301
"meta_analysis","OIS","scaled","HALLMARK APICAL JUNCTION",15,5.52644631587313,6.66547037576242,3.5527136788005e-15,7.40148683083438e-14,15,9.99900009999e-05,0.00025507653316301
"meta_analysis","OIS","scaled","HALLMARK APICAL SURFACE",15,0.334369320177716,0.109245416183604,0.0116431910415402,0.0209409910819069,13,9.99900009999e-05,0.00025507653316301
"meta_analysis","OIS","scaled","HALLMARK APOPTOSIS",15,1.1284897253189,1.51526629803381,4.46995131575534e-07,1.89068922092546e-06,9,9.99900009999e-05,0.00025507653316301
"meta_analysis","OIS","scaled","HALLMARK BILE ACID METABOLISM",15,-0.503205433390355,0.0667432575456329,0.527878248846455,0.597147340324044,5,0.0036996300369963,0.00585384499524731
"meta_analysis","OIS","scaled","HALLMARK CHOLESTEROL HOMEOSTASIS",15,0.688852654923147,0.682672173144148,1.0774409977321e-05,3.64000337071657e-05,12,9.99900009999e-05,0.00025507653316301
"meta_analysis","OIS","scaled","HALLMARK COAGULATION",15,2.23040372119434,2.80008068671101,9.25775012206032e-11,7.01344706216691e-10,13,9.99900009999e-05,0.00025507653316301
"meta_analysis","OIS","scaled","HALLMARK COMPLEMENT",15,3.10438507232412,3.56201242737348,2.50910403565285e-14,4.82520006856318e-13,15,9.99900009999e-05,0.00025507653316301
"meta_analysis","OIS","scaled","HALLMARK DNA REPAIR",15,0.154688332565912,0.0910543352814478,0.284709528783863,0.359481728262453,7,0.087991200879912,0.112233674591724
"meta_analysis","OIS","scaled","HALLMARK E2F TARGETS",15,3.53087818907312,3.79662643227781,5.73252556534953e-12,5.73252556534953e-11,15,9.99900009999e-05,0.00025507653316301
"meta_analysis","OIS","scaled","HALLMARK EPITHELIAL MESENCHYMAL TRANSITION",15,7.16332325981756,7.53551126536504,3.5527136788005e-15,7.40148683083438e-14,15,9.99900009999e-05,0.00025507653316301
"meta_analysis","OIS","scaled","HALLMARK ESTROGEN RESPONSE EARLY",15,-0.304601492603585,-0.545753545573411,0.00666248459806907,0.0124300085784871,6,0.174382561743826,0.210606958627809
"meta_analysis","OIS","scaled","HALLMARK ESTROGEN RESPONSE LATE",15,-1.70723300456683,-1.37881865793674,1.27397528175508e-07,6.00931736676924e-07,3,9.99900009999e-05,0.00025507653316301
"meta_analysis","OIS","scaled","HALLMARK FATTY ACID METABOLISM",15,0.855572600920362,0.3136189417806,0.0329284626698965,0.0534552965420397,12,9.99900009999e-05,0.00025507653316301
"meta_analysis","OIS","scaled","HALLMARK G2M CHECKPOINT",15,2.37212948874622,2.40575213452788,3.12537906665966e-09,1.81708085270911e-08,14,9.99900009999e-05,0.00025507653316301
"meta_analysis","OIS","scaled","HALLMARK GLYCOLYSIS",15,-1.96331035535619,-2.84153215732635,6.74908845804642e-08,3.3083766951208e-07,1,9.99900009999e-05,0.00025507653316301
"meta_analysis","OIS","scaled","HALLMARK HEDGEHOG SIGNALING",15,-0.040372282675411,0.181785171050015,0.836801647485563,0.871668382797462,7,0.644435556444356,0.691454459704244
"meta_analysis","OIS","scaled","HALLMARK HEME METABOLISM",15,2.23562876902328,2.08023137412614,4.32875957301349e-12,4.50912455522238e-11,15,9.99900009999e-05,0.00025507653316301
"meta_analysis","OIS","scaled","HALLMARK HYPOXIA",15,-0.0774153223807232,-0.467902224221221,0.379229056665818,0.458006107084321,7,0.744025597440256,0.775026664000267
"meta_analysis","OIS","scaled","HALLMARK IL2 STAT5 SIGNALING",15,-0.668146683187216,-0.998782624121002,0.00103705672095358,0.00249292480998457,4,0.0001999800019998,0.000480721158653365
"meta_analysis","OIS","scaled","HALLMARK IL6 JAK STAT3 SIGNALING",15,-0.722727041798129,-0.967423753686685,4.9303584283118e-16,1.54073700884744e-14,1,9.99900009999e-05,0.00025507653316301
"meta_analysis","OIS","scaled","HALLMARK INFLAMMATORY RESPONSE",15,4.23708837448793,4.40364012319001,3.50019568884363e-10,2.18762251146348e-09,14,9.99900009999e-05,0.00025507653316301
"meta_analysis","OIS","scaled","HALLMARK INTERFERON ALPHA RESPONSE",15,-1.85316666579928,-1.92248213063324,3.50019601834157e-10,2.18762251146348e-09,0,9.99900009999e-05,0.00025507653316301
"meta_analysis","OIS","scaled","HALLMARK INTERFERON GAMMA RESPONSE",15,4.92019558403045,5.47068983655464,3.530509218308e-14,5.88418203051333e-13,14,9.99900009999e-05,0.00025507653316301
"meta_analysis","OIS","scaled","HALLMARK KRAS SIGNALING DN",15,-0.0162347570133244,0.285447099331659,0.174547036732265,0.230882323719927,4,0.885111488851115,0.892249484728946
"meta_analysis","OIS","scaled","HALLMARK KRAS SIGNALING UP",15,6.43818554982542,5.46706220667927,1.45661260830821e-13,1.91659553724764e-12,15,9.99900009999e-05,0.00025507653316301
"meta_analysis","OIS","scaled","HALLMARK MITOTIC SPINDLE",15,2.44556057524765,2.56710819489219,1.58431046060059e-11,1.3657848798281e-10,15,9.99900009999e-05,0.00025507653316301
"meta_analysis","OIS","scaled","HALLMARK MTORC1 SIGNALING",15,1.16905713357811,1.03971076825748,0.000308469203191386,0.000838231530411375,10,9.99900009999e-05,0.00025507653316301
"meta_analysis","OIS","scaled","HALLMARK MYC TARGETS",15,-2.10446121105544,-2.28182941114206,3.48305781191214e-20,2.17691113244509e-18,0,9.99900009999e-05,0.00025507653316301
"meta_analysis","OIS","scaled","HALLMARK MYOGENESIS",15,6.89705727444657,6.71460698066186,1.16684439888104e-11,1.12196576815485e-10,15,9.99900009999e-05,0.00025507653316301
"meta_analysis","OIS","scaled","HALLMARK NOTCH SIGNALING",15,-0.89825108510915,-1.06678748886886,5.33841255362339e-17,2.6692062768117e-15,0,9.99900009999e-05,0.00025507653316301
"meta_analysis","OIS","scaled","HALLMARK OXIDATIVE PHOSPHORYLATION",15,-0.599437554450835,-0.601609110574839,0.000830892682766724,0.00201672981254059,5,0.0002999700029997,0.000714214292856429
"meta_analysis","OIS","scaled","HALLMARK P53 PATHWAY",15,1.3111444562141,0.833741773596405,0.0553786316091225,0.0839070175895795,10,9.99900009999e-05,0.00025507653316301
"meta_analysis","OIS","scaled","HALLMARK PANCREAS BETA CELLS",15,0.135475365092101,0.0635819508513055,0.00162261151689935,0.00355835858969156,14,9.99900009999e-05,0.00025507653316301
"meta_analysis","OIS","scaled","HALLMARK PEROXISOME",15,-0.0256497006636931,-0.0531584979614157,0.474352875116201,0.549019531384492,8,0.714528547145285,0.753391047449877
"meta_analysis","OIS","scaled","HALLMARK PI3K AKT MTOR SIGNALING",15,1.71898051371429,1.80441845311365,4.9737991503207e-14,7.3144105151775e-13,15,9.99900009999e-05,0.00025507653316301
"meta_analysis","OIS","scaled","HALLMARK PROTEIN SECRETION",15,0.0117929379316024,0.0947156076678685,0.0174733034180627,0.0301263852035565,6,0.772422757724228,0.801268420875755
"meta_analysis","OIS","scaled","HALLMARK REACTIVE OXYGEN SPECIES PATHWAY",15,-0.0573594782061663,-0.0339227718362911,0.190531156090142,0.250698889592292,7,0.0108989101089891,0.0155698715842701
"meta_analysis","OIS","scaled","HALLMARK SPERMATOGENESIS",15,0.10725728392653,0.0983528186726951,0.59348521406198,0.662371890694175,8,0.189381061893811,0.227621468622369
"meta_analysis","OIS","scaled","HALLMARK TGF BETA SIGNALING",15,0.308002820554101,0.308561051843272,0.0039567086127148,0.00781611624521813,12,0.0043995600439956,0.00670664640852988
"meta_analysis","OIS","scaled","HALLMARK TNFA SIGNALING VIA NFKB",15,3.46758358579571,4.11822618101077,1.49054102394075e-11,1.3308401999471e-10,15,9.99900009999e-05,0.00025507653316301
"meta_analysis","OIS","scaled","HALLMARK UNFOLDED PROTEIN RESPONSE",15,-0.280001350996333,-0.231017415714227,0.0216269003670307,0.0362867455822663,5,9.99900009999e-05,0.00025507653316301
"meta_analysis","OIS","scaled","HALLMARK UV RESPONSE DN",15,0.739251939593724,0.182282519793865,0.675495895848094,0.743382610164431,9,0.0016998300169983,0.00291066783732586
"meta_analysis","OIS","scaled","HALLMARK UV RESPONSE UP",15,2.8127171145529,3.25415773547764,1.86233028998117e-10,1.33023592141512e-09,12,9.99900009999e-05,0.00025507653316301
"meta_analysis","OIS","scaled","HALLMARK WNT BETA CATENIN SIGNALING",15,-0.399969119072116,-0.43045140264246,0.0223969286940447,0.0373282144900746,3,0.0014998500149985,0.00258594830172155
"meta_analysis","OIS","scaled","HALLMARK XENOBIOTIC METABOLISM",15,3.08103662568395,3.15527053081958,0,0,15,9.99900009999e-05,0.00025507653316301
"meta_analysis","OIS","scaled","Lysosomal Genes",15,2.12555628990186,2.13966344731773,1.40221168010157e-11,1.2983441482422e-10,12,9.99900009999e-05,0.00025507653316301
"meta_analysis","CICQ","yugene","HALLMARK ADIPOGENESIS",6,1.23568552289692,1.956077485563,1.02514187183544e-06,5.69523262130802e-06,4,0.0045995400459954,0.00804115392656539
"meta_analysis","CICQ","yugene","HALLMARK ALLOGRAFT REJECTION",6,1.33387706397142,-2.19047613474561,0.00949728183503567,0.0173308062683133,6,0.0002999700029997,0.0006817500068175
"meta_analysis","CICQ","yugene","HALLMARK ANDROGEN RESPONSE",6,-0.191111103657106,0.998853305962963,0.0273732133993576,0.0456220223322628,2,0.448255174482552,0.504791863156027
"meta_analysis","CICQ","yugene","HALLMARK ANGIOGENESIS",6,-0.154892095959258,0.183710269249145,0.350784472903256,0.43848059112907,2,0.117288271172883,0.146610338966103
"meta_analysis","CICQ","yugene","HALLMARK APICAL JUNCTION",6,2.38360849237249,1.08874923644513,0.275177851177986,0.358304493721335,6,9.99900009999e-05,0.000271711959238859
"meta_analysis","CICQ","yugene","HALLMARK APICAL SURFACE",6,-0.0983148279016494,-0.0127451173170855,0.7880448703989,0.846240912023977,2,0.0322967703229677,0.0469429801205926
"meta_analysis","CICQ","yugene","HALLMARK APOPTOSIS",6,1.22779957943127,-1.28864053059253,0.0631363400305225,0.0956611212583674,5,0.0040995900409959,0.00732069650177839
"meta_analysis","CICQ","yugene","HALLMARK BILE ACID METABOLISM",6,0.704525247647714,0.667439914045732,0.000147326062954312,0.000413837255489639,5,0.0003999600039996,0.000869478269564348
"meta_analysis","CICQ","yugene","HALLMARK CHOLESTEROL HOMEOSTASIS",6,-0.558907195426797,-0.824310469354124,0.00252264064040248,0.0054367255181088,1,0.0128987101289871,0.0205393473391514
"meta_analysis","CICQ","yugene","HALLMARK COAGULATION",6,1.4404005058424,-0.611331907212714,0.208655664889059,0.285048722526038,4,0.0047995200479952,0.008332500083325
"meta_analysis","CICQ","yugene","HALLMARK COMPLEMENT",6,1.90062957172731,1.54212601073011,0.00136248944521578,0.00304127108307093,4,0.0011998800119988,0.00238071430952143
"meta_analysis","CICQ","yugene","HALLMARK DNA REPAIR",6,-0.222133090151706,0.124089086800444,0.476673728949889,0.570183886303695,4,0.309369063093691,0.364822008365201
"meta_analysis","CICQ","yugene","HALLMARK E2F TARGETS",6,-0.272126372259314,0.757253076467378,0.0101730006271266,0.0182967637178535,3,0.381161883811619,0.439126594253017
"meta_analysis","CICQ","yugene","HALLMARK EPITHELIAL MESENCHYMAL TRANSITION",6,0.360645674070248,0.941470622715257,0.0739271651062019,0.11066940884162,3,0.631336866313369,0.66878905329806
"meta_analysis","CICQ","yugene","HALLMARK ESTROGEN RESPONSE EARLY",6,1.94646392236871,-0.0356977047060961,0.987382201396969,0.991321814715267,5,9.99900009999e-05,0.000271711959238859
"meta_analysis","CICQ","yugene","HALLMARK ESTROGEN RESPONSE LATE",6,-0.0562366488162697,-1.02112627228854,0.000433542239652899,0.00111339558595445,3,0.812918708129187,0.836336119474472
"meta_analysis","CICQ","yugene","HALLMARK FATTY ACID METABOLISM",6,0.367025771238382,1.79141662677402,3.53668692554265e-07,2.26710700355298e-06,5,0.401259874012599,0.455977129559771
"meta_analysis","CICQ","yugene","HALLMARK G2M CHECKPOINT",6,-0.64211254067718,0.390467324122448,0.0327620052746982,0.05353268835735,1,0.0373962603739626,0.0531196880311969
"meta_analysis","CICQ","yugene","HALLMARK GLYCOLYSIS",6,0.800138877740423,3.32175020204316,2.64045083686604e-06,1.17877269502948e-05,4,0.0232976702329767,0.0348767518457735
"meta_analysis","CICQ","yugene","HALLMARK HEDGEHOG SIGNALING",6,0.138463105177894,-0.300659860951541,0.251560401966079,0.336310697815613,4,0.521347865213479,0.564229291356579
"meta_analysis","CICQ","yugene","HALLMARK HEME METABOLISM",6,1.50235942678606,1.28690372038247,9.16329803812843e-06,3.2385113135792e-05,6,9.99900009999e-05,0.000271711959238859
"meta_analysis","CICQ","yugene","HALLMARK HYPOXIA",6,-0.32166121273962,-0.481189299849048,0.139226729807175,0.195543159841538,3,0.498950104989501,0.547642604160637
"meta_analysis","CICQ","yugene","HALLMARK IL2 STAT5 SIGNALING",6,2.82472882965829,1.50253374642969,0.00125443993481222,0.002825315168496,5,9.99900009999e-05,0.000271711959238859
"meta_analysis","CICQ","yugene","HALLMARK IL6 JAK STAT3 SIGNALING",6,0.291701827177702,0.615916168535349,0.00239399977013766,0.00520434732638621,6,0.0011998800119988,0.00238071430952143
"meta_analysis","CICQ","yugene","HALLMARK INFLAMMATORY RESPONSE",6,0.0978897271160071,-2.44286583366937,0.0273732133993577,0.0456220223322628,2,0.73962603739626,0.767246926759606
"meta_analysis","CICQ","yugene","HALLMARK INTERFERON ALPHA RESPONSE",6,-0.929235778055253,-0.745076057731441,0.271714262932063,0.355646941010554,1,0.0002999700029997,0.0006817500068175
"meta_analysis","CICQ","yugene","HALLMARK INTERFERON GAMMA RESPONSE",6,0.461630384261869,-1.74104003813905,0.0188498775033494,0.0320576148016146,4,0.35046495350465,0.407517387796104
"meta_analysis","CICQ","yugene","HALLMARK KRAS SIGNALING DN",6,1.18784688225829,0.628981136109425,0.054670083371416,0.0838498211218037,6,9.99900009999e-05,0.000271711959238859
"meta_analysis","CICQ","yugene","HALLMARK KRAS SIGNALING UP",6,4.77528065297102,4.79111315924393,6.05214863114156e-07,3.60246942329855e-06,6,9.99900009999e-05,0.000271711959238859
"meta_analysis","CICQ","yugene","HALLMARK MITOTIC SPINDLE",6,0.564554624220825,1.96590722272043,0.000420799330862476,0.0010958315907877,4,0.0718928107189281,0.0956021419134682
"meta_analysis","CICQ","yugene","HALLMARK MTORC1 SIGNALING",6,0.83460722183907,1.85233759533074,0.000142699842295313,0.000405397279248048,5,0.0341965803419658,0.0491330177327095
"meta_analysis","CICQ","yugene","HALLMARK MYC TARGETS",6,0.391277673061347,0.929100119189154,0.00452916104517787,0.00898643064519418,3,0.0828917108289171,0.108497003702771
"meta_analysis","CICQ","yugene","HALLMARK MYOGENESIS",6,3.74502103402814,2.08331801997869,0.000823376949786292,0.00192377792006143,6,9.99900009999e-05,0.000271711959238859
"meta_analysis","CICQ","yugene","HALLMARK NOTCH SIGNALING",6,-0.446990303408294,-0.458645021257463,0.000267086273475474,0.000717973853428693,0,9.99900009999e-05,0.000271711959238859
"meta_analysis","CICQ","yugene","HALLMARK OXIDATIVE PHOSPHORYLATION",6,0.839063272747175,0.87509840130933,0.00734912220024553,0.0140250423668808,4,0.0051994800519948,0.00896462077930138
"meta_analysis","CICQ","yugene","HALLMARK P53 PATHWAY",6,3.37311144597113,1.01168191132216,0.739806791360687,0.800656700606804,6,0.0002999700029997,0.0006817500068175
"meta_analysis","CICQ","yugene","HALLMARK PANCREAS BETA CELLS",6,0.0150499854014914,0.0274253381411404,0.90558399835036,0.935520659452851,2,0.445755424457554,0.504248217712165
"meta_analysis","CICQ","yugene","HALLMARK PEROXISOME",6,-0.638079205991565,-0.156569627804185,0.166423255986651,0.229817387709408,1,0.0131986801319868,0.020883987550612
"meta_analysis","CICQ","yugene","HALLMARK PI3K AKT MTOR SIGNALING",6,-0.264126608575233,0.319424814384599,0.139226729807175,0.195543159841538,2,0.038996100389961,0.055079237838928
"meta_analysis","CICQ","yugene","HALLMARK PROTEIN SECRETION",6,0.378511943370311,0.118095741612566,0.248305525832364,0.333743986333822,6,0.0001999800019998,0.000520781255207813
"meta_analysis","CICQ","yugene","HALLMARK REACTIVE OXYGEN SPECIES PATHWAY",6,-1.03393661559446,-0.942275526192376,4.53765413007348e-07,2.83603383129593e-06,1,9.99900009999e-05,0.000271711959238859
