external_id,study,sra.study_title,sra.library_layout,sra.platform_model,recount_project.organism,study.1,sra.study_title.1,sra.library_layout.1,sra.platform_model.1,recount_project.organism.1,cell_line,cell_line_assubmitted,sra,study_title,abstract,sample_title,platform,full_attributes,attributes,geo,label,cell_state,cell_substate,Induction_details,time_after_treatment,genetic_manipulations,immortalised,cell_type,tissue,cancer_cell_line,cq_test,immortalisation_evidence
SRR2184440,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,IMR90,IMR-90,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],"ER:RAS-G12V expressing IMR90 cells were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively. Overall design: IMR90 cells expressing a 4-hydroxytamoxifen (4-OHT) inducible estrogen receptor (ER)-coupled RAS-G12V (ER:RAS-G12V) were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively.  The total RNA was then analysed for transcriptional profiling using mRNA-sequencing. There were 8 (eight) biological replicatesfor each of the experimental conditions. Untreated ER:RAS IMR90 cells were the control condition",GSM1861978: RIS rep 5; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,sample group;;RIS|source_name;;IMR90 cells,GEO Accession;;GSM1861978,GSM1861978,RIS rep 5,CS,Oncogene-induced CS,100nM 4OHT for 6 days,5 days,HRASG12V,no,Fibroblast,Lung,no,Oncogene-induced CS,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR2184441,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,IMR90,IMR-90,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],"ER:RAS-G12V expressing IMR90 cells were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively. Overall design: IMR90 cells expressing a 4-hydroxytamoxifen (4-OHT) inducible estrogen receptor (ER)-coupled RAS-G12V (ER:RAS-G12V) were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively.  The total RNA was then analysed for transcriptional profiling using mRNA-sequencing. There were 8 (eight) biological replicatesfor each of the experimental conditions. Untreated ER:RAS IMR90 cells were the control condition",GSM1861979: RIS rep 6; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,sample group;;RIS|source_name;;IMR90 cells,GEO Accession;;GSM1861979,GSM1861979,RIS rep 6,CS,Oncogene-induced CS,100nM 4OHT for 6 days,5 days,HRASG12V,no,Fibroblast,Lung,no,Oncogene-induced CS,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR2184442,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,IMR90,IMR-90,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],"ER:RAS-G12V expressing IMR90 cells were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively. Overall design: IMR90 cells expressing a 4-hydroxytamoxifen (4-OHT) inducible estrogen receptor (ER)-coupled RAS-G12V (ER:RAS-G12V) were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively.  The total RNA was then analysed for transcriptional profiling using mRNA-sequencing. There were 8 (eight) biological replicatesfor each of the experimental conditions. Untreated ER:RAS IMR90 cells were the control condition",GSM1861980: RIS rep 7; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,sample group;;RIS|source_name;;IMR90 cells,GEO Accession;;GSM1861980,GSM1861980,RIS rep 7,CS,Oncogene-induced CS,100nM 4OHT for 6 days,5 days,HRASG12V,no,Fibroblast,Lung,no,Oncogene-induced CS,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR2184443,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,IMR90,IMR-90,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],"ER:RAS-G12V expressing IMR90 cells were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively. Overall design: IMR90 cells expressing a 4-hydroxytamoxifen (4-OHT) inducible estrogen receptor (ER)-coupled RAS-G12V (ER:RAS-G12V) were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively.  The total RNA was then analysed for transcriptional profiling using mRNA-sequencing. There were 8 (eight) biological replicatesfor each of the experimental conditions. Untreated ER:RAS IMR90 cells were the control condition",GSM1861981: RIS rep 8; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,sample group;;RIS|source_name;;IMR90 cells,GEO Accession;;GSM1861981,GSM1861981,RIS rep 8,CS,Oncogene-induced CS,100nM 4OHT for 6 days,5 days,HRASG12V,no,Fibroblast,Lung,no,Oncogene-induced CS,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR2184444,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,IMR90,IMR-90,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],"ER:RAS-G12V expressing IMR90 cells were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively. Overall design: IMR90 cells expressing a 4-hydroxytamoxifen (4-OHT) inducible estrogen receptor (ER)-coupled RAS-G12V (ER:RAS-G12V) were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively.  The total RNA was then analysed for transcriptional profiling using mRNA-sequencing. There were 8 (eight) biological replicatesfor each of the experimental conditions. Untreated ER:RAS IMR90 cells were the control condition",GSM1861982: DDIS rep 1; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,sample group;;DDIS|source_name;;IMR90 cells,GEO Accession;;GSM1861982,GSM1861982,DDIS rep 1,CS,Stress-induced CS,100uM Etoposide for 2 days,5 days,HRASG12V,no,Fibroblast,Lung,no,Stress-induced CS,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR2184445,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,IMR90,IMR-90,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],"ER:RAS-G12V expressing IMR90 cells were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively. Overall design: IMR90 cells expressing a 4-hydroxytamoxifen (4-OHT) inducible estrogen receptor (ER)-coupled RAS-G12V (ER:RAS-G12V) were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively.  The total RNA was then analysed for transcriptional profiling using mRNA-sequencing. There were 8 (eight) biological replicatesfor each of the experimental conditions. Untreated ER:RAS IMR90 cells were the control condition",GSM1861983: DDIS rep 2; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,sample group;;DDIS|source_name;;IMR90 cells,GEO Accession;;GSM1861983,GSM1861983,DDIS rep 2,CS,Stress-induced CS,100uM Etoposide for 2 days,5 days,HRASG12V,no,Fibroblast,Lung,no,Stress-induced CS,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR2184446,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,IMR90,IMR-90,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],"ER:RAS-G12V expressing IMR90 cells were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively. Overall design: IMR90 cells expressing a 4-hydroxytamoxifen (4-OHT) inducible estrogen receptor (ER)-coupled RAS-G12V (ER:RAS-G12V) were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively.  The total RNA was then analysed for transcriptional profiling using mRNA-sequencing. There were 8 (eight) biological replicatesfor each of the experimental conditions. Untreated ER:RAS IMR90 cells were the control condition",GSM1861984: DDIS rep 3; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,sample group;;DDIS|source_name;;IMR90 cells,GEO Accession;;GSM1861984,GSM1861984,DDIS rep 3,CS,Stress-induced CS,100uM Etoposide for 2 days,5 days,HRASG12V,no,Fibroblast,Lung,no,Stress-induced CS,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR2184447,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,IMR90,IMR-90,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],"ER:RAS-G12V expressing IMR90 cells were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively. Overall design: IMR90 cells expressing a 4-hydroxytamoxifen (4-OHT) inducible estrogen receptor (ER)-coupled RAS-G12V (ER:RAS-G12V) were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively.  The total RNA was then analysed for transcriptional profiling using mRNA-sequencing. There were 8 (eight) biological replicatesfor each of the experimental conditions. Untreated ER:RAS IMR90 cells were the control condition",GSM1861985: DDIS rep 4; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,sample group;;DDIS|source_name;;IMR90 cells,GEO Accession;;GSM1861985,GSM1861985,DDIS rep 4,CS,Stress-induced CS,100uM Etoposide for 2 days,5 days,HRASG12V,no,Fibroblast,Lung,no,Stress-induced CS,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR2184448,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,IMR90,IMR-90,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],"ER:RAS-G12V expressing IMR90 cells were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively. Overall design: IMR90 cells expressing a 4-hydroxytamoxifen (4-OHT) inducible estrogen receptor (ER)-coupled RAS-G12V (ER:RAS-G12V) were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively.  The total RNA was then analysed for transcriptional profiling using mRNA-sequencing. There were 8 (eight) biological replicatesfor each of the experimental conditions. Untreated ER:RAS IMR90 cells were the control condition",GSM1861986: DDIS rep 5; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,sample group;;DDIS|source_name;;IMR90 cells,GEO Accession;;GSM1861986,GSM1861986,DDIS rep 5,CS,Stress-induced CS,100uM Etoposide for 2 days,5 days,HRASG12V,no,Fibroblast,Lung,no,Stress-induced CS,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR2184449,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,IMR90,IMR-90,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],"ER:RAS-G12V expressing IMR90 cells were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively. Overall design: IMR90 cells expressing a 4-hydroxytamoxifen (4-OHT) inducible estrogen receptor (ER)-coupled RAS-G12V (ER:RAS-G12V) were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively.  The total RNA was then analysed for transcriptional profiling using mRNA-sequencing. There were 8 (eight) biological replicatesfor each of the experimental conditions. Untreated ER:RAS IMR90 cells were the control condition",GSM1861987: DDIS rep 6; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,sample group;;DDIS|source_name;;IMR90 cells,GEO Accession;;GSM1861987,GSM1861987,DDIS rep 6,CS,Stress-induced CS,100uM Etoposide for 2 days,5 days,HRASG12V,no,Fibroblast,Lung,no,Stress-induced CS,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
